name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,country,longBusinessDescription,companyStatus,linkedin
Sentient Blue,https://www.eu-startups.com/directory/sentient-blue/,Italy,"Sentient Blue Technologies S.r.l. or Sentient Blue ® for short is an aerospace engineering company founded in Parma, Italy in November 2017. Their primary activity is the development of efficient, more environmentally friendly micro gas turbine-based power plants for use in radio-controlled aircraft, unmanned aerial vehicles (UAVs), also known as drones. The engines they have under development can also be adapted and be used in combined power and heating systems (CPH).",Parma,"Aerospace, Drones, Product Design",No funding announced yet,2017,https://www.sentientblue.com/,IT,,,
Sfridoo,https://www.eu-startups.com/directory/sfridoo/,Italy,"Sfridoo is a circular economy company that helps companies in the transition to the circular economy. Sfridoo is a circular economy company that helps companies in the transition to the circular economy. It operates in the environmental sector, offering targeted services to corporations for the optimization of production residues and leftovers.",Casalecchio Di Reno,"Circular Economy, Network, Technical",Between €100K-€500K,2017,https://www.sfridoo.com/,IT,,,
sgush,https://www.eu-startups.com/directory/sgush/,Italy,"sgush is the essential interactive digital sight card in smart working it is easier to be in contact keeps track of your contacted interlocutors extends visibility on social networks. Aggregate a lot of information with a single link. The phone book is always updated sends confidential messages to whomever you wish, without leaving a trace the signature of the email messages is the link in the bio on the web and social networks",Brescia,"Cloud Data Services, Information Technology, Management Information Systems",Between €1-€100K,2017,https://sgush.com/,IT,,,
ShargeMe,https://www.eu-startups.com/directory/shargeme/,Italy,"Share your Charge with Me - We are creating a platform for profitable ""charge sharing"" between Electric Vehicles. Vehicles recharging by giving EV owners the possibility to connect in real-time, via web or mobile app, in order to Profitably (""arbitrage"") Resell an agreed percentage of their battery charge to other electric vehicles who want to increase their battery level. There will be no need for who is selling her charge to be physically present at the moment and in the location of the physical exchange of electric energy because ShargeMe will allow remote control of the EV that is selling its charge.",Trieste,"Electric Vehicle, Network, V2G technology",Between €1-€100K,2017,https://www.shargeme.blog/,IT,,,
DatoCMS,https://www.eu-startups.com/directory/datocms/,Italy,"DatoCMS is a friendly, secure and powerful platform that enables marketer, editorial or developer team to build complex backend in minutes and to bring any kind of content everywhere. Use your website generator, let your clients publish content independently.",Firenze,"CMS, Content Developer, APIs, Web Apps",No funding announced yet,2017,https://www.datocms.com/,IT,,,
SIGHUP,https://www.eu-startups.com/directory/sighup/,Italy,SIGHUP is specialized in Kubernetes and Cloud-Native infrastructures. Kubernetes Fury is a battle-tested distribution purely based on upstream Kubernetes. Deploy and manage a stable and production-grade Kubernetes Cluster at scale with a comprehensive Cloud Native stack implemented with top-notch CNCF components.,Milan,"Information Technology, Software, Cloud Native",No funding announced yet,2017,https://sighup.io/,IT,,,
Cynomys,https://www.eu-startups.com/directory/cynomys/,Italy,"Cynomys is the first company to have patented an IoT solution for monitoring environmental parameters and consumption rates in animal farms. It was built on the combined passions of its three co-founders for sensors technology applied to environmental stewardship. Cynomys has developed devices that are equipped with an internal data sim and transmit data securely to its cloud platform, accessible anytime, anywhere.",Ronco Scrivia,"Agriculture, AgTech, Hardware, Internet of Things",No funding announced yet,2017,http://www.cynomys.it/,IT,,,
Soccerment,https://www.eu-startups.com/directory/soccerment/,Italy,"We focus on innovation in football (soccer). We develop innovative wearable devices, specifically designed for measuring football performances. Also, we develop machine learning algorithms to evaluate the performance of football players using data coming from third parties.",Milan,"Analytics, Software, Innovative Tools",No funding announced yet,2017,https://soccerment.com/,IT,,,
Cosaporto,https://www.eu-startups.com/directory/cosaporto/,Italy,Cosaporto is a home delivery service bringing users goods from upmarket and premium shops. Cosaporto carefully selects the best shops to allow you to buy only the right products for your special occasion. Order only the best of the city in comfort!,Rome,"Delivery Service, E-Commerce, Retail",Between €2.5 million-5 million,2017,https://cosaporto.it/,IT,,,
Softcare Studios,https://www.eu-startups.com/directory/softcare-studios/,Italy,"Softcare Studios is a digital health startup focused to improve the quality of life of patients during therapy and optimize healthcare interventions, developing innovative products and services based on immersive technologies (VR/AR) and data tracking. Our Mission is to improve the therapy experience of patients supporting their mental wellbeing. Which deeply impacts their cognitive, emotional, social, and motor conditions, and is significantly influenced by what environments they perceive and how they spend their time during their challenging journey.",Rome,"Health Care, Information Technology, Virtual Reality",No funding announced yet,2017,https://www.softcarestudios.com/,IT,,,
Socyza,https://www.eu-startups.com/directory/socyza/,Italy,"Socyza is a SaaS product that allows nonprofit organizations and amateur sports clubs to accomplish their administrative and organizational activities through the management part of the platform, starting from the membership campaign published online. The online collection, as far as the privacy management or communications features. In addition to the internal activities, every Admin user has its organization Page, where can publish and promote activities,",Florence,"Internet, Software, Online",Between €1-€100K,2017,https://www.socyza.com/,IT,,,
SoundsOfThings,https://www.eu-startups.com/directory/soundsofthings/,Italy,"Social Network and Advertising Platform with a Mobile App and two Web applications. We are used to recognizing things from their appearance, visually, but everything has a sound inside. SoundsOfThings (SoT) is a sound-based social network and an advertising platform: SoT represents the end of Visual Advertising.",Merano,"Social Media, Audio, Social Media Advertising",No funding announced yet,2017,https://www.soundsofthings.com/,IT,,,
Sport Grand Tour,https://www.eu-startups.com/directory/sport-grand-tour/,Italy,"Orangogo is the first booking platform vertical on the sport. We innovate sport choice thanks to digital technologies and artificial intelligence. We believe in the ability of each individual, since childhood, to become aware of their skills, abilities, passion, and talent.",Turin,"Artificial Intelligence, Sports, Disability",Between €500K-€ 1 million,2017,https://www.orangogo.it/,IT,,,
Checkout Technologies,https://www.eu-startups.com/directory/checkout-technologies/,Italy,"Checkout Technologies is an innovative startup operating in the B2B market of technological services for physical stores. It enhances user experience with the most advanced technologies, so customers have to enter the store, take products they need and just walk out easily, without any line. Focused on the business of designing, implementing and implementing disruptive solutions that revolutionize the concept of checkout in stores.",Milan,"Artificial Intelligence, Retail Technology, Sales Automation",Between €1 million-€ 2.5 million,2017,http://www.checkoutfree.it/,IT,,,
CashInvoice,https://www.eu-startups.com/directory/cashinvoice/,Italy,"CashInvoice helps companies to inject liquidity, advance your invoices, or apply for a loan. They help you to make the comparison of solutions alternative finance and invoice factoring market. The company is based in Milan, Italy.",Milan,"Financial services, Alternative Finance, Invoice Factoring",Between €100K-€500K,2017,https://cashinvoice.it/,IT,,,
Brandolisio,https://www.eu-startups.com/directory/brandolisio/,Italy,"Brandolisio is provider of innovative technology and systems for industrial filtration (vacuum and pressure) and drying offering unmatchable precision, reliability, ease-of-use and efficiency.",Vicenza,"Industrial, Manufacturing, industrial filtration",Between €2.5 million-5 million,2017,http://www.brandolisio-filtration.com/,IT,,,
TechWald,https://www.eu-startups.com/directory/techwald/,Italy,"TechWald Holding is a participation holding company investing in Medical Technologies. Unique assets and team expertise in order to ensure that, at each development stage, most of the risks traditionally faced by Institutional Shareholders are properly and timely assessed and reduced. We stem from the initiative of a group of medical device executives with complementary backgrounds.",Milan,"Financial Services, Information Technology, Insurance",No funding announced yet,2017,https://www.techwald.com/,IT,,,
Blimp,https://www.eu-startups.com/directory/blimp/,Italy,"Blimp collects real-time data on people and vehicles flows in the physical world, either outdoor or indoor. With its proprietary technologies, the company has brought digital metrics to the real world, ready to help you make the best decisions for your business.",Milano,"Events, Internet, Software, Software Engineering",Between €1 million-€ 2.5 million,2017,http://blimp.ai/,IT,,,
TicketEASY,https://www.eu-startups.com/directory/ticketeasy/,Italy,"The first community for sustainable travelers: primary market aggregator blended with a marketplace to buy/sell your train and bus tickets. TicketEASY is the first Italian community dedicated to flexible travelers like you! Buy and sell train (Italo) and bus (Marino, Terravision, Autostradale, etc.) tickets. You find very low prices if you buy a second-hand ticket and are flexible on dates.",Picerno,"E-Commerce, Ticketing, Travel",Between €100K-€500K,2017,https://ticketeasy.it/,IT,,,
Things Mobile,https://www.eu-startups.com/directory/things-mobile/,Italy,"Things Mobile is a global network for IoT devices. Things Mobile connects your IoT or M2M devices automatically to the operator with the best signal and coverage. With Things Mobile, anyone can create a smarter world in which technology can significantly change people's lives, thanks to the real power of exchanging data between devices and mobile systems around the world.",Milano,"Mobile, Telecommunications, Coverage",Between €500K-€ 1 million,2017,https://www.thingsmobile.com/,IT,,,
The Social Lender,https://www.eu-startups.com/directory/the-social-lender/,Italy,"The Social Lender is a peer-to-peer lending business platform. The Social Lender is a peer-to-peer lending business platform that allows applicants to obtain funding from private and institutional investors, in order to support. The growth and development of their business and their projects, and where lenders can invest in security actively intervening in the Royal Economy.",Milan,"Business Development, Financial, Transparent",Between €1-€100K,2017,https://www.thesociallender.it/i,IT,,,
dilium,https://www.eu-startups.com/directory/dilium/,Italy,"Dilium is an SME that, through knowledge and skills in ICT and Technology Innovation Management areas, helps companies in the creation of high-tech solutions with the goal of providing significant support in the growth of their business.

With the skills and expertise at our disposal, we aim to rewrite the rules of business and management in Digital areas such as Technology Advisory, AR / VR, Machine Learning, Advanced Algorithms, and CMS.",Milan,"Augmented Reality, Artificial Intelligence, Virtual Reality, Software Development",No funding announced yet,2017,https://www.dilium.com,IT,,,
Beaconforce,https://www.eu-startups.com/directory/beaconforce/,Italy,"Beaconforce is real-time, continuous solution that combines Machine Learning and Emotional Intelligence to create work environments that motivate people and ultimately improve performance. The company creates environments that allow people to be the best version of themselves. It is based in Milan, Italy.",Milan,"Computer Software, Incentives, Technology",Between €500K-€ 1 million,2017,https://www.beaconforce.com/,IT,,,
B2Book.net,https://www.eu-startups.com/directory/b2book-net/,Italy,"B2Book.net is a meeting platform between tourist accommodation owners or managers (seller) and travel agencies, tour operators, OTAs and GDSs (buyer). It aims to give holiday homes the same global distribution possibilities as hotels. Travel agencies can book accommodation through their own private area on the site.",Rome,"Travel, Travel Accommodations, Hospitality",Between €100K-€500K,2017,https://b2book.net/,IT,,,
UCapital24,https://www.eu-startups.com/directory/ucapital24/,Italy,UCapital24 connects retail investors to the institutional world. The global financial community to reach investors from all over the world. The Global Financial Community to reach Investors from all over the world.,Milano,"Financial, Economic, Geographical",Between €500K-€ 1 million,2017,https://www.ucapital24.com/,IT,,,
Autentico,https://www.eu-startups.com/directory/autentico/,Italy,"Autentico is an innovative startup founded in 2017 by a team with a strong background in the industrial, financial and administrative sectors. It develops innovative hardware and software products in the field of anti-counterfeiting and product logistics through the use of RfId technologies.",Capoterra,"RfID, Software, Wine And Spirits",Between €1-€100K,2017,https://www.autentico.srl/,IT,,,
UpSurgeOn,https://www.eu-startups.com/directory/upsurgeon/,Italy,"Hi-Tech Company producing technologies for cognitive and psychomotor surgical skill enhancement. Neurosurgeons, developers, digital artists, modelers: we decided to aim for the future of surgical training. The way surgeons are trained needs a radical change.",Milan,"E-Learnig, Developers, Digital Artists,",No funding announced yet,2017,https://www.upsurgeon.com/,IT,,,
AtomikAd,https://www.eu-startups.com/directory/atomikad/,Italy,AtomikAd offers innovative artificial intelligence technologies applied to digital advertising. Its mission is to bring the best of decision-making technology into the digital advertising ecosystem in order to offer the best alternative in the market for the use of reliable tools to achieve campaign objectives thanks to the improvement of the user experience.,Roma,"Advertising, Artificial Intelligence, Internet",No funding announced yet,2017,https://www.atomikad.com/,IT,,,
AorticLab,https://www.eu-startups.com/directory/aorticlab/,Italy,AorticLab is committed to provide medical and technological innovations developing next generation devices for a safe and effective transcatheter treatment of the stenotic aortic native valve. It was founded in 2016 by experienced MedTech professionals and physicians intending to develop new technologies for cardiovascular procedures.,Turin,"Medical Device, MedTech, healthcare",No funding announced yet,2017,http://aorticlab.ch/,IT,,,
We Wealth,https://www.eu-startups.com/directory/we-wealth/,Italy,"An Italian holding operating in the digital and fintech industries. Founded at the end of 2017 with the aim of supporting digital transformation in the wealth management industry, Voices of Wealth has developed We Wealth, which is an editorial and services web platform for financial industry professionals (Financial Advisors, Private Bankers, Asset Managers, Brokers, Accountants, Notaries and Lawyers, etc.)",Milan,"Publishing, Wealth Consultancy, Investments",Between €1 million-€ 2.5 million,2017,https://www.we-wealth.com/,IT,,,
Webidoo,https://www.eu-startups.com/directory/webidoo/,Italy,"Webidoo is the provider of digital marketing solutions for local businesses.
We provide the digital tools and advanced that big businesses use, but built and designed so they can be easily utilized by local independent business owners. It is dedicated to partnering with local businesses.",Milan,"Digital Marketing, Digital Export, E-Commerce",No funding announced yet,2017,https://www.webidoo.it/,IT,,,
Agrorobotica,https://www.eu-startups.com/directory/agrorobotica/,Italy,"Agrorobotica is a farming company that deals with agriculture and farming management, at the forefront of the agricultural approach. It is involved in the design, production and marketing of drones, agricultural monitoring systems and the programming of their learning algorithms. Agrorobotica Srl incorporated in Siena on 12/06/2017 by deed of the Notary Dr. Roberto Ceni.",Scarlino,"Agriculture, Computer, Farming",No funding announced yet,2017,https://www.agrorobotica.it/,IT,,,
WordLift,https://www.eu-startups.com/directory/wordlift/,Italy,WordLift is the Artificial Intelligence you need to grow your audience. A Semantic Platform that does what an SEO expert would do. It is a semantic platform that brings state-of-the-art linked data technologies to the hands of bloggers and publishers.,Rome,"Content Marketing, Saas, Advertising",No funding announced yet,2017,https://wordlift.io/,IT,,,
WonderStore,https://www.eu-startups.com/directory/wonderstore/,Italy,"WonderStore is a computer vision platform for retail that satisfies the strategic need to know the shop visitors. It is an IoT-based visitor data collection platform built to help enterprises collect data about the characteristics and behavior of visitors to their brick-and-mortar retail stores—and generate actionable insights to help businesses understand their customers, improve customer experiences, and grow their business. The system relies on data gathered by IoT sensors about the shopping environment, store visitors, and their behaviors.",Cagliari,"Artificial Intelligence, Big Data, Virtual Goods",Between €1-€100K,2017,https://www.wonderstore.ai/,IT,,,
Agricolus,https://www.eu-startups.com/directory/agricolus/,Italy,"AGRICOLUS is the AgriTech platform created to simplify and enhance the work in the field of farmers and professionals in the sector, with a view to environmental and economic sustainability. Its mission is to optimize agronomic practices by supporting farmers and agricultural operators with simple and easy-to-use Agri Tech tools, thanks to cutting-edge technologies of data collection and analysis. It was founded in February 2017 in Perugia, Umbria.",Perugia,"Agriculture, AgTech, Internet of Things, Machine Learning",No funding announced yet,2017,http://www.agricolus.com/,IT,,,
Xenioo,https://www.eu-startups.com/directory/xenioo/,Italy,"Xenioo is a renowned powerful and flexible platform that empowers professionals and businesses to build and publish their bots on multiple channels.  It has a mission to provide the fastest and greatest feature-packed chatbot platform possible. At the moment, Xenioo supports Facebook, Web Site, and Slack.",Lecco,"Chatbots platform, support facebook, support website",No funding announced yet,2017,https://www.xenioo.com/,IT,,,
Addi.fit,https://www.eu-startups.com/directory/addi-fit/,Italy,"Addi.fit is a company focused on AI solutions and products to create personalized experiences and augmented knowledge. Signally, the vertical solution of Addi.fit, is focused in Signal and Audio AI-driven solutions.",Udine,"Computer Software,  IoT, apps",Between €1-€100K,2017,https://addi.fit/,IT,,,
Yape,https://www.eu-startups.com/directory/yape/,Italy,"Through Yape, You can transport goods around cities and buildings in a safe and sustainable way. We make different useful products that are helpful in the transportation of the goods.",Milan,"Transporting goods, sustainable products, safe transportation",Between €2.5 million-5 million,2017,https://www.yapemobility.it/,IT,,,
Zakeke,https://www.eu-startups.com/directory/zakeke/,Italy,"Zakeke gives brands and retailers to offer their customers live product personalization.  It let merchants engage with their customers through our rich and interactive ""design-your-own""​ platform. It is the only customizer supporting the real-time 3D view.",Milan,"Image Customization, Augmented Reality, Receive print-ready files",No funding announced yet,2017,https://www.zakeke.com/,IT,,,
3Bee,https://www.eu-startups.com/directory/3bee/,Italy,"3Bee is a company (srl) and agri-tech startup that develops technologies in the field of hive monitoring, prevention, and care. Through its exclusive technologies, beekeepers can constantly and comprehensively monitor their hives in order to optimize production, save time and treat their bees by preventing problems and diseases.",Fino Mornasco,"Agriculture Farming Food and Beverage, bee keeping",Between €1 million-€ 2.5 million,2017,https://www.3bee.it/en/,IT,,,
Ermes,https://www.eu-startups.com/directory/ermes/,Italy,"Ermes Intelligent Anti Phishing is creating targeted protection solutions against next-generation phishing threats to which employees are exposed while browsing and capable of overcoming the current limitations of standard tools (such as web filtering or proxy) for businesses.
They have developed two products, one dedicated to Corporate and the other to SMEs, and a network of resellers and integrating systems at the European level, with a particular focus on Spain and Italy.",Turin,"Cyber Security, Information Technology, Cloud, Security",Between €500K-€ 1 million,2017,https://www.ermes.company/es/,IT,,,
ShippyPro,https://www.eu-startups.com/directory/shippypro/,Italy,ShippyPro makes it easier for online sellers to ship worldwide. Their aim is to help eCommerce merchants managing their shipping process and empower their business. Thanks to ShippyPro online sellers are able to connect all their sales channels with the best carriers worldwide through API or with its shipping platform.,Florence,"Developer APIs, E-Commerce, Logistics, Shipping, Supply Chain Management",No funding announced yet,2017,https://www.shippypro.com/,IT,,,
Healthy Virtuoso,https://www.eu-startups.com/directory/healthy-virtuoso/,Italy,"Healthy Virtuoso incentivizes and rewards people to live a healthy lifestyle, helping corporates to improve the engagement and the health of their customers and employee.Users can take part in competitions, and win daily rewards based on their healthy lifestyle.",Cagliari,"Fitness, Health Care, Health Insurance, InsurTech, Wellness",Between €1 million-€ 2.5 million,2017,https://www.healthyvirtuoso.com/en,IT,,,
LailaTech,https://www.eu-startups.com/directory/lailatech/,Italy,Laila is a chatbot that can handle a conversation just like a human. It is the result of an ambitious research project whose goal is to provide companies with conversational agents able to overcome the technological limits of current chatbot services.,Milan,"Artificial Intelligence, Digital Marketing, Machine Learning, Software",Between €500K-€ 1 million,2017,https://www.laila.tech/,IT,,,
Contents.com,https://www.eu-startups.com/directory/contents-com/,Italy,Contents.com is an artificial intelligence platform based on a perfect cycle of interaction between data analysis and machine learning systems that makes access to data easier for everyone. Contents.com provides integrated solutions for every online business and customer.,Milan,"Information Technology, SaaS, Software",Between €5 million-€10 million,2017,https://contents.com/,IT,,,
Energenius,https://www.eu-startups.com/directory/energenius/,Italy,"ENERGENIUS is a start-up with high know-how and technological content, born from the operational synergy between certified Energy Managers and engineers who are experts in measuring, recording, processing, and analyzing energy measurements. The mission of ENERGENIUS is to transform energy consumption into a new and powerful competitive factor, at the service of its customers.",Rovereto,"machine learning, energy, energy management",No funding announced yet,2017,https://energenius.it/,IT,,,
latitudo40,https://www.eu-startups.com/directory/latitudo40/,Italy,"Latitudo 40 is an innovative start-up that combines the skills and expertise of a large company with the passion and ability to innovate of a lean organization that bases its success on the principles of user centered design. Enhancing the experiences of its founders in the ICT and Earth Observation fields, gained in university research contexts and in large companies, and the background of experience, skills and abilities of our multidisciplinary team, the company offers integrated solutions of geo-information in the cloud, based on images from earth observation satellites and innovative algorithms of artificial intelligence, machine learning and big data analysis.
In Latitudo 40 we strongly believe in the value that can be extracted from the images coming from earth observation satellites and we have made our utmost efforts to launch the EarthAlytics platform on the market which is able to transform pixels into information using an innovative and multi-sensor approach in a simple, effective and rapid manner in different application fields. We use a multi-sensor approach,  putting together in a single application platform data coming from the satellites, IOT devices installed in the field and from sources external to the organization (weather forecasts, statistics, erp, etc.). We process these data through artificial intelligence and machine learning to give them meaning and provide the needed information to make the right decisions at the right time, without having to be experts in earth observation.
Latitudo 40 is incubated within the Business Incubator Center of the European Space Agency Business Incubation Center at the BIC LAZIO in ROME. The headquarter office is based in Naples",napoli,"Design, IoT, Space",,2017,www.latitudo40.com,IT,"Latitudo 40 is an innovative start-up that combines the skills and expertise of a large company with the passion and ability to innovate of a lean organization that bases its success on the principles of user centered design. Enhancing the experiences of its founders in the ICT and Earth Observation fields, gained in university research contexts and in large companies, and the background of experience, skills and abilities of our multidisciplinary team, the company offers integrated solutions of geo-information in the cloud, based on images from earth observation satellites and innovative algorithms of artificial intelligence, machine learning and big data analysis.
In Latitudo 40 we strongly believe in the value that can be extracted from the images coming from earth observation satellites and we have made our utmost efforts to launch the EarthAlytics platform on the market which is able to transform pixels into information using an innovative and multi-sensor approach in a simple, effective and rapid manner in different application fields. We use a multi-sensor approach, putting together in a single application platform data coming from the satellites, IOT devices installed in the field and from sources external to the organization (weather forecasts, statistics, erp, etc.). We process these data through artificial intelligence and machine learning to give them meaning and provide the needed information to make the right decisions at the right time, without having to be experts in earth observation.
Latitudo 40 is incubated within the Business Incubator Center of the European Space Agency Business Incubation Center at the BIC LAZIO in ROME. The headquarter office is based in Naples",,
Mensior,https://www.eu-startups.com/directory/mensior-srl/,Italy,"Mensior - Helping your mental lifestyle every day and everywhere. We sell:
 -Set My Brain (Accelerate Mental Agility), a mental work out. You wear a light headset and play with a pc game. Product-based on neurofeedback (an area of neuroscience)
 - Value My Brain (Measure Mental Agility), to keep track of your Mental Status variations over time. A Self-service Psychological Test using neuro and biosensors.",Milan,"Mental, Health, Lifestyle",,2017,https://www.setmybrain.com/,IT,,,
Venezia Autentica,https://www.eu-startups.com/directory/venezia-autentica/,Italy,"Venezia Autentica is an impact-driven startup leveraging digital media & tech as well as cultural tourism to increase the retention of tourism revenue in urban destinations while improving visitors' experience. We do so to halt the impoverishment and displacement of the local residents and consequently preserve unique cultures, heritages, and ways of life. We are currently piloting and active in Venice, Italy and planning on expanding to other cities suffering from the problem of over-tourism. 
Our work and expertise have been featured over 60 times in major international publications such as BBC, ABC, National Geographic Traveler, Arte TV, Conde Nast Traveler and more.
Concretely, we make it easy and fun for visitors to have an authentic experience of their destination while making a positive impact on the local community, mainly by supporting vetted local businesses and associations through services (on-demand service, experiences, loyalty scheme) and tools (certified local businesses directory) they can respectively buy and find for free on our website.",Venice,"Impact, Digital, Media",,2017,https://veneziaautentica.com,IT,,,
B2BOOK,https://www.eu-startups.com/directory/b2book/,Italy,"B2Book is a B2B Vacation Rentals platform between tourist accommodation owners or managers (Seller) and travel agencies, tour operators, Online Travel Agents (OTA) and GDS (Buyer). The platform was born with the aim of filling the gap that was created due to the B2C product distribution concentration of the holiday home product in the hands of large global OTAs (Airbnb, Booking, HomeAway, Tripadvisor).
Vacation Rentals offer managed by the biggest OTAs has in fact excluded the professional operators (Travel Agents, Tour Operators, Online Travel Agents OTAs) from the distribution process of the Vacation Rentals product, which is now only available with uncompetitive commissions compared to the hotel product in just a few B2C portals.
Through B2Book API integrations, tourist accommodation can be promoted on innumerable new portals and countless new players (like also Airlines Companies), many of which can rely on a much larger user pool than a simple OTA sector.",Rome,"Rentals, Tourism, Travel, Vacations",,2017,https://www.b2book.net,IT,,,
Stride,https://www.eu-startups.com/directory/stride/,Italy,"Mobile and web platform dedicated to the whole street art world. Blockchain, AR, AI technologies involved. Revenue models based on different Business Model Canvas, there is a priority order based on time and preferred target customer.",Florence,"Blockchain, AR, AI",,2017,http://stride-it.com/,IT,,,
Digital Attitude,https://www.eu-startups.com/directory/digital-attitude/,Italy,"At Digital Attitude, we work to make technology adoption simple. To reach this goal, we have designed HI, an advanced digital assistant that coaches users to build and maintain new habits, facilitating the adoption of both new technologies and smarter ways of working within organizations. 
HI is the only comprehensive digital solution designed to foster technology adoption with features to aid both businesses and individual employees. HI translates insights from research on psychology and change management into a contextual, personalized, and just-in-time action-based programme.",Milan,"Technology, Digital, Assistant",,2017,https://www.digitalattitude.com,IT,,,
Hexagro Urban Farming,https://www.eu-startups.com/directory/hexagro-urban-farming/,Italy,"Our Living Farming Tree is the first interactive indoor garden that will follow you and your colleagues into the most exciting urban farming experience, changing your coffee-break forever.
No more caffeine, but healthy infusions of fresh herbs grown directly in your office. No more stuffy air, but a smell of basil and mint embracing your desk. And guess what? It is easier (and funnier!) than ordering a coffee: agronomist will support you for the all growing process and our App will choose the perfect medicinal plant for your office-ache!",Milan,"Farming, Garden, Urban",,2017,http://hexagrourbanfarming.com,IT,,,
Stargraph,https://www.eu-startups.com/directory/stargraph/,Italy,"Stargraph increases the engagement of the fans thanks to a proprietary technology that makes a live event even more unique and unforgettable.
Fans receive an authentic and exclusive autograph on their device, establishing a new type of direct relationship with their idols. Thanks to Stargraph, stars, sponsors and event organizers now have a powerful Fan Relationship Management and Loyalty tool, perfect for generating new monetization flows. We're in strong synergy with the most common social media but we're completely independent. We create a personal, emotional and unique communication between fans and stars during and after sports and music live events.",Rome,"Event, Engagement, Fans, Celebrities",,2017,https://www.stargraph.it/en,IT,,,
LoanXchain,https://www.eu-startups.com/directory/loanxchain/,Italy,"LoanXchain (LXC) is a FinTech startup aiming at revolutionizing the secondary market for loans in Europe, by leveraging the power of enterprise blockchain to simplify trusted interactions. This solution solves any stakeholders compelling needs, increasing transparency, liquidity, and diversification while cutting transaction time/ cost and facilitating market participation for smaller financial players. Considering the loan as raw material, LXC allows lenders to optimize the loan warehouse, in order to dynamically manage their capital and liquidity needs. This approach enables lenders to adjust their credit production process on investors purchase intentions as well as fostering just in time credit production and distribution processes.",Milan,"Fintech, Blockchain, Loans",,2017,https://www.loanxchain.com/en/home,IT,,,
Revotree,https://www.eu-startups.com/directory/revotree/,Italy,"Revotree is a technology and data science startup aiming at agricultural sustainability.
To do this we are focusing on innovation and knowledge, convinced of the need to involve both big and small producers.
That's why we focused on building from scratch a cost-effective and easy-to-use sensor-based system and a modern, AI-driven platform. This is the cornerstone to build an effective agriculture tech platform to track whole farming processes from seed to market.",Milan,"AI, Data, Tech, Agritech",,2017,https://revotree.it/,IT,,,
GOGOBEACH.IT â Beach Finder,https://www.eu-startups.com/directory/gogobeach-it-beach-finder-booking-online/,Italy,"BEACH FINDER / BOOKING ONLINE. GoGoBeach is a SAAS PLATFORM B2B > B2C. VERTICAL & SPECIFIC ABOUT ""ENTIRE BEACH SECTOR""

SEARCH > BOOK > RELAX

BOOK YOUR BEST LOCATION WORLDWIDE. DIRECT CONTACTS BEETWEEN CLIENTS > OWNERS > SUPPLIERS. IMAGINE HOW BIG IS THE MARKET: ""ENTIRE BEACH SECTOR"" WORLDWIDE",Milan,"Travels, Foodtech, Horeca, Business, B2B, B2C",Between €1-€100K,2017,https://www.gogobeach.it/,IT,,,
Educational Factory,https://www.eu-startups.com/directory/educational-factory/,Italy,we develop tools and strategies for medical education and communication,Milan,"Medtech, Education, Communication",,2017,www.educationalfactory.com,IT,,,
Replave,https://www.eu-startups.com/directory/replave-ltd/,Italy,"Replave is the first Social Network that allows you to get feedback and advice on each daily choice you are going to make.
I.E. You are in a changing room trying on some dress and you share some selfie with your friends group on Replave. The App will immediately notify your friends preferences and the most voted one, just like they were here with you!
There are unlimited daily circumstances to use this App: what gift should you choose for a mutual friend, what movie youd like to see at the cinema, which exhibition is worth to be visited or whats next holiday location.
Replave is the first App for socializing choices.
How does it work?
It is a Social Network accessible by Mobile App.
Every user can access it through username and password, or through Facebook login.
The App allows you to involve publicly or privately- your contacts, by asking an opinion, advice or vote on the choice you are about to make.
Replave is easy, funny, useful, fast. Basically you type a question, you take 2 or 3 pictures, you decide the deadline for votes submission and you choose the recipients among your friends getting immediately a
recap with the most popular option.",Milano,"social, feedback, choices",,2017,https://www.replave.com,IT,,,
