name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,country,companyStatus,linkedin,longBusinessDescription
Atrian Medical,https://www.eu-startups.com/directory/atrian-medical/,Ireland,"AtriaAN is a Galway based medical device company. They have a technology called AtriaAN developed at Mayo Clinic in the United States, and offer Long Term, Non-Thermal Resolution of Atrial Fibrillation.",Galway,"Biotechnology, Medical Device",Between €1 million-€ 2.5 million,2017,www.atrianmedical.com/,IE,,,
we.trade,https://www.eu-startups.com/directory/we-trade/,Ireland,"we.trade Innovation DAC is a joint-venture company owned by 9 European banks, that develops and licenses the first blockchain trade platform for commercial clients and their banks available in the market. Through distributed ledger technology and smart contracts, the platform provides a secure, innovative environment for banks’ commercial clients engaged in import/export transactions to trade in a user-friendly and efficient way.
Clients can register to the platform via their banks. 9 major European banks have already guaranteed geographic and client coverage in 11 countries and many more banks in other markets will be able to offer we.trade to their clients in the coming months.",Dublin,"Innovation, blockchain trade platform, banks",Between €5 million-€10 million,2017,https://we-trade.com/,IE,,,
WireCompare,https://www.eu-startups.com/directory/wirecompare/,Ireland,WireCompare they strive to improve your experience and help you save time and money on international money transfer. TO HELP YOU SAVE TIME AND MONEY ON INTERNATIONAL MONEY TRANSFER. We request quotes from trusted and top-rated providers. You get a list of the best options to save yourself time and money.,Dublin,"MONEY TRANSFER, save time, money transfer",No funding announced yet,2017,https://wirecompare.com/,IE,,,
Winfooz,https://www.eu-startups.com/directory/winfooz/,Ireland,"Winfooz is a dealer-to-dealer marketplace that disrupts auto remarketing.

It transforms the vehicle auction into a fully-charged, online experience, powered by artificial intelligence, virtual and augmented reality, and 360-degree imaging. The company's focus is on the important points in trading and logistic, delivering solutions through intuitive well designed digital products. They also bring end-to-end solutions and tools for dealers, physical auction houses, inspectors, truckers, shippers, auto part suppliers, and any other players in the auto remarketing industry to interact and trade online in a safe and reliable marketplace environment.",Dublin,"dealer-to-dealer, vehicle auction, solutions, digital products",Between €5 million-€10 million,2017,https://winfooz.com/,IE,,,
Xena Exchange,https://www.eu-startups.com/directory/xena-exchange/,Ireland,"Real-time off-exchange settlement. Your funds never leave the infrastructure of the Copper Copper ClearLoop, and you can execute new trades on Xena Exchange. Instant order placement and automated PnL settlement – all while your assets remain secure offline. Xena decentralized account solution. Seeking yet more control over your funds? Use your personal hot wallet and send unlimited collateral to your exchange account in less than a second with Xena Decentralized Accounts.",Dublin,"automated, assets, real time exchange",Between €2.5 million-5 million,2017,https://xena.exchange/,IE,,,
Antikytera e-Technologies,https://www.eu-startups.com/directory/antikytera-e-technologies/,Ireland,Antikytera e-Technologies is a technology company that develops remote assistance software called Ermes. It uses AR technology and artificial intelligence to overlay information on real-time still images and live video.,Dublin,"Artificial Intelligence, Augmented Reality, Information Technology, Software, Virtual Reality",Between €2.5 million-5 million,2017,https://www.antikytera.com/,IE,,,
Xocean,https://www.eu-startups.com/directory/xocean/,Ireland,"XOCEAN offers ocean data collection as a turnkey service to Surveyors, Companies, and Agencies. We manage everything from mobilization right up to the delivery of raw data to our customers. XOCEAN team has over 50 years combined experience in technology development and operational delivery in the marine environment. We are transforming ocean data collection using our unmanned surface vessels and supporting the sustainable growth of the ocean economy. We are always looking for talented people to join us on our mission. XOCEAN offers turnkey data collection services to survey companies and other organizations using unmanned surface vessels (USVs). Our platform operates 24/7, accelerating project delivery at one-third of the cost of conventional methods.",Carlingford,"data collection, technology, marine environment",Between €5 million-€10 million,2017,https://xocean.com/,IE,,,
Anadue,https://www.eu-startups.com/directory/anadue/,Ireland,"Anadue is a platform that aims at providing solutions to shared mobility operators, and the cities where they operate, to make sure that there is successful transformation of urban streets from congested, polluted, car-centric spaces to areas where people live, work, shop and relax comfortably. Their robust analytics have been optimized to enable shared mobility schemes with LiberateMM, and towns with CitySmarts.",Dublin,"Analytics, Mobile, Software",No funding announced yet,2017,www.anadue.com/,IE,,,
Altada,https://www.eu-startups.com/directory/altada/,Ireland,"Altada is a company based in Cork, Ireland, and aims at empowering data driven decision-making, increasing automation, and freeing up employees in your company so that they can focus on other important tasks.",Cork,"Artificial Intelligence, Computer, Machine Learning, Software",Between €1 million-€ 2.5 million,2017,www.altada.com/,IE,,,
Andrson,https://www.eu-startups.com/directory/andrson/,Ireland,"Andrson is a new music discovery (A&R) platform that uses predictive analytics and audio AI to link unsigned, unmonetized talent with music industry professionals. A&R completely reimagined.",Dublin,"Independent Music, Music",Between €500K-€ 1 million,2017,https://www.andrson.com/,IE,,,
AdSecure,https://www.eu-startups.com/directory/adsecure/,Ireland,"AdSecure provides constant monitoring and protection of your ad supply chain against: malware & forced
redirects, non-compliant & low quality ads, unsafe & offensive content as well as performance & quality metrics.",Dublin,"Advertising, Cyber Security, Information Technology, Security",No funding announced yet,2017,https://www.adsecure.com/,IE,,,
Adfront Limited,https://www.eu-startups.com/directory/adfront-limited/,Ireland,"Adfront is an online marketing solution that aims at helping SMEs grow their business at an affordable price. The company help their customers manage and develop their digital advertising strategy. It creates a digital advertising strategy that works for your business, from generating more calls, raising the awareness of your brand and products to generating more sales.",Dublin,"Advertising, Digital Marketing, Digital Media, Facebook, Google, Marketing, Web Design, Web Hosting",No funding announced yet,2017,www.adfront.ie,IE,,,
Accelerated Payments,https://www.eu-startups.com/directory/accelerated-payments/,Ireland,Accelerated Payments is a platform that allows SMEs to expand and grow by giving them access to advances in cash they are due from specific invoices. The startup was founded in 2017 by experienced entrepreneurs in the financial service industry.,Dublin,"Financial Services, FinTech, Payments",Between €10 million-€25 million,2017,acceleratedpayments.com/,IE,,,
4Securitas,https://www.eu-startups.com/directory/4securitas/,Ireland,"ACSIA is an enterprise-level data-centric cybersecurity. It enables you to manage security without the need for an expert. It's like having a security engineer who works throughout the year at  a fraction of the cost. By using the platform, you are able to thwart any security threat including malware and ransomware attacks.","Dublin,","Artificial Intelligence, Cyber Security, Information Services, Information Technology, Internet, Security, Software",Between €1-€100K,2017,https://4securitas.com/,IE,,,
RemedyBio,https://www.eu-startups.com/directory/remedybio/,Ireland,"RemedyBio is a nanoscale biotechnology firm based in Dublin that specialises in ultra high throughput therapeutic and diagnostic research. With next-generation applications in immuno-oncology, autoimmune illness, and infectious disease, the company's discovery method vastly improves the speed and scale of single cell research. Individual cell function of 10M-1Bn individual live cells is studied in depth. Combinational biology at a big scale, investigating healthy tissue, disease biology, and immunological function all at the same time. Characterization of diseases based on statistical and machine analysis of millions or billions of cell findings, such as from patient tumour biopsies. For therapeutic design or long-term asset building, post-assay biology is sequenced, replicated, or banked.",Dublin,"Biotechnology, Therapeutics",Between €10 million-€25 million,2017,https://remedybiologics.com/,IE,,,
FoodMarble,https://www.eu-startups.com/directory/foodmarble/,Ireland,"FoodMarble, the digital digestive health company and is helping people take control of their digestive health, by making leading digestive science readily accessible through a connected device that can be used at home. The FoodMarble AIRE is one of the world’s first personal digestive trackers. The breath analysis device and associated app helps users optimise their diet using long-standing clinical technology but in a handheld device.",Dublin,"Hardware, Health Care, Home Health Care",Between €5 million-€10 million,2016,[email protected],IE,,,
LittleFix,https://www.eu-startups.com/directory/littlefix/,Ireland,"LittleFix provides mobile maintenance management software for small and medium sized manufacturers to improve employee and operational efficiency. Features include: maintenance scheduling, work order management, inventory management, predictive maintenance, job scheduling and a native messaging chatbot. Mobile App available for android and Iphone.",Dublin,"mobile, job, messaging, chatbot",,2016,https://www.littlefix.io,IE,,,
ID-Pal,https://www.eu-startups.com/directory/id-pal/,Ireland,"ID-Pal technology enables businesses to verify the identity of customers in real-time, easily and securely. The solution uses advanced mobile technologies that allow customers to seamlessly capture and securely transmit their personal information to the business anytime, anywhere.",Dublin,"identity verification, mobile app, Fintech",Between €1 million-€ 2.5 million,2016,id-pal.com,IE,,,
Setapp for Teams,https://www.eu-startups.com/directory/setapp-for-teams/,Ireland,Master Your Team Productivity,"Youghal, Cork, Ireland","B2B, Mac OS X, macOS, Mac Applications, Software, Productivity",No funding announced yet,2016,https://setapp.com,IE,,,"Setapp for Teams is a Mac platform that offers dozens of apps for businesses of any size. Get more tasks done faster at a single subscription.
Here’s what you get:
Higher Team Productivity
Now your teammates don't have to worry about the apps they need to deal with daily tasks. No more license purchases or endless signups. Add new members in 2 clicks.
One Price for all Apps
Pay a fixed monthly fee for a suite of 200+ apps to stay within your budget. Save up for something that really matters to your team.
Pro Apps on your Mac
Discover new apps for any daily task you and your teammates have. Install as many tools as you want and have the precious helpers always at hand."
CitySwift,https://www.eu-startups.com/directory/cityswift-2/,Ireland,"CitySwift is a data-driven scheduling and planning technology for urban bus networks.

The company uses artificial intelligence and machine learning to predict journey times and passenger demand, making routes more efficient. Schedulers can create optimized timetables that take into account traffic, events, and hundreds of other external factors,ensuring on-time performance and increased passenger satisfaction.
CitySwift was established on September 1, 2016 by Alan Farrelly and Brian O'Rourke in Galway, Ireland",Galway,"Artificial Intelligence, Big Data, SaaS, Transportation",Between €5 million-€10 million,2016,cityswift.com,IE,,,
UXDX,https://www.eu-startups.com/directory/uxdx/,Ireland,We host meetups and an annual conference,Dublin,"tech, meetup, conference",,2016,https://uxdxconf.com/,IE,,,
Leveris,https://www.eu-startups.com/directory/leveris/,Ireland,"We are a banking technology company who have built a full-service, modular, banking-as-a-platform (BaaP) solution for traditional banks, new market entrants, and any consumer brand who wants to enter the banking and lending space.It is a fully integrated, back-end, middleware and front-end services and applications platform that is built on open-source components, using open standard formats, APIs and protocols so that new technology innovations are easily integrated, keeping any bank up to date with technology change.",Dublin,"Banking, Finance, Financial Services, FinTech, Lending",No funding announced yet,2016,leveris.com,IE,,,
Storykids,https://www.eu-startups.com/directory/storykids/,Ireland,"Storykids creates custom made short stories for kids.

Parents choose the plot, the characters, the reading level, and the style, and they'll write a book to your taste. Or, they can feature the child themselves as the hero, along with their favourite movie superhero, or even their pet puppy!?

Great for imparting important lessons in a warm, nurturing environment, or just for fun!",Dublin,"kids, stories, custom",,2016,http://www.storykids.co,IE,,,
farmstayplanet,https://www.eu-startups.com/directory/farmstayplanet/,Ireland,FarmStayPlanet is a new directory of farmstay vacation providers worldwide from basic farmhouse accommodation to luxury farm hotels on everything from vineyards and horse ranches to alpaca farms and chill pepper plantations.,Ireland,"holidays, farmhouse, accomodation, travel",,2016,https://www.farmstayplanet.com,IE,,,
Obit,https://www.eu-startups.com/directory/obit/,Ireland,"Obit is a cloud based application for the modern funeral director which has been designed in partnership with funeral directors to help reduce admin time, keep your data secure and allow remote working.",Limerick,"Funeral Software, SaaS, Deathcare",Between €1-€100K,2016,https://www.obit.cloud,IE,,,"As well as that it handles a multitude of other functions including: Invoicing & Quotations, Advanced Task Management and Logistics planning, Stock Control, Automatic Notice Generation, Notice & Condolence Hosting and much more."
TandemHR Solutions,https://www.eu-startups.com/directory/tandemhr-solutions/,Ireland,"Tandem offers a transformative end-to-end solution that drives a high-performance environment, leaving behind the pain of performance management systems of the past. By allowing employees rate feedback from their leaders, HR obtains the unique facility to understand the level of trust employees have in their leaders, the commitment of leaders to grow.",Dublin,"Computer, Software",Between €1 million-€ 2.5 million,2016,https://www.ourtandem.com/,IE,,,
Trezeo,https://www.eu-startups.com/directory/trezeo/,Ireland,Trezeo is the only business account that helps build financial stability for the self-employed. In live-pilot with iOS and Android app. Trezeo is authorised and regulated by the Financial Conduct Authority. Trezeo provides financial stability for self-employed workers in the gig economy by turning unpredictable income into regular payments.,Dublin,"finance, app, payments",,2016,www.trezeo.com,IE,,,
Inflazome,https://www.eu-startups.com/directory/inflazome/,Ireland,"Inflazome is developing inhibitors of the inflammasome, a compelling biological target that regulates our innate immune response, now associated with a wide variety of diseases.
Inflammasomes generate signals that cause immune cells to fight infections. Usually this is beneficial, but unwanted inflammation can happen when immune cells become activated without control. We can precisely block inflammasome signals, eliminating a root cause of inflammation.",Dublin,"medtech, cell, biotech",,2016,http://inflazome.com,IE,,,
Webio,https://www.eu-startups.com/directory/webio/,Ireland,"Bringing Artificial Intelligence driven conversations to the enterprise. Our conversational interface uses AI to streamline inbound and outbound customer communications across new and existing channels. 

Introducing chatbots, machine learning and conversational commerce for the contact centre.
Follow us on @WebioHQ",Dublin,"AI, chatbot, machine learning",,2016,https://www.webio.com/,IE,,,
My Name is TED,https://www.eu-startups.com/directory/my-name-is-ted/,Ireland,"We design and manufacture luxury leather tech bags and accessories. We seamlessly incorporating GPS tracking and wireless or tethered battery packs for charging on the move whilst preserving the space, functionality and design of each of our products.",Mullingar,"luxury, bags, accessories, battery",,2016,https://www.mynameisted.ie,IE,,,
Deepfinity,https://www.eu-startups.com/directory/deepfinity/,Ireland,"Parcel management software for residential, student housing, co-working & more. Scan received packages and get e-signatures on pickup",London,"package, parcel, tracking",,2016,https://www.parceltracker.com/internal-parcel-tracking,IE,,,"Internal parcel tracking software for residential, student housing, co-working offices, universities and more. Quickly scan packages received at the reception/mailroom using a smartphone camera, automatically notify recipients and collect their e-signatures for proof-of-pickup. Works with all couriers and hand-written parcel labels."
NUACOM,https://www.eu-startups.com/directory/nuacom/,Ireland,"NUACOM is a cloud-based business phone system that caters to the varying needs and budgets of small, medium, and large enterprises. Affordable and robust, NUACOM gives your business that distinctive edge in terms of internal and external business communication. With a very rich communication platform, NUACOM will certainly be an essential cog in enhancing your sales and bettering your customer and support services.

This cloud-based business phone solution allows you to easily and efficiently connect all your internal departments as well as various business locations. The system comes with more than 50 telephony features such as voice mail, advanced reporting, SMS capabilities, SIM card hosting, free landline and international calls, call forwarfing, call conference, and more.",Maynooth,"cloud, phone, communication",,2016,nuacom.ie,IE,,,"NUACOM provides businesses of all types and sizes with a powerful and versatile cloud-based telephone system that does more than what traditional phone solutions can. For one, you enjoy a centralized phone platform that connects not only your internal departments, but your entire business network. Whether you have two other business locations or a hundred more, NUACOM brings all the functionalities and capabilities to keep your business telephone communications up and running reliably and smoothly.
More than just High-Definition Call Quality, NUACOMs business phone systems are loaded with advanced features that are not offered by convention business communicationss providers. It offers a voicemail service that you can access even when you are not at your office. Advanced reporting tools goves you all the details and valuable information on all your companys phone calls. From the softwares web interface, you can view all the data, allowing you to spot major issues such as bottlenecks and quickly address them long before they become a problem.
Contact management is a breeze with NUACOM, thanks to its centralized phone book feature. All your contacts are stored and managed in one place, which makes access easy and fast. Whenever you need to add new contacts or import them to a new location, or add specific notes for each contact, NUACOM makes every process seamless.
Customers who call for support dont like to wait on the line, even for a second. NUACOMs call queuing feature ensures that you customers will never hear a busy tone, even if there is no agent available at the moment or the line is busy."
CultureMee,https://www.eu-startups.com/directory/culturemee/,Ireland,CultureMee is the first app in the world to help prevent culture shock for people who travel.,Limerick,"travel, cultures, app",,2016,www.CultureMee.com,IE,,,"How many cultures have you met in the last month? It is more than you think.
Whether you travel or not, understanding other cultures has never been more important.
CultureMee is a platform which allows you to explore the beauty of other cultures and at the same time helps prevent you putting your foot in it when you're travelling abroad.
We launched on iOS/Android in 2017 and have covered 70 countries worldwide including every country in Europe.
CultureMee was founded by Dee and John Lee, both from Ireland and who have a deep passion for travel, adventure and meeting other cultures."
Cerebreon,https://www.eu-startups.com/directory/cerebreon/,Ireland,"Cerebreon is an ambitious team of innovators who provide deep learning technology platforms to the insolvency and debt industry, automatically processing and analysing insolvency documents to administer and predict the outcome of debt recovery and improve net margins for all stakeholders.",Dublin,"Data Analytics, Machine Learning, Deep Learning",,2016,www.cerebreon.com,IE,,,
Fleet App,https://www.eu-startups.com/directory/fleet-app/,Ireland,"Fleet's licensed application is a major step towards fundamental industry change - by repurposing idle vehicles on motor forecourts & adding new revenues to traditional sales.

Having begun as a peer-to-peer ""AirBnb for cars"" platform, Fleet identified this hugely promising pivot to create industry-disrupting software for motor dealers. Fleet's apps allow dealers to offer short-term (daily) car hire and long-term (monthly) car subscriptions - without the headache of taking on massive insurance premiums or making seismic changes to their existing business model.",Rathnew,"Airbnb for cars, Mobility, Car Rental, Subscription",,2016,www.jointhefleet.com,IE,,,
Lightly Technologies,https://www.eu-startups.com/directory/lightly-technologies/,Ireland,"Hikari by Lightly Technologies is an ultra-thin lighting technology platform with the performance, manufacturing and commercial advantages of LED. Inspired by advanced smartphone display engineering, Hikari delivers a native surface of light with high uniformity, high performance and high CRI. A versatile platform for decorative and architectural lighting designs that outperforms existing ultra-thin lighting technology across every metric. Also compatible with interior and exterior automotive lighting applications.",Dublin,"LED, Lighting Technology, Interior Design",,2016,www.lightly.tech,IE,,,
Hexafly,https://www.eu-startups.com/directory/hexafly/,Ireland,"Revolutionising food for plants and livestock, Hexafly is one of the latest agtech statups harvesting insects. Based in Meath, Ireland, this agritech company is farming insects to feed fish, fertilise plants, and enhance medicines and food with its proteins.",Meath,"Biotech, AgriTech, Insects, Farming, CleanTech",,2016,www.hexafly.com,IE,,,"Hexafly was established in 2016 by Alvan Hunt and John Lynam in response to the growing issue of global food shortages. The founders developed a method of sustainable insect farming that converts low value waste streams – namely, black soldier flies – into high-value feeds, fertilizers and bioplastics. Hexafly supplies these insect-derived products to a range of companies in the aqua and animal feed, medical, cosmetic, food and plant nutrition industries."
CroÃ­Valve,https://www.eu-startups.com/directory/croivalve/,Ireland,"CroíValve is a safe, effective, easy to use, percutaneous solution for treating all patients with severe Tricuspid Regurgitation",Dublin,"MedTech, Medical, Technology, device, Startup, Health, Medical Devices,",,2016,www.croivalve.com,IE,,,
TeachKloud,https://www.eu-startups.com/directory/teachkloud/,Ireland,"Teachkloud is Irelands leading cloudbased pre-school management system. Are you burnt out from doing huge workloads and a mountain of paperwork? We can help you with this by joining our company and go paperless. With teachkloud you can create beautiful Aistear learning journals, stories and observations using our systems. You can link your curriculum data with the touch of a button with Aistear learning journals. There is no training needed, it is very simple, easy to use and very efficient. If you want to help your children more and do less paperwork by using our management system, then book with us today, and let us take all your worries away.",Cork,"edTech, Education, Pre-school Management System, Cloud, TeachKloud, Cork",,2016,https://www.teachkloud.com,IE,,,
Popertee,https://www.eu-startups.com/directory/popertee/,Ireland,Popertee is an intelligent data-driven platform that allows brands to discover physical brick-and-mortar spaces for their experiential marketing campaigns and has the capability to measure the success and impact of these campaigns.,"Dublin, London","PropTech, Short-term Rentals, Marketing, Location Intelligence, Popertee, Dublin, London",,2016,https://popertee.ai,IE,,,
AID:Tech,https://www.eu-startups.com/directory/aidtech/,Ireland,"AID:Tech is an award-winning company that focuses on the delivery of digital entitlements, including welfare, aid, remittance and donations using Blockchain & Digital Identity.",Dublin,"Social Impact, Aid, Welfare, Donations, Blockchain, Digital Identity, AID:Tech, Dublin",No funding announced yet,2016,https://www.aid.technology,IE,,,"AID:Tech was the first company in the world to successfully deliver international aid to Syrian Refugees in Lebanon using Blockchain technology. Our products and services help client and partners address some of the world’s largest social issues as well as targets set by the UN’s Sustainable Development Goals - signed on by over 190 countries. Our solutions offer an unprecedented level of insight into performance, transparency and efficiency - generating rich datasets with which, governments, NGOs and charities can harness to improve how funds, products and assets are distributed and tracked.
AID:Tech CEO & Co-founder, Joseph Thompson, has been recognised as one of only ten global SDG Pioneers by the UN for his work in promoting Blockchain technology and its potential in global development."
Milis Bio,https://www.eu-startups.com/directory/milis-bio/,Ireland,"MilisBio is developing a sugar substitute from protein that satiates cravings without harming your health. The company is presently developing a proof of concept sweet protein, using technology which will in the future be adapted to different flavours. The ingredients designed by their technology are low calorie and naturally digested proteins, designed bespoke to the needs of each customer.",Cork,"Biopharma, Biotechnology, Health Care",Between €1-€100K,2016,https://www.milisbio.com/,IE,Closed,,
Mobility Mojo,https://www.eu-startups.com/directory/mobility-mojo/,Ireland,"Mobility Mojo is a self-audit toolkit for hotel accessibility, helping hotels evaluate, integrate and display their accessible features in a standardized way on their websites within a matter of hours. Providing accurate details about the hotel's level of accessibility helps guests make an informed decision before booking.",Dublin,"Hospitality, Tourism, Travel",No funding announced yet,2016,https://mobilitymojo.com/,IE,,,
MicroSynbiotiX,https://www.eu-startups.com/directory/microsynbiotix/,Ireland,"MicroSynbiotiX is a Biotechnology startup based in Cork, Ireland. The company's mission is to create a potentially revolutionary algal platform technology. With the advance in algal genomics and molecular biology, it is possible to engineer microalgae  to express inexpensive therapeutic proteins and vaccines of economic value. The company was founded in 2016.",Cork,"Aquaculture, Biotechnology, Farming, Therapeutics",Between €1 million-€ 2.5 million,2016,www.microsynbiotix.com,IE,,,
MEG Support Tools,https://www.eu-startups.com/directory/meg-support-tools/,Ireland,"MEG is based in Dublin, Ireland. It is an all-in-one platform to help you manage quality, patient safety, compliance and accreditation processes. It was founded in 2016.",Dublin,"Health Care, Medical, Online Platform",Between €500K-€ 1 million,2016,www.megsupporttools.com/,IE,,,
Medit,https://www.eu-startups.com/directory/medit/,Ireland,"Medit is an Irish startup that helps revolutionize the way medical professionals stay up-to-date in their field, in an era of information overload. It helps then discover the best medical content quickly. It is based in Dublin, Ireland, and was founded in Nov 10, 2016.",Dublin,"Medical Content, Information, Heathcare",Between €1-€100K,2016,www.medit.online,IE,,,
MARRAM Co,https://www.eu-startups.com/directory/marram-co/,Ireland,"MARRAM Co is an e-commerce company that creates luxury shaving tools and creams. The company seeks to change men’s attitudes towards shaving. Its beautifully designed shaving tools are a pleasure to look at, own and use.",Howth,"Beauty, E-Commerce, Retail",Between €500K-€ 1 million,2016,http://marramco.com/,IE,,,
NeuroConcise,https://www.eu-startups.com/directory/neuroconcise/,Ireland,NeuroCONCISE offers a wearable neurotechnology that includes hardware and software that non-invasively measures and translates brainwaves into control signals that allow people to communicate and interact with computers without moving.,Londonderry,"Hardware, Information Technology, Software",Between €100K-€500K,2016,https://www.neuroconcise.co.uk/,IE,,,
Coroflo,https://www.eu-startups.com/directory/coroflo/,Ireland,"Coroflo, a medtech firm based in Dublin, has developed the world’s first breastfeeding monitor. Currently, only established method of measuring breastfeed is pre- and post-feed weighing, which many say is inaccurate. The Coroflo device helps new mothers understand how much milk their babies are getting, with real time data tracked on their phone. Its patented sensor, Coro, is non-invasive, tiny and it doesn’t need wires nor chargers, as the unit is completely self-contained. Founded in 2016 by Dr. Helen Barry, who has 15 years clinical experience, and James Travers as CTO, alongside Rosanne Longmore as CEO, Coroflo has raised a total of €3.8 million in funding.",Dublin,"FemTech, MedTech, Maternity, Coroflo, Dublin",,2016,https://www.coroflo.com,IE,,,
Oathello,https://www.eu-startups.com/directory/oathello/,Ireland,"Oathello is a company that offers legal certification, notarization, and witnessing of documents online. Oathello accelerates processes with a range of products that add real value to the way paperwork and business are done.",Dublin,"B2B, B2C, FinTech, Information Technology, Legal",No funding announced yet,2016,https://www.oathello.com/,IE,,,
OmniSpirant,https://www.eu-startups.com/directory/omnispirant/,Ireland,OmniSpirant develops regenerative gene therapies with the potential to transform respiratory medicine.,Tipperary,"Biotechnology, Medical",Between €1-€100K,2016,https://www.omnispirant.com/,IE,,,
Optimise,https://www.eu-startups.com/directory/optimise/,Ireland,"Optimise provides a digital platform and mobile solution for the freight shipping industry, connecting shippers with a network of carriers, and unifying communications, providing end-to-end visibility and ensuring compliance.",Dublin,Logistics,No funding announced yet,2016,https://www.optimiseco.com/,IE,,,
KudosHealth,https://www.eu-startups.com/directory/kudoshealth/,Ireland,"KudosHealth is a health platform that engage employees in a healthy lifestyle. Support your Employees’ long-term to lead a healthy lifestyle by rewarding them for using existing consumer health apps & wearable devices.  It will improve productivity & absence rates, while creating a health conscious corporate culture.",Sligo,"Apps, Health Care, Wellness",No funding announced yet,2016,https://kudoshealth.com/,IE,,,
Kite Medical,https://www.eu-startups.com/directory/kite-medical/,Ireland,Kite medical has developed a novel device for detecting kidney reflux in children. Its mission is to be the method of choice for screening and monitoring kidney reflux by enhancing patient experience and clinical outcomes. The non-invasive diagnostic solution for kidney reflux removes the need for complicated procedures and a hospital visit. Kidney reflux is the most common urological disorder in children up to five years of age.,Galway,"Health Care, Medical, Medical Device",Between €1 million-€ 2.5 million,2016,http://kitemedical.ie/,IE,,,
Kianda,https://www.eu-startups.com/directory/kianda/,Ireland,"Kianda offers a digital, no-code business process automation platform empowering organisations to build forms and automate workflows easily. Through the platform, business users and knowledge workers take control and address core business process management needs themselves without writing a single line of code. Kianda lets you create end-to-end digital experiences inside your organisation faster by giving you the power to develop enterprise apps easily and quickly.",Dublin,"Information Technology, SaaS, Business Process Automation",No funding announced yet,2016,https://www.kianda.com/,IE,,,
Katch,https://www.eu-startups.com/directory/katch/,Ireland,"Katch is based in Wexford, Ireland. It is student fun app and provides students with the simplest ways of fun daily. It combines a student social network with cool local deals/offers, events, competitions and other cool things every day. The startup was founded on Jan 7, 2016.",Wexford,"Fun, Social Networking, Socialize, Technology",Between €1-€100K,2016,www.ikatch.com,IE,,,
JSX Exchange,https://www.eu-startups.com/directory/jsx-exchange/,Ireland,"JSX Exchange is a platform for Cloud Computing Futures Exchange. It allows you to Buy, sell, and speculate cloud servers. The company is based in Dublin, Ireland.",Dublin,"Information Technology, Cloud Servers, Cloud Computing, Technology",No funding announced yet,2016,jsx.exchange/,IE,,,
Jinga.Life,https://www.eu-startups.com/directory/jinga-life/,Ireland,"Jinga is based in Dublin Ireland. The company offers a digital, personalized, family health platform, that changes the way we care for other people by making use of simple technology to help them care for themselves and their loved ones by placing them at the center of their own Circle of Care. The company was founded in 2016.",Dublin,"Healthcare, Health Apps, Technology",No funding announced yet,2016,www.jinga.life/,IE,,,
Ostoform,https://www.eu-startups.com/directory/ostoform/,Ireland,"Ostoform is a spin-out medical device company from the University of Limerick, Ireland with a range of patented technologies, and the potential to scale, becoming a global leader in the area of ostomy skin health.
Ostoform was born out of a need to improve skin health and quality of life for people who have an ostomy. We have set ourselves the challenge of solving problems experienced by those who must regularly cope with damaged peristomal skin.",Dublin,"Sore skin, skin health, ostom, peristomal",Between €1 million-€ 2.5 million,2016,https://ostoform.com/,IE,,,
Deepverge,https://www.eu-startups.com/directory/deepverge/,Ireland,"Deepverge (formerly Integumen)  is a vertically integrated business, collaborating their Labskin technology platform with partners in artificial intelligence, clinical research, medical device and life science. Labskin allows skin-care, health-care, pharmaceutical manufacturers and cosmetic companies to test their products on human-like skin in a real-world environment with full access to multiple state-of-the-art partner technologies.",Dublin,"Artificial intelligence, clinical research, medical device, life science",No funding announced yet,2016,http://www.integumenplc.com/,IE,,,
Payzaar,https://www.eu-startups.com/directory/payzaar/,Ireland,"Payzaar is the first open marketplace for global payroll that allows multinational companies to connect and integrate their existing local payroll operations in a seamless, non-disruptive way without changing local solutions. Any local vendor can become part of the Payzaar marketplace, offer their services to the marketplace’s customers and contribute to the value of the global Payzaar community.",Carlow,"marketplace, global payroll, payrolls",No funding announced yet,2016,https://payzaar.com/,IE,,,
Payslip,https://www.eu-startups.com/directory/payslip/,Ireland,"Automation & Integration Technology
Delivering standardized Global Payroll
for multinational employers
Global Payroll Technology Partner
We help multinationals standardize their global payroll process, centrally manage their payroll with visibility & control, and scale into new countries easily by:

Automating payroll processes
Standardizing payroll data
Consolidating payroll reporting
Integrating with ICPs/Aggregators/HCMs & ERPs
All delivered on a single platform",Mayo,"payroll technology, payroll process, payroll reporting",Between €2.5 million-5 million,2016,https://payslip.com/,IE,,,
Immedis,https://www.eu-startups.com/directory/immedis/,Ireland,"Immedis offers a fully SaaS platform, supported with AI and RPA. Focused on continuous innovation in line with the needs of global business, the platform supports the complete end-to-end payroll cycle and provides advanced reporting and real-time data analytics. Immedis was founded in 2016 and has offices in Dublin, Kilkenny, New Jersey, Sydney, and Varna.",Dublin,"Financial Services, Human Resources, Information Technology, Outsourcing",Above €25 million,2016,https://immedis.com/,IE,,,
