name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country,longBusinessDescription
Zeuz,https://www.eu-startups.com/directory/zeuz/,Germany,"zeuz is a hybrid cloud tool with the goal to combine efficiency and scaling when it comes to multiplayer game hosting. It was founded 2017 by GPORTAL  the global leading game server provider. When we realized that game studios need a tool to manage the scaling of their multiplayer, with in cost-efficient environment and a individual service, to concentrate on making great multiplayer games.",Munich,"Cloud, Tool, Games",,2017,https://zeuz.io/,,,DE,
HolodeckVR,https://www.eu-startups.com/directory/holodeckvr/,Germany,"HolodeckVR is a pioneer in the field of virtual reality developing technologies and products for various business verticals. HolodeckVR is using a tracking technology, which enables the user to experience a fully immersive virtual world. Not only is it possible to walk freely within the virtual world but also to interact with it in a fun, exciting and mind-blowing way. HolodeckVR reveals the possibility to present the users a completely unique form of entertainment. 100 persons can interact in areas as large as 40,000m2. HolodeckVR is teaming up with best-in-class partners for bringing its tech to market.",Munich,"vr, technology, virtual",,2017,https://holodeckvr.co/,,,DE,
Heycar,https://www.eu-startups.com/directory/heycar/,Germany,"heycar wants to change the way customers find and buy their next car. We are a fast-growing start-up in the center of Berlin that strives to break up the used-car market. We do this by explicitly focusing on vehicle, dealer and service quality. We are heavily user-centric and invest in applying cutting-edge technologies to become a leader in our space. We have established an independent, agile and deeply entrepreneurial culture whilst being backed by major automotive players. Our team of highly motivated digital experts is embracing the opportunity of challenging our markets status quo.",Berlin,"Digital, Cars, Quality",,2017,https://hey.car/,,,DE,
Mika,https://www.eu-startups.com/directory/mika/,Germany,"We are a team of healthcare and digitization enthusiasts on a mission to improve the health and well-being of cancer patients. As cancer survivors or family and friends of cancer patients, we are highly committed to this purpose.

The Fosanis Companion is an app providing support for cancer patients when facing the greatest challenge of their life. It is clinically proven, user-centric and patient empowering.",Berlin,"Health, Cancer, Patients, Tech",,2017,https://www.mitmika.de/,,,DE,
Wandelbots,https://www.eu-startups.com/directory/wandelbots/,Germany,"Wandelbots is a German startup that enables non-programmers to teach industrial robots faster and cheaper using smart clothing. Based on sensors attached to clothes, the Wandelbots software back end tracks human motion to live-control industrial robots. Operators can teach automation tasks by demonstration. The software back end builds a machine learning model based on several demonstrations and generates automation workflows. They can be refined and optimized with the software tool.",Dresden,"Smart, Automation, Machine Learning",,2017,http://www.wandelbots.com/,,,DE,
Meerflasche,https://www.eu-startups.com/directory/meerflasche-english-moya/,Germany,"An innovative (2in1: cup and bottle, pending patent), sustainable, multifunctional and well-designed drinking bottle. Target group: Visitors of Events, Festivals, daily (office) use. B2B including ads on the bottle.
It is part of the solution to avoid single-use plastics and will support projects to clean the ocean.
Business model: Outsourcing and information on the website and social media how to change consumer behaviour (by drinking water).",Berlin,"bottle, sustainable, multifunction",,2017,https://www.meerflasche.de,,,DE,
WALKOLUTION,https://www.eu-startups.com/directory/walkolution/,Germany,"Sit less. Walk more! We build the worlds first walking office treadmill for the standing desk. Walk on clouds, right at your desk. No noise, no motor, no distraction. 

We revolutionize office work for healthy people and companies. German engineering meets Scandinavian design.  www.walkolution.com",Munich,"Office, Treadmill, Standing desk",,2017,https://walkolution.com/,,,DE,
FRIDAY,https://www.eu-startups.com/directory/friday/,Germany,"The digital car insurance FRIDAY was launched in 2017 in Berlin by an experienced team led by Dr. Christoph Samwer and with the support of the Swiss Bâloise Group.

FRIDAY is geared to the customers'? desire for informality, simplicity and joy of life. In just nine months, FRIDAY has insured over 15,000 cars in Germany. Every second customer has signed up via smartphone or tablet.",Berlin,"Car, Insurance, Digital",,2017,https://www.friday.de/,,,DE,
HQS Quantum Simulations,https://www.eu-startups.com/directory/hqs-quantum-simulations/,Germany,Quantum computing for quantum chemistry.,Karlsruhe,"Quantum, Computing, Chemistry",,2017,https://quantumsimulations.de/,,,DE,
LoanLink,https://www.eu-startups.com/directory/loanlink-gmbh/,Germany,"LoanLink is the Germanys independent mortgage broker dedicated to making mortgage experience efficient, transparent and hassle-free for international homebuyers.","Berlin, Germany","Mortgage, Proptech, Homebuyers",,2017,https://www.loanlink.de/,,,DE,"Buying a new home and applying for a mortgage can be a complicated and even confusing process. Especially for non-German speakers who lack access to information on the mortgage market they need to make more informed and cost-effective decisions.
We started LoanLink because we believe that finding your dream home should be exciting, not stressful! So much of the fun part of starting a new home slips away because you end up worrying about not finding the best mortgage. LoanLink transforms and simplifies the traditional process and helps our clients save time and money."
StudySmarter,https://www.eu-startups.com/directory/studysmarter/,Germany,"StudySmarter is an intelligent learning platform, that automatically turns text into interactive learning courses and supports learner individually. We currently offer StudySmarter predominantly to university students (>30.000 users) with a success guarantee for exams in our premium version and to first corporate clients for employee training. Our platform is completely content-agnostic and relies on Natural Language Processing algorithms to become the platform for lifelong learning.",Munich,"NLP, Learning, Platform, Education",,2017,https://www.StudySmarter.de,,,DE,
LAMA,https://www.eu-startups.com/directory/lama/,Germany,"LAMA helps businesses produce personalized video interviews in minutes, for a fraction of the cost of a professional video team. Users can conduct an interview directly through our app and seamlessly integrate the video on their websites, blogs etc.
We also have our own magazine, where we help entrepreneurs promote themselves and learn from each other!: https://lama-app.com/interviews",Berlin,"Video, Interview, Integrate",,2017,https://www.lama-app.com,,,DE,
Smilemeup,https://www.eu-startups.com/directory/smilemeup/,Germany,We deliver affordable teeth straightening clear aligners through professionals to the masses. We use an almost full 3d tech integrated concept assisted with AI to make 3D animated treatment plans and conduct treatments through teledentistry.,Düsseldorf,"AI, 3D, Dentist",,2017,https://www.smilemeup.com,,,DE,
Crashtest Security,https://www.eu-startups.com/directory/crashtest-security/,Germany,"Our SaaS tool automates security testing for web applications and APIs, supporting agile development teams to create continuously security software. Vulnerabilities are detected at the earliest possible time during the development phase, helping companies to achieve higher transparency of the current security state of the digital assets and complying to reforms such as GDPR. Being fully automated and integrated, our customers can test their software daily for a fixed monthly SaaS-fee, pricing is based on the number of targets to be scanned and requested SLA.",Munich,"SaaS, API, Web Applications",,2017,https://www.crashtest-security.com,,,DE,
everlean,https://www.eu-startups.com/directory/everlean/,Germany,"SaaS tool to enable all employees to submit suggestions for process improvements. We are gathering relevant pain points and best practices from different industries that can be used e.g. for predictive maintenance.
everlean is a digital solution to support lean management activities. Employees can use apps to pass proposals and ideas on to managers and see the implementation status of their proposals on a digital CIP board (continuous improvement process). Administrative processes are greatly simplified and companies benefit from the creative potential of their employees.",Berlin,"SaaS, tool, process",,2017,https://www.everlean.de,,,DE,
Plan A,https://www.eu-startups.com/directory/plan-a/,Germany,"Plan A is the first data-driven crowdfunding platform in the fight against climate change. We use data to predict where and how climate change will hit the hardest and based on the insights, channel capital from individuals and businesses to environmental organisations and innovators who address these issues in the affected locations.",Berlin,"Data, Crowdfunding, Climate",,2017,https://www.plana.earth,,,DE,
Stark Mobility,https://www.eu-startups.com/directory/stark-mobility/,Germany,"Imagine Car2Go + Bird + Airbnb getting together and having a baby. That's what we are building at Stark.
 
Distributed ownership for shared electric vehicles (scooters & cars) that are ""purchased"" by hosts, yet fully serviced and operated by us. This model is very sustainable as it removes the quickly depreciating hardware/vehicle asset from our books and thus allows for rapid expansion without the continuous need for additional funding.
 
It has the potential to disrupt the current concept of individual vehicle ownership. At the same time, it solves the ""charging"" problem current EV's are facing in urban environments as the end-user does not have to worry about it.",Berlin,"Electric, ownership, urban",,2017,https://starkmobility.com,,,DE,
GHOST â feel it.,https://www.eu-startups.com/directory/ghost-feel-it/,Germany,"GHOST  feel it. is a Berlin-based startup that aims to enable companies and individual product developers, to integrate a new channel of machine-human interaction into their products. By broadening the human perception and defeating sensory overload in a digitalised world., they get a chance to set themselves apart from their competitors. This technology can be used to make amputees feel their prosthesis, create new senses or enhance learning processes.",Berlin,"Sensor, Prothesis, Learning",,2017,https://www.ghost-feel.it,,,DE,
Raccoon.Recovery,https://www.eu-startups.com/directory/raccoon-recovery/,Germany,"Raccoon.Recovery is a physical rehabilitation tool to treat patients after accidents and neurological diseases:
with Machine learning for creating mistake-proof treatment courses 
with gaming for motivation and increasing the number of repetitive movements.
Now we develop the tool for hand rehabilitation that will be scaled to a full-body solution.
Raccoon.Recovery helps to treat more patients at one time and increase the revenue for rehab centres by 40%.
 Rehab centres prescribe our device and application to the patient as a part of their rehab course. We receive a subscription fee from the centres per patient.",Berlin,"Rehabilitation, Neurological, Machine Learning",,2017,https://rehab.raccoon.world,,,DE,
VISN,https://www.eu-startups.com/directory/visn/,Germany,"We offer fully automatic, and highly-accurate statistics on space-utilisation in office-buildings. By applying computer-vision algorithms to cutting-edge thermal imaging sensors, we are able to count the number of people in a room in real-time and determine their location all while the end-user remains completely anonymous. Over time, we can apply machine-learning algorithms on the extremely large data sets of quantity and location of people, generated in this way. We can then give automatic recommendations to building operators to save rental costs, optimize space layout for employee well-being and connect building-automation tools to automatically reduce utility costs and environmental impact of their buildings. We take a one-time installation fee and a subscription fee for ongoing supply of the data.",Munich,"Data, Algorithms, Machine Learning",,2017,https://www.visn.io,,,DE,
AllBlock,https://www.eu-startups.com/directory/allblock/,Germany,"AllBlock is a Distributed systems startup that makes Peer-to-Peer network-based software that supports automated document and data interchange for analytics and automation.
Our long-term project is to begin development of the components necessary to make seamlessly distributed computation a reality, merging cloud with edge and rendering local devices mere gateways to a unified global network of data storage and processing.",Leipzig,"P2P, Network, Data",,2017,https://allblock.org,,,DE,
Codepan,https://www.eu-startups.com/directory/codepan/,Germany,"We are an Enterprise Software Company. Our solution Streem.ai automatically analyses large volumes of data to detect anomalies in real-time. As IoT and Industry 4.0 results in exponential growth of generated data, Streem.ai is the ideal personal AI assistant for engineers or domain experts which aids in root cause analysis and in deriving business insights. With Streem.ai, up to 85%, less time will be spent on data analysis. Its unsupervised machine learning enables identification of new anomalies without the need for annotated data of what anomalies look like thus avoiding the occurrence of unidentified failures or error oversights. Our proprietary benchmarking algorithm gives us leverage over our competitors.",Berlin,"IoT, AI, Data Analysis",,2017,https://www.codepan.com,,,DE,
Letos,https://www.eu-startups.com/directory/letos/,Germany,"Letos is a startup working in the field of affective computing, with applications to predicting human behaviour within heterogeneous environments (e.g. home, office, car). Through the usage of an innovative biosensor solution, coupled together with state-of-the-art Machine Learning techniques, Letos allows for capturing of true spontaneous emotional reactions. This unique solution will support companies to discern user satisfaction, alertness and well-being (along with client-specific requests) while keeping total user anonymity.",Potsdam,"Affective Computing, Prediction, Biosensor",,2017,https://letos.me,,,DE,
Fakturia,https://www.eu-startups.com/directory/fakturia-subscription-management/,Germany,"As a subscription management system, Fakturia enables easy and fully automated billing of subscription commerce business models.","Sauerlach, Munich","subscription, management, bills",,2017,https://www.fakturia.de/,,,DE,"The system keeps track of recurring services and usage-based charges, and knows exactly when and what service needs to be charged. Fakturia will automatically send due invoices on their due date.
The integrated Whitelabel Customer Center gives your customers access to all contract and billing information. Business transactions such as address data changes or contract terminations can be processed digitized.
Due to the open REST interface, Fakturia offers a practical API for integration into the existing process landscape.
Fakturia was developed by the Luminea IT Services GmbH from Sauerlach near Munich, which has existed since 2007. The software was funded entirely from own funds and implemented using modern and robust Java EE technology."
STROMDAO,https://www.eu-startups.com/directory/stromdao-gmbh/,Germany,We aim to empower individuals to create value by consuming green energy.,Mauer,"green energy, cleantech, greentech, energy",,2017,https://stromdao.de/,,,DE,
HypnoBox,https://www.eu-startups.com/directory/hypnobox/,Germany,"HypnoBox is the worlds most comprehensive self-hypnosis app in German, and since recently, also in English. It includes more than 500 suggestions about all sorts of topics such as confidence, weight-loss, success, anxiety, enthusiasm for life, health, etc.",Berlin,"hypnose, German, self-hypnosis",,2017,https://www.hypnobox.com/,,,DE,
NaturhÃ¤uschen.de,https://www.eu-startups.com/directory/naturhauschen-de/,Germany,"Imagine waking up in your cottage and opening the window. Exposing yourself to the sound of singing birds. Waking up with a cup of coffee on the terrace, with a beautiful view of the sunrise. After breakfast, you get ready for a day out. The immediate surroundings of your nature house are perfectly suited for a good break. A walk through the forest, picnic by the lake or maybe a relaxing day staying around the house. The kids have all the room to play after all.

After a day outdoors, you can enjoy your evening with a hot meal and already run through tomorrow with a glass of wine or sparkling soda. Suddenly a deer appears, taking a peek before calmly walking on.

Does this sound like music to your ears? Then come and stay in a nature house! In a nature house, you can experience the beautiful surroundings and find more than just a holiday home. Away from the masses, not on a packed holiday park. You are the one that determines the direction of your holiday.",Breda,"nature, outdoors, holiday",,2017,https://www.naturhaeuschen.de,,,DE,
Vizua,https://www.eu-startups.com/directory/vizua-platform-for-3d-designers-agencies/,Germany,"Vizua® is an international portal for 3d artists and 3d agencies. Our network of 3d experts creates high-end 3d renderings in the areas of architecture, products, technology, retail automotive.",Hattingen,"3D, network, technology, render",,2017,https://vizua.co,,,DE,"The 3d experts of our network are according to our criteria (experience, qualitative portfolio) hand-picked.
The platform Vizua® works like this:
DirectRequest
The client can choose a 3d specialist from our platform regarding his criteria. We will send an inquiry to the designer. If the client agrees to the budget, we will realize the project. A project manager of Vizua® consults the client an is always available for questions.
OpenRequest
Regarding budget and specifications, we search for 3d experts in our designer database. We suggest the 3 best designers, the client will choose his favorite designer. A project manager of Vizua® realizes the project together with the client and the designer."
AAZZUR,https://www.eu-startups.com/directory/aazzur-limited/,Germany,"AAZZUR is building a banking hub that lets you stay in control of your finances, wherever you are in the world. You can integrate all your accounts in one place and customise your service with AAZZUR Experiences, creating a personalised banking service on your smartphone. We are also teaming up with fintechs to build a banking ecosystem, where access to customer accounts and toolboxes will be available through an open API.",Berlin,"fintech, banking, finance",,2017,http://aazzur.com/,,,DE,"AAZZUR is an innovative platform that connects users to a whole ecosystem of fintech products and banking services, so they can save, invest and take complete control of their finances. All through one ecosystem and one dashboard.
For users, AAZZUR simplifies banking. No more scattered banking apps with numerous login details. No more complex multi-currency conversions and cards. Money transfers, saving and investing is all done through one app and one interface.
For fintechs, AAZZUR is an extra acquisition channel tapping into a growing market of active users. Its also a great opportunity to integrate with other connected banks. The platform speeds up time to market and helps test products with real users for improved data analysis, iterations and conversions.
For banks: AAZZUR delivers third party fintech services as white label products. It only takes one AAZZUR integration, which reduces compliance complexity and time to market."
deskpad.de,https://www.eu-startups.com/directory/deskpad-de/,Germany,"deskpad.de is the first supplier of customized desk mats with own size and design.
With the help of the Online Editor, visitors of deskpad.de can design their own desk pad. So the visitor can choose a measure and design his desk pad with a photo or Vector graphic. In addition, the desk pad can be personalized with a text.",Mönchengladbach,"desk mat, text, design",,2017,https://www.deskpad.de,,,DE,
M-TRIBES,https://www.eu-startups.com/directory/m-tribes/,Germany,M-TRIBES is a Venture Builder with a focus on transportation that helps grow sustainable companies and develops the SaaS platform M-TOOLS.,Hamburg,"ventures, concepts, transportation",,2017,https://www.m-tribes.com/,,,DE,"M-TRIBES helps corporates like BMW and Bosch to turn brilliant ideas into market-proven concepts and grow sustainable companies in the area of transportation. We are experienced startup entrepreneurs, tech-enthusiasts and creative makers. We like to move fast and build things.
TECHNOLOGY
Discover the M-TOOLS SaaS platform. With a growing range of services and technologies encompassing frontend, backend and beyond, M-TOOLS is the best way to kickstart your transportation venture.
TALENT
Do you want to maximize the impact of your time and work on something meaningful? Join M-TRIBES!
CORPORATES
Work with us to combine the speed of a startup with the professionalism of an agency.
INVESTORS
Invest into our portfolio companies and participate in ventures with an extremely high upside potential."
STARTUP EVENTS XYZ,https://www.eu-startups.com/directory/startup-events-xyz/,Germany,"We inform Founders, Investors and Corporates about upcoming Startup Events",Germany,"Events, Startups, Information",,2017,www.startupevents.xyz,,,DE,
VisionHealth,https://www.eu-startups.com/directory/visionhealth-gmbh/,Germany,"We develop an App, which not only manages adherence to therapy of respiratory patients, but also gives feedback on their inhaler handling. 
Thus, we develop an inexpensive tool, to stabilize Asthma and COPD patients, reduce hospital visits and lower the therapy costs for this chronic disease.",Munich,"Therapy, Respiratory, Inhale",,2017,www.healthcare.vision,,,DE,"Empower all patients with respiratory diseases to fully benefit from their inhaled medication. Develop and commercialize the first truly augmented inhalation training tool which allows:
1. Patients to learn efficiently inhaling their drugs, for them to lead more symptom-free lives,
2. Physicians to efficiently train patients and avoid lengthy or unnecessary appointments,
3. Healthcare insurers to reduce high treatment cost resulting from wrong inhaler use
4. Pharmaceutical companies to
-gain insights in the benefits of their products to justify cost,
-gain insights due to big data,
-gain patients/physicians loyalty to product"
TechVantage,https://www.eu-startups.com/directory/techvantage/,Germany,"TechVantage is a leading Startup focussed on Analytics, Machine Learning (ML) and Artificial Intelligence. Provide Big Data solutions for enterprises related to Retail, Media, Insurance, Banking or Telecom industry. Transform your business with Analytics, Machine Learning and Artificial Intelligence.",Obermeitingen,"analytics, AI, machine learning",,2017,https://www.techvantage.de/,,,DE,TechVantage Analytics headquartered in India has its operations in USA and Germany.
Idea Invest,https://www.eu-startups.com/directory/idea-invest-gmbh-stority/,Germany,"STORITY, the logistics service, satisfies cities' demanding inhabitants with more space through on-demand-storage with an app-controlled high-quality delivery and therefor provides the required logistics software & platform solutions.",Hamburg,"logistics, storage, digital",,2017,https://stority.de,,,DE,"The increasing urbanization, decreasing square meters and irregularly needed items lead to lack of space. Stority addresses the need and stores temporarily unneeded items.
Customers can order the self-developed box in various sizes via the Sority app. Stority deliveres them to the customer, so that he can fill them with items. Stority then picks up, stores and returns them. The entire process happens app-controlled.
Stority guarantees the customer flexible storage with a combination of convenient pick-up and delivery service."
Crowdpouch,https://www.eu-startups.com/directory/crowdpouch/,Germany,"Crowdpouch is Germanys first global crowdfunding platform and is now launched. We bring dreams to life on our platform. Crowdpouch is also the only curated crowdfunding platform in the world. Artists, technology innovators, Go getters and many more use our platform to bring their dreams to reality. We are currently based in Schwaebisch Hall, Germany. We aim to be the comprehensive global crowdfunding ecosystem",Schwaebisch Hall,"Crowdfunding, Global, Platform",,2017,https://crowdpouch.com/,,,DE,
PONF,https://www.eu-startups.com/directory/ponf-gmbh/,Germany,"PONF are creating an innovative modular camera system that brings in one single, easy, straightforward workflow photography and IoT.
The camera, based on interchangeable backs, is fully programmable and can host modules for robotics, droning, mechatronics. additional sensors.
The modules are based on self learning AI and can me deployed in image processing / recognition, surveillance, deep learning, emergency / security services, health, agriculture, industrial environments.",Nürnberg,"camera, AI, image processing, recognition, deep learning",,2017,www.ponfcamera.com,,,DE,
TablePlus,https://www.eu-startups.com/directory/tableplus/,Germany,"TablePlus | Modern, Native Tool for Database Management",Berlin,"Tool, Data, Digital",,2017,https://tableplus.io,,,DE,"A native tool with elegant UI that allows you to simultaneously manage multiple DB such as MySQL, Postgres, SQL Server, SQLite, Microsoft SQL Server and more."
ExpertLead,https://www.eu-startups.com/directory/expertlead/,Germany,"ExpertLead is a B2B matching platform for top tech freelancers: software developers, blockchain experts, data scientists, and designers. We identify the top 5% by using a thorough screening process - incl. coding tests, live coding -, and support our customers on complex, digital implementation projects.",Berlin,"B2B, Match, Freelancers",,2017,www.expertlead.com,,,DE,
ObjectBox,https://www.eu-startups.com/directory/objectbox/,Germany,"ObjectBox (Techstars 17) is a company that helps app / IoT developers develop faster apps faster by ensuring data is where it is needed when it is needed. At the core of this solution lies our mobile database, which is 10x faster than the industry leader SQLite and which only takes 1/10th of the code (LOC) to implement.","Munich, Germany","database, developers, app, IoT",,2017,https://objectbox.io,,,DE,"ObjectBox is an on-device, NoSQL database for mobile and IoT devices. Our database and synchronization solution help app / IoT developers develop faster apps faster by ensuring data is where it is needed when it is needed. At the core of this solution lies our mobile database, which is 10x faster than the industry leader SQLite and which only takes 1/10th of the code (LOC) to implement. With data volumes growing rapidly, there is a need for fast and efficient connectivity solutions on mobile apps and IoT devices, especially in data heavy spaces like Artificial Intelligence, Games, Smart Devices and Virtual/Augmented Reality. We create cost-effective IoT and mobile apps solutions that provide a super smooth user experience and feel like always-on, even when there is no internet connection."
BERSÂ®,https://www.eu-startups.com/directory/bers/,Germany,BERS® is a SAAS which empowers you to easily transform your contents into stunning digital experiences without any coding.,"Frankfurt, Germany","SaaS, website, app, digital",,2017,www.be.rs,,,DE,"BERS® is not your regular website or app builder  Using our digital creation platform BERS® EDIT, you and your team can easily transform your contents into advanced rich digital experiences. Preview your progress right in your browser without any additional plugins and without any coding.
The big strength of BERS® lies in the versatility of publishing options and the powerful enterprise deployment solutions. Whether you are creating content for a broad audience or deploying sensitive internal communications, we offer all the tools right out of the box.
Any content created with BERS® can be exported as a standalone HTML page. The same content can also be exported as a native page for your own branded iOS App. No web wrapper, no compiling.
We also offer the option to deploy your own branded BERS® corporate bookstand which can be accessed by your audience via a web portal or using your own branded iPhone and iPad app. Additionally the iOS app allows your users to download and read content offline.
BERS® EDIT IN A NUTSHELL
- Easily create rich digital experiences right in your browser
- No additional plugins or coding required
- Use a variety of existing widgets and functionalities to display and enrich your content
- Live preview your progress in all possible ratios and screen sizes
- All combined in an intuitive and visually driven interface
THE BIGGEST STRENGTHS OF BERS®
- Versatility of publishing options
- Powerful enterprise functionalities: BERS® corporate bookstand solution with audience-, packages-management, content segmentation and seamless single sign-on integration via SAML.
WHAT YOU CAN USE BERS® FOR
- Digital Magazines, Brochures, Lookbooks
- Digital Guidelines, Handbooks and Manuals
- Employee communication
- Trainings and E-learnings
- Quick standalone Microsites, Onepages and much more
Want to take your content to the next level?"
Tutorland,https://www.eu-startups.com/directory/tutorland-ug/,Germany,"Tutorland is the School of the Future. It is a modern e-learning platform connecting lecturers and learners, which through unique innovative technology makes education available for anyone-anywhere-anytime!
Tutorland consists of three main modules:
1. Virtual Classroom - enabling online interactive training with a tutor (private and group lessons)
2. content module - enabling online education based on video courses and materials 
3. simple learning management system - for schedules, messaging and exams",Hof,"e-learning, platform, education, tutoring,",,2017,https://tutorland.de/,,,DE,
Talenter.io,https://www.eu-startups.com/directory/talenter-io/,Germany,"Our future is going to be quite different from our present.
Artificial intelligence and autonomous robots will do most of our tasks automatically.
Goods will be as favorable as never before. Abundance is normal for some people. Others, however, find no tasks, no opportunities to create prosperity through employment.
The gap between the rich and the poor blows the societies around the world.

Tomorrows working world is a world where we do something because we want to do it.
And yet it will also remain the world in which we look for recognition and earn income to fulfill our desires.
Self-realisation becomes more easily possible, but making a living remains important.
Talenter.io is the platform for this.

Much faster than everyone thinks, the artificial intelligence will do all the jobs. We really mean ALL(!) jobs.
Doctor, truck drivers, pilots, managers, Tax Consultants, Lawyers, Authorities-employees, Officials and even CEOs.
AI is always more efficient, faster and always makes the right decisions.

The AI replaces us in just a few years,takes away what constitutes ""humanity"": To be used.
This creates a unique need and a gigantic business.
This profound social change has been our concern for a long time. Our solution: Talenter.io",Stuttgart,"AI, automation robots",,2017,https://www.talenter.io,,,DE,"Talenter.io offers for the first time an solution that enables people to provide human services beyond the usual professional standards. Talenter.io is to offer the world a completely new and urgently needed labor market. A billion-dollar market!
Today, if only every unemployed person in the world offers an hour of talent for one dollar, the added value of 1.2 trillion dollars/year is generated. An added value that is currently withheld from all these people! That is the state of play today. Over the next five to fifteen years, up to 40% of today's jobs will fall victim to automation and artificial intelligence. Soon the Talenter market will not be a billion-dollar market, a one hundred billion-dollar market.
Population density is key for Talenters success:
The world did Talenter the favour to concentrate people in spots. More than 54% of worlds population lives in urban areas.
Talenter will focus on metropoles the first years. To this end, we have developed a sophisticated hub marketing strategy.
A small booking fee of 5% guaranteed steady income.
Talenter will gain steady income independend of momentarely TLT courses because a service is probably offered on Talenter.io in a TLT equivalent of 5 Dollar in average.
Our business plan is to grow successively. As described above, we will use the developed hub marketing strategy to develop one metropolis after another and build up local employees there as well. If we are successful, expansion will continue. We are therefore extremely cautious with liquid funds and will definitely lead talenter.io to great success. If in doubt, it only takes longer, but it will happen.
Internationalization:
A sophisticated plan has already been developed as to which metropolises we will tackle one after the other.
Competition:
Shared Economy Market is ripe for Blockchain Approach
Etsy, Fiverr, TaskRabbit, Uber are like Talenter in gig economy. And also when they arent direct competitors they are good indicators for Talenters market.
Etsy, fiverr and TaskRabbit are making approximately a 312 million Dollar turn-over.
The already existing gig market represents a great opportunity for a blockchain solution. Even more if one think about the near future.
Blockchain technology is going to make purchase processes manyfold easier. And so far convenience was always a strong argument for users.
Team experience:
Here some more informations to the Founder-Team, who have been working together for 15 years and have been working exclusively and intensively at Talenter.io for 1 year.
Roland Schwarz
has studied at the Academy of Arts in Berlin and finished as the best of the year, awarded with a magnific price.
He has built up Jung von Matt in Berlin and was many years their successful managing director.
He is responsible for the marketing of numerous international bestseller.
Roland has also established business in China. For a long time he act as Blockchain an Cryptocurrency Evangelist.
At Talenter he use his whole experience for whose great fame
https://www.linkedin.com/in/roland-a-schwarz
Alexander Hotz
has the master in business management. He had worked successfully for a long time at an international bank
and is a veteran of the web startup industry. As a pioneer he developed 1994 (as a reminder: Google was founded 1997)
the first international communities used by millions of users. Large international companies appreciate his expertise.
He has recognized very early the potential for blockchain and cryptocurrency applications.
His internet experience together with the famous expertise of Roland will make Talenter.io marvellous.
https://www.linkedin.com/in/alexander-hotz/
And now?
The only thing we need to scale the business is a lead investor. We have already found co-investors. With a lead investor we could give the starting signal for the rollout. Please support us. Please contact us. Every help helps."
Ãevirimvar,https://www.eu-startups.com/directory/cevirimvar/,Germany,"Çevirimvar is one of the leading online translation agencies, providing translation and interpretation services in Turkey. Moreover, Çevirimvar is the first, and the only, ISO certified online translation company in Turkey. Our qualified translators provide professional translation in various fields. Our services include legal, website, medical and academic translation. Our professional and qualified team of translators and editors serve over 4000 individual and corporate customers and we continue to expand our services around the globe.",Ankara,Professional Translation Service Online,No funding announced yet,2017,https://www.cevirimvar.com/,,,DE,
Stun and Awe,https://www.eu-startups.com/directory/stun-and-awe/,Germany,"Stun and Awe is a Growth and Product Design company whose mission is to transform businesses into designers of positive change.

We offer learning experiences with online courses and coaching, done-for-you growth services, and a community of people who cares and shares about building growth systems and user-centric products and creating sustainable businesses.",Berlin,"growth marketing, growth hacking, coaching, product design, rapid prototyping, growth infrastructure, data analysis, Analytics",Between €1-€100K,2017,stunandawe.com,,,DE,
refundrebel,https://www.eu-startups.com/directory/refundrebel-gmbh/,Germany,"refundrebel makes it easier and faster to claim a refund after a delayed or cancelled train than booking the actual train ticket.
 
After a delayed or cancelled train you only need to fill in some information about the trip on your smartphone or laptop on www.refundrebel.com and refundrebel does the rest for you.
 
You will be kept updated about your claim and receive the money on your bank account after the refund is confirmed.","Ludwigshafen am Rhein, Germany","Legal-Tech, IT",,2017,https://www.refundrebel.com,,,DE,
MedPayRx,https://www.eu-startups.com/directory/medpayrx/,Germany,"We Do Smart Prescriptions! 

Our technology connects medical cannabis patients, doctors, insurers, and pharmacies in Germany with one simple to use app. Find prescribing doctors and friendly pharmacies. Manage prescriptions and insurance payments. 

Worried about your secure medical documents? Don't be! MedPayRx uses industry tested blockchain technology to create smart contracts, for anonymous and secure  seed to sale transaction management.",Frankfurt,"Medical Cannabis, Smart Prescription, Blockchain, Smart Contracts",,2017,www.medpayrx.de,,,DE,
i2x,https://www.eu-startups.com/directory/i2x/,Germany,"i2x transforms conversations by augmenting communication. Our AI-powered software is built with a purpose: create a future where humans and AI collaborate for the good of humanity. Within the next few years, integrated AI trainers for employees will drive the organization’s success. i2x has built one of the very first ones! We tailor our solution to individual customer's needs, leading to improved conversations with customers during every call.",Berlin,"AI, Machine Learning, Augmenting Communication, EdTech",,2017,www.i2x.ai,,,DE,
Luminovo,https://www.eu-startups.com/directory/luminovo/,Germany,Luminovo is focusing on the electronics industry. The AI solution developed by Luminovo revealed the potential to save around 67% of functional tests during chip development and thus millions of hours of simulation time. This not only leads to cost savings in the double-digit millions but also makes a three month earlier time-to-market possible.,Munich,"AI, Deep Learning, Electronics",,2017,www.luminovo.ai,,,DE,
