name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country
Evolute,https://www.eu-startups.com/directory/evolute/,Switzerland,"Evolute Group AG is the providers of comprehensive technology and outsourcing solutions. Evolute Group AG is a reliable partner for banks, asset managers with and without collective investments and family offices with regard to the outsourcing of comprehensive software solutions, compliance &legal, risk management and data operations.",,Zurich,"Information Technology, Outsourcing, Risk Management, Software",Between €10 million-€25 million,2016,http://evolute.com/,,,CH
Sulzer Schmid,https://www.eu-startups.com/directory/sulzer-schmid/,Switzerland,"Sulzer Schmid is a privately held Swiss technology business that pioneered next-generation rotor blade inspection technology.
Our cloud-based 3DXTM Blade Platform is at the heart of our digital end-to-end process, bringing all aspects of rotor blade inspection together in one place. It provides customers with a totally transparent picture of the whole fleet's blade health condition, as well as the ability to record visual blade data using our fully autonomous drones, processes the images, and generate highly configurable reports at the touch of a button.",,Oetwil Am See,"Information and Communications Technology (ICT), Information Technology",No funding announced yet,2016,https://www.sulzerschmid.ch/,,,CH
Batmaid,https://www.eu-startups.com/directory/batmaid/,Switzerland,"Batmaid.com is the 1st on-demand home cleaning platform in Switzerland and Luxembourg.

In a few clicks, users can book a certified, background-checked, declared and insured home cleaner for just once or with a frequency. Batmaid aims at combining the full digitization of the cleaning experience with a hotel-like customer service and cleaning quality.

Batmaid is neither the employer nor using self-employed workers. Batmaid turns its clients into the employers of the maids by providing automated trust service to declare every single employment relationship.",,Lausanne,"E-Commerce Platforms , Facility Management , Professional Services",,2015,batmaid.com/en/,,,CH
Zippsafe,https://www.eu-startups.com/directory/zippsafe/,Switzerland,"Zippsafe AG is a technology company founded in 2015 and a provider of highly space-efficient storage solutions. The company's core competence lies in the development, manufacture and installation of lockable lock bags for changing rooms and for public spaces. 

Development, marketing and sales as well as administrative activities are managed at the headquarters in Glattbrugg, Zurich. Manufacturing takes place via a number of selected production partners, and final assembly takes place in the specially built subsidiary Zippsafe Kft. In Hungary. 

With a focus on continuous innovation and simplicity, Zippsafe sets new standards in the field of flexible, textile storage solutions. Since winning the renowned Venture Kick Prize in 2016, orders from an international clientele from Switzerland, France, Latvia and the USA have been processed.

In addition, Zippsafe aims to further develop its products in the software area in particular, with major releases around the topic of Smart Locker Management expected this year.",,Zürich,"Innovative, Development, International, Technology",,2015,http://www.zippsafe.com/,,,CH
High Performance Battery,https://www.eu-startups.com/directory/high-performance-battery/,Switzerland,Solid state battery,"High Performance Battery specializes in the research and development of high-tech batteries. 
By using the solid-state electrolyte developed by us, the capacity of our battery will remain almost constant over its lifetime. No matter how heavy the battery is used. Our battery technology is safe because our electrolyte is non-flammable and the battery is non-explosive. No critical raw materials are needed for production. This also improves the environmental balance by more than half compared to conventional lithium-ion batteries.","Teufen, Switzerland","Storage, Battery, Cleantech, Automobile, Eco Friendly",No funding announced yet,2015,https://www.highperformancebattery.ch,,,CH
Entnest,https://www.eu-startups.com/directory/entnest/,Switzerland,"Entnest is an invite-only digital platform to connect, support and enable sustainable innovation within and across silos, locally and globally. We combine a wide spectrum of tools under the same platform, acting as a ""virtual Swiss army knife"" for the entrepreneurship ecosystem.","Entnest is an invite-only digital platform to connect, support and enable sustainable innovation within and across silos, locally and globally. We combine a wide spectrum of tools under the same platform, acting as a ""virtual Swiss army knife"" for the entrepreneurship ecosystem.
Our purpose is to improve the success rate and impact of innovation. We work with entrepreneurs, ventures and support organizations (coworking, incubators, accelerators, VCs, educational institutes, governments, associations, NGOs, corporates and more).",Geneva,"platform, entrepreneurship, SaaS, innovation",,2015,https://www.entnest.com,,,CH
KOSMA,https://www.eu-startups.com/directory/kosma/,Switzerland,"KOSMA is a professional software to manage film production finances, specially designed for filmmakers that are looking to simplify their workflow and maximize their time. Its four key modules - Budgeting, Financing, Cashflow and Cost Control - make your film production cost management more easy, precise and efficient. Just like it should be on the 21st century.",,Zurich,"film, production, software",,2015,https://www.kosma.io/,,,CH
Gamaya,https://www.eu-startups.com/directory/gamaya/,Switzerland,"Gamaya addresses the need to increase efficiency and sustainability of large industrial farming, as well as the productivity and scalability of small-holder farming, by deploying the worlds most advanced solution for mapping and diagnostics of farmland.",,Lausanne,"farming, mapping, diagnostics",,2015,www.gamaya.com,,,CH
Biowatch,https://www.eu-startups.com/directory/biowatch/,Switzerland,"Biowatch is a user-friendly wrist veins biometric reader that functions as a security solution for mobile payment protection and smart device interaction. Users can access the app for enrolling their vein pattern and selecting applications and devices that needs to be connected to their Biowatch, wear their BioWatch and activate it by matching their vein pattern with their enrolled reference, get PKI encrypted user code transmitted from their Biowatch, and start opening doors without the use of keys and passwords.",,Lausanne,"biometric, payment, wrist",,2015,www.biowatch.ch,,,CH
Battrion,https://www.eu-startups.com/directory/battrion/,Switzerland,"Battrion is a Swiss spin-off of ETH Zurich and works closely with the Laboratory for Nanoelectronics at ETH. Battrion develops and markets innovative fabrication technologies for lithium ion batteries aimed at increasing the charging speed of high energy density cells. By innovating on a single step in the industrial battery manufacturing processes, our patented Battrion technology improves the microstructure of the negative electrode, which constitutes the bottleneck for fast charging. The Battrion technology platform allows cell manufacturers to meet the growing performance, cost and safety requirements.",,Zurich,"batteries, nanoelectronics, manufacturing",,2015,http://www.battrion.com/,,,CH
Foldercrate,https://www.eu-startups.com/directory/foldercrate/,Switzerland,"With Foldercrate you can have your Emails, Files, Calendar, Notes, Tasks, Contacts and Chat in an easy to use and secure place.","Foldercrate combines standard online services like email, cloud storage, calendar, notes, friend list and chat in a single service. Offering more freedom, security and privacy to B2C and B2B customers Foldercrate offers a complete package where you can just use the service without the need to integrate countless different services from different providers.",Solothurn,"privacy, security, services",,2015,https://foldercrate.com,,,CH
Novago Therapeutics,https://www.eu-startups.com/directory/novago-therapeutics/,Switzerland,Zurich-based biotech startup NovaGo Therapeutics AG is developing novel human antibody therapeutics to help patients recover from cerebral stroke and spinal cord injuries by stimulating nerve repair and regeneration.,,Zurich,"BioTech, MedTech, Stroke Recovery, Healthcare",,2015,www.novagotherapeutics.com,,,CH
TheSmarterPlace,https://www.eu-startups.com/directory/thesmarterplace/,Switzerland,"TheSmarterPlace is your ""home to go"" - the mobile digital platform for your home. It is fun to manage your assets intuitively with your smartphone. To plan projects, schedule todos and reminders and even involve your family for planned tasks. TheSmarterPlace aims at the integration of smart devices on one platform and the connectivity of homes.",,Herrliberg,"smart home, mobile, platform",,2015,http://www.thesmarterplace.com,,,CH
ISL Blockchain,https://www.eu-startups.com/directory/isl-blockchain/,Switzerland,blockchain startup incubator,,Geneva,blockchain incubator,,2015,levelup-gestion.com,,,CH
Pristem,https://www.eu-startups.com/directory/pristem/,Switzerland,"Pristem is the medical equipment maker Pristem SA aims to make radiology more accessible all over the world. According to the World Health Organization, two thirds of the global population still have no access to this vital diagnostic technology. Meanwhile, countries that already have access to radiology systems have seen prices rise drastically, and need to bring healthcare costs under control. Pristem is developing an “all-in-one” radiology system, which it expects to commercialise within the next two years. The system will be high-tech, user-friendly, economical, and durable – making radiology accessible even in remote areas, particularly in low- and middle-income countries.",,Lausanne,"MedTech, Medical Systems, Primary Health Care",,2015,www.pristem.com,,,CH
ASPIVIX,https://www.eu-startups.com/directory/aspivix/,Switzerland,Innovating Women‘s Care by Developing Next Generation Instruments For Modern and Gentler Gynaecological Procedures,,Lausanne,"Medical Device, Gynaecology, Women health, Medtech, Startup",,2015,http://www.aspivix.com/,,,CH
Bring!,https://www.eu-startups.com/directory/bring/,Switzerland,"We simplify grocery shopping for millions of households across Europe.
 
With shared shopping lists, integrated recipes, online shopping, local offers and loyalty cards, Bring! combines every step along the shopping process on just one platform: inspiration, planning and the final purchase. 

As a fast-growing advertising platform we partner with national and international brands in the IT, retail and FMCG sectors and seek to continuously grow these and new cooperations to ensure unique value to both, our users and business partners.",,Zurich,"Grocery Shopping, User Experience, Shopping List, FoodTech",,2015,www.getbring.com,,,CH
Avrios,https://www.eu-startups.com/directory/avrios/,Switzerland,"Avrios is an award-winning fleet management software, that currently manages the fleet of more than 750 customers in Europe and is one of the fastest growing companies in the SaaS space.
Their SaaS platform helps companies provide tailored transportation to its employees and thus enables them to attract top talent while keeping their transportation expenditures under control.",,Zurich,"Big Data, Machine Learning, mobility, fleet-management, Zurich, Swiss, CH",,2015,https://www.avrios.com/,,,CH
Nouscom,https://www.eu-startups.com/directory/nouscom/,Switzerland,"Nouscom is a biotech startup working on a series of new, potent immunotherapeutics capable of selectively killing tumor cells.",,Basel,"Biotechnology, Genetics, Health Care, Therapeutics",,2015,http://www.nouscom.com/,,,CH
Karmagenes,https://www.eu-startups.com/directory/karmagenes/,Switzerland,"Behavioural genetic and psychometric analysis. Karmagenes genetic test involves examining specific regions of Deoxyribonucleic Acid (DNA) linked with behavioural characteristics in an innovative, social and scientific way.",,Monthey,"BioTech, DNA, Genetic Analytics, MedTech",,2015,www.karmagenes.co,,,CH
Advanon,https://www.eu-startups.com/directory/advanon/,Switzerland,"Our online platform is the place where businesses looking for short-term financing find the matching solution to their needs. Our aim is to help SME focus on their growth by giving them access to liquidity. Fast, easy and flexible. And the best: there's no long-term commitment or small print. Simply business financing - but without the usual headache.",,Zurich,"FinTech, Short-term Financing, Business Loans",,2015,www.advanon.com,,,CH
Nexxiot,https://www.eu-startups.com/directory/nexxiot/,Switzerland,"Nexiot offers an integrated digitization solution for all companies concerned with the movement of physical goods, who want to increase efficiencies and unlock additional revenue potential.

To facilitate fast large scale deployment and the equipment of complete fleets of transport assets, the solution, Nexiot Connect, is offered under a subscription-based service model.",,Zurich,"IoT, Logistics, Shipping",,2015,www.nexxiot.com,,,CH
DECENT,https://www.eu-startups.com/directory/decent/,Switzerland,"Founded in 2015, DECENT is a non-profit foundation that has developed an open source blockchain named DCore. Cooperating closely with top investment funds and incubators, DECENT is dedicated to build the ecosystem upon its proprietary blockchain technology to support developers and businesses adapt to a decentralized future.","Launched in 2017, DCore is a stable, customizable and cost-efficient open-source blockchain platform you can build on. As the world’s first blockchain dedicated to digital content, media and entertainment, DCore provides user-friendly software development kits to empower dApp developers and businesses in the decentralized network.","Geneva, Bratislava","NGO, Blockchain, DECENT, DCore, Geneva, Bratislava",,2015,www.decent.ch.,,,CH
Beaconsmind,https://www.eu-startups.com/directory/beaconsmind/,Switzerland,Beaconsmind is one of the location-based marketing software- & hardware providers. Using beaconsmind Suite and Beacon technology beaconsmind drive sales and customer loyalty in our clients’ retail stores. We offer consulting services to companies with retail stores/Point-of-Sales (POS) and connect their offline marketing with online and mobile marketing activities. This allows us to drive sales and customer loyalty for our clients.,,Stäfa,"Analytics, Data Visualization, Information Services, Information Technology, Internet, Location Based Services, Mobile, Software",Between €5 million-€10 million,2015,http://www.beaconsmind.com/,,,CH
Metaco,https://www.eu-startups.com/directory/metaco/,Switzerland,"Founded in 2014 in Switzerland, METACO enables financial institutions to capitalize on the burgeoning digital asset economy.

METACO’s main product, called Harmonize, is an orchestration system for digital assets. From cryptocurrency custody and trading to tokenization, staking and smart contract management, the platform seamlessly connects institutions to the new world of decentralized finance.",,"Lausanne, Vaud","Banking, Bitcoin, Blockchain, Cryptocurrency, Ethereum, Financial Services, FinTech, Information Technology, Software",Between €10 million-€25 million,2015,https://metaco.com,,,CH
Pharvaris,https://www.eu-startups.com/directory/pharvaris/,Switzerland,"Pharvaris is a clinical-stage company focused on bringing oral bradykinin-B2-receptor antagonists to patients. By targeting this clinically proven therapeutic target with novel small molecules, the Pharvaris team is advancing new alternatives to injected therapies for all sub-types of HAE and other bradykinin-mediated diseases. The company brings together executives with a breadth of expertise across pharmaceutical development and rare disorders, including HAE.",,Zug,"Biotechnology, Life Science, Pharmaceutical",Above €25 million,2015,https://pharvaris.com/,,,CH
Cardano Foundation,https://www.eu-startups.com/directory/cardano-foundation/,Switzerland,"Cardano Foundation is a blockchain and cryptocurrency organization. The organisation is based in Zug, Switzerland. Foundation's core mission is to ""standardise, protect and promote"" the Cardano Protocol technology.",,Zug,"Application Performance Management, Bitcoin, Blockchain, Consumer Applications, Cryptocurrency, Developer APIs, Finance, Open Source",Above €25 million,2015,https://cardanofoundation.org/,,,CH
Nomoko,https://www.eu-startups.com/directory/nomoko/,Switzerland,"Unlocking the power of Digital Twins one industry at a time.

We're building an ecosystem that turns spatial data and analysis into real world solutions you can use to supercharge your business, whatever your industry. 

Our first solution, Nomoko Praedia for real estate, is an app that harnesses, analyses and uses spatial data and location intelligence to deliver real, actionable insight and give property investors and developers a competitive edge by empowering data-led decision making.",,Zurich,"3D Technology, Automotive, Simulation",Between €2.5 million-5 million,2015,https://www.nomoko.world,,,CH
Loanboox,https://www.eu-startups.com/directory/loanboox/,Switzerland,"Loanboox is the leading European debt financing platform. In contrast to conventional brokering, financing and investing through Loanboox is simple, transparent, safe and low cost, benefiting both borrowers and investors alike.
Loanboox's success speaks for itself: Since the Go-live in September 2016, Loanboox dealt with a volume request over 61 billion Euros. 3000 cities, communities, institutional investors and banks are on Loanboox. The platform is available in Germany, Austria, The Netherlands, France and Switzerland.",,Zurich,"Finance, Financial Services, FinTech, Government, Information Services, Lending",No funding announced yet,2015,http://www.loanboox.com,,,CH
Insolight,https://www.eu-startups.com/directory/insolight/,Switzerland,"Insolight is bringing to market novel solutions to efficiently combine solar electricity production and agriculture, without trade-offs.

Our solar modules are high efficiency and allow for instant adjustment of the transmitted light, enabling optimized crop production and electricity production. We produce +50% more energy than the next best solution.",,"Lausanne, Vaud","Energy, Manufacturing, Solar",Between €10 million-€25 million,2015,https://insolight.ch/,,,CH
Olympe,https://www.eu-startups.com/directory/olympe/,Switzerland,Saas development platform,,Lausanne,"Developer Platform, Developer Tools, Enterprise Software, Mobile Apps, Productivity Tools, SaaS, Software",Between €2.5 million-5 million,2015,https://olympe.io/,,,CH
Multiwave Technologies,https://www.eu-startups.com/directory/multiwave-technologies/,Switzerland,Multiwave is a deep tech company developing disruptive medical imaging devices,,Geneva,"Advanced Materials, Medical Device, Software",Between €10 million-€25 million,2015,http://www.multiwave.ch/,,,CH
RaiseNow,https://www.eu-startups.com/directory/raisenow/,Switzerland,RaiseNow is a provider of digital fundraising solutions for all digital touchpoints.,,Zurich,"Charity, Crowdfunding, Mobile Payments, Non Profit, Payments, Peer to Peer",Between €5 million-€10 million,2015,https://www.raisenow.com/,,,CH
WealthArc,https://www.eu-startups.com/directory/wealtharc/,Switzerland,"WealthArc provides an innovative wealth management platform for companies of any size. The solution is easy-to-use and does not require any installation either long set-up.

It runs on the robust API engine, which fully automatically consolidates and unifies data from various custodian banks, making portfolio and client information accessible anywhere, anytime and from any device with Internet access.

Our smart solution for digital transformation allows wealth managers to focus on growing their business and staying competitive in a rapidly changing world.",,Zurich,"Big Data, Cloud Computing, Cyber Security, Financial Services, FinTech, SaaS",Between €5 million-€10 million,2015,http://www.wealtharc.com,,,CH
My Sky,https://www.eu-startups.com/directory/my-sky/,Switzerland,My Sky is a revolutionary financial controlling & benchmarking tool for private jet owners that optimizes time & money spent on their assets.,,Lausanne,"Accounting, Aerospace, Finance, Financial Services, FinTech, Information Technology",Between €2.5 million-5 million,2015,https://mysky.com/,,,CH
crowdhouse,https://www.eu-startups.com/directory/crowdhouse/,Switzerland,Transactional Real Estate Marketplace,,Zurich,"Blockchain, Financial Services, FinTech, Information and Communications Technology (ICT), Information Technology, Internet, Property Management, Real Estate Investment, Rental Property, Software",No funding announced yet,2015,http://www.crowdhouse.ch/,,,CH
GUURU,https://www.eu-startups.com/directory/guuru/,Switzerland,GUURU is an AI-powered customer service platform.,,Zurich,"Artificial Intelligence, Communications Infrastructure, Customer Service, E-Commerce, Information Technology, Messaging, Software",Between €5 million-€10 million,2015,https://www.guuru.com/,,,CH
SchoolApply,https://www.eu-startups.com/directory/schoolapply/,Switzerland,"At SchoolApply, we strongly believe that great education is for everyone.

We are determined to significantly improve how students find, select, and apply to educational programs and schools around the world. We do this by making school information easily available, accessible, and actionable.

SchoolApply help students from anywhere in the world connect with schools that best match their needs and potential.",,Zug,"Education, Visual Search",Between €2.5 million-5 million,2015,https://www.schoolapply.com,,,CH
MyCamper,https://www.eu-startups.com/directory/mycamper/,Switzerland,"MyCamper is the online sharing platform for campers, mobile homes and campervans in Switzerland 
Do you have a camper that stands around bored for weeks and only gets older year after year? Then rent it out through MyCamper. This will reduce the downtime, enable other people to have unforgettable holidays and at the same time share your fixed costs.
On the other hand, we want to create an inexpensive and original alternative offer in your area to the expensive commercial camper rental companies - according to the motto ""rent a neighbor's camper""",,Basel,"E-Commerce, Internet, Marketplace, Rental, Sharing Economy, Travel",Between €1 million-€ 2.5 million,2015,https://mycamper.ch/,,,CH
RAW Labs,https://www.eu-startups.com/directory/raw-labs/,Switzerland,RAW Labs SA tames the exponential growth of Big Data through innovative tools which federate and query raw data in-situ.,,Lausanne,Software,Between €5 million-€10 million,2015,https://raw-labs.com/,,,CH
Wecan,https://www.eu-startups.com/directory/wecan/,Switzerland,"We co-create, run and scale joint ventures to transform socio-economic paradigms through pioneering blockchain solutions. We’re a passionate, ambitious and collaborative team deeply committed to imagining and developing blockchain joint-ventures with strategic partners. We build decentralized software solutions for governments, financial and state services. We want to create the digital trust infrastructure of tomorrow. We value our ecosystem of pioneering partners.",,Geneva,"Blockchain, Financial Services, FinTech, Venture Capital",Between €1 million-€ 2.5 million,2015,https://www.wecangroup.ch/,,,CH
FlavorWiki,https://www.eu-startups.com/directory/flavorwiki/,Switzerland,"FlavorWiki provides the most innovative platform for consumer understanding, product testing and market research in the industry, worldwide.",,Zurich,"Consumer Research, Food and Beverage, Food Processing, Machine Learning, Market Research, Software",No funding announced yet,2015,http://business.flavorwiki.com/,,,CH
TestingTime,https://www.eu-startups.com/directory/testingtime/,Switzerland,"WE RECRUIT TEST USERS
For usability tests, focus groups, interviews, surveys and more.","Test with people from our growing pool of 350,000+ individuals.
Choose a date and time. We can deliver within 48 hours.
Never a charge for no-shows. Free replacement.
We pay all test-user incentives. No extra charges for your company.",Zurich,"ux, market research, user experience",,2014,https://www.testingtime.com/en/,,,CH
Bonsai Systems GmbH,https://www.eu-startups.com/directory/bonsai-systems-gmbh/,Switzerland,"Bonsai Systems produces systems to help people learn playing musical instruments. We develop sensors which track forces, posture and movements while playing musical instruments to safeguard the health of millions of musicians and to make it easier and more fun to learn how to play an instrument. Bonsai has refined a versatile hardware and software platform over the years. The Bonsai platform has been applied also to other fields, like motion analysis for sports and rehabilitation and impact research.",,Zurich,"Consumer products, education, music, healthcare",,2014,www.bonsai-systems.com,,,CH
Superdot,https://www.eu-startups.com/directory/superdot/,Switzerland,Graphics for complexity,"Superdot is in the business of making complex issues understandable, visual, and enjoyable with innovative digital and analog graphics. We are a passionate information design studio based in Basel, dedicated to innovation. We believe understanding comes from a shared vision and well-defined principles. We engage in information design with events, lectures and teaching.",Basel,"Data Analysis, Data Analytics, Design, Edutainment, Data Visualization, Graphic Design, UX Design",No funding announced yet,2014,https://www.superdot.studio,,,CH
M.G. Creations,https://www.eu-startups.com/directory/m-g-creations/,Switzerland,"M.G. Creations is a manufacturer, supplier, and exporter of home furnishing products. We produce top-in-class home decor products at our Indian factory. Our product portfolio includes cotton, woolen, and jute rugs, carpets, cushion covers, area rugs, kitchen towels, tea towels, dish towels, kitchen linens, poufs, ottomans, braided rugs, round rugs, bath mats, bath rugs, etc. Our website contains a specially curated portfolio of best quality home furnishing products. We are a good-weave certified rugs company. Our motto is to be on track for sustainable growth while caring for our employees and customers.","Our family started manufacturing rugs in 1988 but did not try to expand to the export market. We foray into the export market in 2014 when the co-founder Dr. S.S Nandal joined the family business after retirement from Government Service. Since then, we have never looked back and are on our way to continuous growth. 
Our goal is to maintain growth with sustainability. We expect to grow fourfold in the next four to five years. We are a company that focuses on staff betterment, customer satisfaction, and customer retention. In accordance with our current growth rate and foray into new product categories, we also expect to become a complete home furnishing Solution Company in the near future.
Our Management team consists of three people. First is Dr. Sumer Singh Nandal, retired Deputy Director from the Ministry of youth affairs, Department of sports, Government of Haryana, India. Doctor of Philosophy (Ph.D.) in Public Administration (Specialization in Sports Administration ) 1988. Second is Dr. Shakuntala nandal, Ph.D. in Home science, a retired Associate professor from the education department and now a chief designer in M.G. Creations. Our third Co-founder, Sh. Kuldeep Singh is a textile manufacturing veteran and has 40 years of experience in the home furnishing industry.
The innovative designs of carpets, cushions, and other products are our main sources that are creating disruption in the industry. Our in-house designing team always comes up with spectacular and eye-catching designs, which are completely new in the market, and therefore, we have now become a trendsetter in our sector.  
X-factor lies in the management of the manufacturing process. The real culprit of the high manufacturing costs of handmade items is the wastage of raw materials in production. We have a strict policy on zero-waste production methods. All the by-products of export-order products are used to manufacture cushion fillers for the local market. This X-factor helps us in bringing down production costs by up to 10 percent in comparison to other manufacturers.
The concept and foundation of our organization are the expertise we have gained and the unique techniques we have formulated since 1988 in manufacturing handmade home furnishing products. Our export-oriented startup, M.G. Creations, was launched in 2014, and since then, we have exported home furnishing products to Europe, North America, South America, and Asia.
Our main potential customers are B2B business owners who deal in home furnishing products. Foreign clients can buy from us directly without any middleman involvement and shipment and documentation are handled by our expert team. Clients or buyers can select products on our website and send inquiries directly.",Geneva,Manufacturer of Home furnishing products,No funding announced yet,2014,https://mgcrugs.com,,,CH
Ava,https://www.eu-startups.com/directory/ava/,Switzerland,"Ava makes it easy to gain a profound and accurate understanding of your cycle and healthempowering you to make informed choices for your life. Because we believe every woman deserves greater control over her wellbeing, and the tools to maximize her physical and emotional potential.",,Zürich,"femtech, health, cycle",,2014,www.avawomen.com,,,CH
WP MLM Software,https://www.eu-startups.com/directory/wp-mlm-software/,Switzerland,"WP MLM Software Plugin is an MLM WordPress Plugin that transforms WordPress websites into a robust and complete MLM management hub. With this plugin, MLM marketers and professionals can efficiently manage their MLM accounts, track commissions, compensations, and more.","WP MLM Software Plugin can be customized to better suit specific MLM plans and schemes. It is a user-friendly tool that users can scale effortlessly when required and boasts an array of compelling features to make MLM management and operations a breeze. On top of that, WP MLM Software Plugin is packed with analytics functionality that enables users to observe their income and expenses and analyze reports. Users can create a visualization of their MLM Tree to get a clear picture of their plans, downlines, recruit, commissions, and more.",Zürich,"Machine Learning, Software Plugin, WordPress",,2014,https://wpmlmsoftware.com,,,CH
SecurionPay,https://www.eu-startups.com/directory/securionpay/,Switzerland,"SecurionPay is a payment platform for online and mobile card payments. It is well-known for its extremely simple integration and versatile APIs that enable merchants to create any payment scenario based on their setup, programming language, use cases, and more. Merchants can test their payment settings before they start accepting real transactions, thanks to the sandbox mode.","The Swiss-based payment platform offers solutions for single payments, as well as recurring ones. Merchants can choose from a variety of conversion-boosting features that enhance the user experience. These are, for instance, One-click payments, Cross-sales, Remember me option. Online businesses that want to sell globally can accept payments in 160 currencies through a Checkout translated into 23 languages.
Limitless integration possibilities and flexibility on every step of the payment process lead to a higher conversion rate and reduced number of abandoned carts. The entire checkout process is designed with online consumers needs in mind.
SecurionPay puts a strong focus not only on conversion and user experience but also on security. As a PCI level 1 company, it provides a set of effective anti-fraud tools, AI-based infrastructure to fight fraud actively, machine learning solutions, blacklisting, non-invasive 3D Secure authentication that minimizes chargeback ratio without hindering conversion, and more.
Furthermore, SecurionPay provides transparent pricing that you can find on its website. The pricing depends on a business model, like following:
* 2.95% + 0.25 Euro per successful transaction for Regular merchants
* 4.9% + 0.35 Euro per transaction for High-risk merchants
Please note that SecurionPay works with companies that are incorporated in Europe. You can find more information about the countries they operate in and supported businesses on their website.",Wollerau,"FinTech, Payment Platform, Retail Solution",,2014,https://securionpay.com,,,CH
Largo,https://www.eu-startups.com/directory/largo/,Switzerland,"We make the data-driven movie-making accessible to the market through our high level film understanding technologies. Largo has developed data-driven intelligence, which can be introduced much earlier in the life of a film project, right from script choice and development, through filming, post-production and theatrical release. Largo empowers production companies with data-enhanced ROI uplift and reduction of risk.",,Lausanne,"FilmTech, Film Production, Movie-Making Tools",,2014,www.largofilms.ch,,,CH
Roivant Sciences,https://www.eu-startups.com/directory/roivant-sciences/,Switzerland,"Roivant aims to improve health by rapidly delivering innovative medicines and technologies to patients. We do this by building Vants – nimble, entrepreneurial biotech and healthcare technology companies with a unique approach to sourcing talent, aligning incentives, and deploying technology.",,Basel,"MedTech, Healthcare, BioTech",,2014,www.roivant.com,,,CH
Storyline,https://www.eu-startups.com/directory/storyline/,Switzerland,"Storyline combines Google mail, calendar and docs in one app and displays your items in a chronological order. It helps you organise your day and tasks.",,Zurich,,,2014,http://www.storyline.li,,,CH
KiWi,https://www.eu-startups.com/directory/kiwi/,Switzerland,"Commerce is evolving, quickly, everywhere, with a growing gap between included and left behind.

KiWi empowers micro-merchants through access to adapted digital technology, contributing to a fair and competitive market. With their KiWi app, merchants can accept card and mobile payments, get access to microcredit, and make more money by selling additional KiWi services and products.",,Lausanne,"FinTech, Payment Solutions, Microfinance",,2014,www.kiwi-bop.com,,,CH
GotCourts,https://www.eu-startups.com/directory/gotcourts/,Switzerland,"Connecting players and supporting their passion for the sport

GotCourts is a revolutionary social network for racket sports players and online service for booking courts and coaches. It’s the first platform to provide everything a player needs in a single marketplace. Finding a partner or a coach, booking a court nearby or competing for a place in our leaderboards and tracking your progress, GotCourts is your ""virtual global club""​. For court facilities and clubs we offer a capable club management system and a platform to engage with the community.",,Zurich,"Marketplace, Sports Management, Social Network, Booking Courts",,2014,www.gotcourts.com,,,CH
equippo,https://www.eu-startups.com/directory/equippo/,Switzerland,"Equippo is a fast growing, international, Start-up Company that has created a unique online marketplace for the construction industry. We bring together sellers and buyers of heavy machinery from all over the world. Business Insider described us as The Zalando for heavy machinery.",,Zug,"Marketplace, Machinery, Heavy Equipment",,2014,www.equippo.com,,,CH
ScanTrust,https://www.eu-startups.com/directory/scantrust/,Switzerland,"ScanTrust is a connected packaging platform providing active brand protection, supply chain awareness, and direct consumer engagement services. The ScanTrust solution suite is based on Product Binding, also known as digitalization, a process by which physical products are associated with an online identity. When combined with the unique, patented ScanTrust method for creating secure QR codes, Product Binding is the key to improve and future-proof companies that depend on selling physical products in an increasingly connected world.",,Lausanne,"Brand Protection, Authentication, Security Solution, Smart Labels",,2014,www.scantrust.com,,,CH
Flyability,https://www.eu-startups.com/directory/flyability/,Switzerland,"Flyability is a Swiss company building safe drones for inaccessible places. By allowing drones to be used safely inside cities, inside buildings, and in contact with people, it enables new interactions and services with UAVs and solving the two most critical issues of one of the fastest growing industries: collision and injury risks.",,Lausanne,"Robotics, Drones, UAV, Industrial Inspection",,2014,www.flyability.com,,,CH
Lunaphore,https://www.eu-startups.com/directory/lunaphore/,Switzerland,"Lunaphore is a start-up company, spin-off of EPFL, in the medtech field. We build tumor analysis and classification platforms based on a microfluidic technology. 

With our platform, a test can be performed in less than 5min, v.s. 2-8h using other technologies. In addition, clinical trials have demonstrated 90% more accurate results when testing samples using our platform than with techniques currently used in hospitals.",,lausanne,"Cancer Diagnosis, MedTech, eHealth, EPFL",,2014,www.lunaphore.com,,,CH
Astrocast,https://www.eu-startups.com/directory/astrocast/,Switzerland,"Astrocast offers a bidirectional and highly secure connection to any #IoT device on Earth, in a few minutes.",,Ecublens,"Nanosatellites, CubeSats, Transceivers, Electronics for space applications, ITAR-free systems, Systems Engineering, Software Engineering, IoT, Internet of Things, M2M, and Machine-to-Machine",,2014,www.astrocast.com,,,CH
Qiio,https://www.eu-startups.com/directory/qiio/,Switzerland,"qiio provides a secure and comprehensive infrastructure for Industrial Internet of Things (IoT) implementations. The core product is an end-to-end solution covering hardware, software, service as well as operation. This means that our customers get the full package directly from qiio instead of having to deal with different partners and service providers. Our customers get one partner and one solution where hardware and software work seamlessly.",,Zurich,"IoT, Cloud Solution, Connectivity, Qiio, Zurich",,2014,www.qiio.com,,,CH
