name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,country,longBusinessDescription,companyStatus,linkedin
Yorso,https://www.eu-startups.com/directory/yorso-2/,Estonia,"Yorso is a managed B2B supply chain marketplace for fish and seafood wholesale. They automate sales, purchases, and logistic. They help fisheries, producers, distributors and HoReCa to reach new markets and clients and reduce operational costs by 30%.",Tallinn,"B2B, CRM, Logistics, Marketplace, SaaS, Software",Between €100K-€500K,2016,https://yorso.com/en,EE,,,
PowerUp Fuel Cells,https://www.eu-startups.com/directory/powerup-fuel-cells/,Estonia,"PowerUP Fuel Cells OÜ is a producer of hydrogen fuel cell-based electric generators and proton exchange membrane fuel cells. PowerUp provides clean and portable energy by delivering a hydrogen fuel cell backup generator solution, which can be used for various technologies - yachts, boats, recreational vehicles, and many more.",Tallinn,"Clean Energy, Energy, Fuel Cell, Manufacturing, Renewable Energy",Between €500K-€ 1 million,2016,https://powerup-tech.com/,EE,,,
iuvo,https://www.eu-startups.com/directory/iuvo/,Estonia,"Iuvo provides a link between investors and creators, focusing on high returns and security through a peer-to-peer investment platform. They give numerous opportunities for progressive investing and freedom of choice while focusing on constantly accelerating customer experience, high investment returns, and security.",Harju,"Financial Services, FinTech, Investment",No funding announced yet,2016,https://www.iuvo-group.com/,EE,,,
Clanbeat,https://www.eu-startups.com/directory/clanbeat/,Estonia,Clanbeat helps companies to improve transparency and deal with problems right when they surface by gathering everyones daily highs and lows into social team feed. The daily posts end up as input in personal 1-on-1s. This way nothing is forgotten and people can get a better overview of what makes them happy and what gets them down. Clanbeat provides a flow for successfully going through 1-on-1s and setting up actionable goals.,Tallinna,"transparency, social, team",,2016,www.clanbeat.com/,EE,,,
Shipitwise,https://www.eu-startups.com/directory/shipitwise/,Estonia,"Shipitwise builds a SaaS software for transportation companies. We provide an API to digitalize and connect logistics service providers with their business customers. Shipitwise was in the business of providing shipping door-to-door for individuals and smaller travel agencies in need of heavyweight assistance in shipping luggage and leisure equipment.  In Shipitwise's first year of providing these services, we realized that there were bigger problems in the door-to-door logistics chains as much as 99% of the transportation companies did not have any machine-to-machine interfaces, and we decided, along with our talented engineers, to create one.",Pärnu,"SaaS, software, API, logistics",,2016,www.shipitwise.com,EE,,,
LEXIT,https://www.eu-startups.com/directory/lexit/,Estonia,"LEXIT is a Marketplace to Exit Startups and Liquidise Assets thereof. LEXIT utilises Blockchain Technology and Artificial Intelligence to create an unparalleled business opportunity for everyone involved in Technology.
A fully involved M&A solution and marketplace for businesses of all descriptions, creating the future of how you sell your company and trade business assets.",Tallin,"marketplace, assets, AI",,2016,www.lexit.co,EE,,,
PowerUp Fuel Cell,https://www.eu-startups.com/directory/powerup-fuel-cells-ou/,Estonia,PowerUp develops next-generation hydrogen fuel cell electric generators,Tartu,"yacht, boats, power, generator",,2016,https://powerup-tech.com,EE,"Our initial product, UP400, is designed for sailing boats and yachts. It is corrosion and water resistant and shock proof.
- Max continuous power output 400W
- Max power output 6050W
- Weight 10kg
- Max charging power 800Ah/day
Besides being compact and lightweight, the generator is silent and does not emit any harmful gasses.
The product line will expand with the military, RV and refrigerated container generators in the near future.",,
Xendiz,https://www.eu-startups.com/directory/xendiz/,Estonia,Xendiz is advertising platform based on Real Time Bidding technology tailored to your needs.,Tallinn,"advertising, adtech, machine learning, algorithms",,2016,https://xendiz.com/#,EE,"Xendiz is an advertising platform, based on openRTB protocol, using machine learning algorithms for maximizing advertising efficiency.
We have already worked with partners from more than 10 countries.",,
CostPocket,https://www.eu-startups.com/directory/costpocket/,Estonia,"CostPocket help companies to streamline their expense reporting processes. We have an easy-to-use mobile app to digitize expense documents.
For accounting professionals, CostPocket provides a semi-automated expense report creation solution integrated with many accounting software platforms. CostPocket help companies save up to 70% of time spent on processing expense documents and data.",Tallinn,"expense, accounting, reports",,2016,https://www.costpocket.com,EE,,,
eAgronom,https://www.eu-startups.com/directory/eagronom/,Estonia,"Founded 1.5 years ago by a son of a successful farmer and an experienced software developer, now 31 people team with experience from Stripe, Heap Analytics, Transferwise and ZeroTurnaround.

Farmers spend weeks on government reports, get fined for slightest mistake and most commonly manage their farm with Excel or pen and paper. eAgronom reduces generating reports to a couple of clicks, warns against legislative violations while gathering data to unlock data mining potential for a 350 000 B industry. There are no other players in the industry who focus only on grain farming.

eAgronom grabbed 70% of Estonian market in 6 months, grew to 74K ARR in 2017, already earned 77K in 2018 1st quarter, and is on pace for 2M  for 2019 March. eAgronom was founded in 2016 October. Ca 1M  funding from seed-investors (Estonian farmers).",Tartu,"farm, agritech, agronomy",,2016,www.eagronom.com,EE,,,
Peeke,https://www.eu-startups.com/directory/peeke/,Estonia,Protecting brands and consumers from counterfeit products using the Blockchain.,"Tallin, Estonia","blockchain, brands, protection",,2016,www.peeke.io,EE,"Protecting brands and shoppers from counterfeit products using the blockchain. Because Peeke is a secure proprietary technology using the blockchain, for the first time counterfeit companies can not clone this badge or certificate of authenticity. Reserve your spot on our private sale today: https://goo.gl/forms/aHOWK5tr7ihYu4wo2",,
Cora,https://www.eu-startups.com/directory/cora/,Italy,We are creating the first operations management platform powered by AI and designed for every type of accommodation. We launched our product in october ‘23 and since then we have reached 178 paying properties all over Italy with our Saas + pay per use model. We are now preparing for the international expansion.,Cusano Milanino,"Embedded Software Products, AI, App",Between €100K-€500K,2023,https://corahospitality.com/,IT,,Active,https://www.linkedin.com/company/corahospitality/
Nowescape,https://www.eu-startups.com/directory/nowescape/,Estonia,Nowescape is a startup company specialising in bringing more customers to escape rooms. Escape rooms are a relatively new type of entertainment business spreading out quickly throughout the world.,Tallinn,"Entertainment, Booking Platform, Escape Rooms",,2016,www.nowescape.com,EE,,,
Avokaado,https://www.eu-startups.com/directory/avokaado/,Estonia,"On Avokaado digital workspace lawyers can design dynamic workflows according to their teams' needs. Collaborate on contracts and legal knowledge with your team and clients by automating documents for quick-drafting, sharing and signing.",Tallinn,"legaltech, document management, legal automation",,2016,avokaado.io,EE,,,
Occo,https://www.eu-startups.com/directory/occo/,Estonia,"With a vision to innovate and modernise the interior design industry, the platform has digitised the product catalogues of more than 800 high-quality interior design brands from Europe. The company claims that having access to all of these brands in one source can reduce 27% of monthly working hours for interior designers.",Tallinn,"Artificial Intelligence, B2B, Furniture, Interior Design, Machine Learning",Between €500K-€ 1 million,2016,https://occo.digital/,EE,,,
Salon Booking System,https://www.eu-startups.com/directory/salon-booking-system/,Estonia,WordPress appointment scheduling plugin,Lõõtsa,"WordPress developers, WordPress hosting, technology, design",No funding announced yet,2016,https://salonbookingsystem.com/,EE,"We are committed to improve the quality of the work of our customers, offering a solution to be more productive and optimize their working hours. Time is a scarce resource, our mission is to help our customers to do not waste any of their working hours slots.",,
LIFT99,https://www.eu-startups.com/directory/lift99/,Estonia,"LIFT99's purpose is to strengthen the global startup community and assist companies in their success by bringing founders together in person and virtually.
LIFT99 arose from Garage48, Estonia's first startup co-working hub and the organiser of a well-known hackathon series with a presence in Central and Eastern Europe, the Middle East, and Africa. Ragnar Sass (creator of LIFT99) was a founding member of the Garage48 nonprofit foundation, which was created in 2010. Many of the LIFT99 team's core members have spent years helping to establish the local and international startup scene, some from within enterprises, and others as members of the ecosystem's ""first generation"" of businesses.",Tallinn,"Information Services, Information Technology, Service Industry",Between €1 million-€ 2.5 million,2016,https://www.lift99.co/,EE,,,
Exscudo,https://www.eu-startups.com/directory/exscudo/,Estonia,"Exscudo is the gateway between the traditional finances and cryptocurrencies. The company develops a number of blockchain-based products. EXSCUDO is the new gateway between the traditional financial system and the cybercurrency market. This system is fast, safe, easy-to-use and multifunctional. Our main goal is to create a single gate to cybercurrency market for simple users, professional traders, investors and financial institutions.","Tallin, Harjumaa","Banking, Financial Services, FinTech, Messaging, Payments, Trading Platform",Between €2.5 million-5 million,2016,http://exscudo.com/,EE,,,
CapOne Research,https://www.eu-startups.com/directory/capone-research/,Estonia,"At CapOne Research, we aim to build and deliver Blockchain based products to revolutionize existing processes in Financial Services Sector.

We are coming up with a host of different next generation payment apps, that will empower and secure your payments by employing the power of Blockchain and Artificial Intelligence (AI).",Tallinn,"Fintech,Blockchain,Payments,PSD2",,2016,http://caponeresearch.com/,EE,"CapOne Research is a nascent Fintech Startup established in late 2016. We are a small but coordinated team of professionals who are working to create a next generation payment system for both individuals and the retail industry.
We aim to build and deliver Blockchain based payments products to revolutionize the existing processes in the Financial Services Sector. Synergizing the power of Blockchain Technology, Artificial Intelligence and PSD2 systems, we are bringing the most powerful and most secure financial tool in the payments industry.
Our Products:
* P2P Payments: Digital wallet on blockchain to send and receive payments
* Retail Payments: Will enable secure and easier commercial purchases
* Cross Border Payments: Will enable easy and inexpensive cross border payments
We believe in decentralization and our team setup reflects the same. We are spread across continents to bring diversity within our thought processes and uniqueness. As of now our teams are spread across Estonia, Spain, Ukraine, Canada, Morocco and India.
We also consider ourselves as social entrepreneurs. We believe the speed and agility of our product will help in enabling better circulation of money in an economy, ensure low cost remittances for migrants, help women to take better control of their finances and thereby bring about a truly holistic financial inclusion.",,
Gameloch,https://www.eu-startups.com/directory/gameloch/,Estonia,"Gameloch Publisher Global is a solutions provider that operates in various economic sectors including Editorial, Educational, Retail and Telecommunications, we also have technology solutions through the international partnership Gameloch-Lochlite, you can search about The GPGIC Company and find all our solutions",Talinn,"editorial, technology, retail, iot",No funding announced yet,2015,https://search.gamelouch.com,EE,,,
Gridio,https://www.eu-startups.com/directory/gridio/,Estonia,"GridIO enables households to earn cash using their existing electrical devices by combining them into virtual power plants.In doing so,GridIO provides flexibility to power grids and unlocks a future full of green electricity",Tallinn,"Electrical Distribution, Electronics, Environmental Consulting",Between €500K-€ 1 million,2015,https://www.gridio.io,EE,,,
Solarstone,https://www.eu-startups.com/directory/solarstone-2/,Estonia,Solarstone develops BIPV panels that interlock perfectly with any type of roof tiles. Unique built-in roof system by Solarstone combines modern seamless design with practicality. Its modules are installed directly onto timber batten without any costly fittings or mounts. Remove existing roof tiles or build new roof cover. Solarstone worksboth ways without the unnecessary hassle.,Viljandi,"CleanTech, Energy, Construction, Green building",Between €10 million-€25 million,2015,https://solarstone.com,EE,,,
Goalse,https://www.eu-startups.com/directory/goalse/,Estonia,The next step in production capacity utilization.,Estonia,"production, capacity, digital",,2015,http://goalse.com,EE,,,
Solarstone,https://www.eu-startups.com/directory/solarstone/,Estonia,We challenge traditional building concepts. We believe that small scale renewable installations play key role in the future of housing and energy transition. Our utility patented solar roof solutions are modern and aesthetically pleasing.,Viljandi,"solar, PV, renewables",Between €100K-€500K,2015,www.solarstone.ee,EE,"Solarstone building-integrated solar panels (BIPV) perform as regular roofing material while harnessing solar energy. Solarstone replaces traditional roof tiles, shake or shingle roofs with innovative solar modules. Solarstone panels do not require any expensive mounting systems. Modules are installed directly to wooden battens, PV cables are connected to the inverter and voilà! Locally produced and consumed energy is the most viable and sustainable way to combat climate and energy challenges.
Solarstone building integrated panels fit with any type of roofing material and you may not notice the difference as the panels are invisible to bare eye. The modules perform as 2-in-1 roofing system as you will benefit from uninstalled tile material and roofing works.",,
Barking,https://www.eu-startups.com/directory/barking/,Estonia,"Barking connects the physical world around cars and re-shapes how Drivers consume Car-Related services.
Imagine stopping Your car in front of a barrier and Your Waze app prompting ""Start Parking?"". You choose ""Confirm"" and the barrier opens, payment is automatic. Same with Car Washes, Electronic Toll-payment etc.
Barking has created thousands of new parking spots in cities by cross-using already existing parking facilities.
Drivers can now park on those areas by opeing barriers via the Barking Mobile App. Booking of spots is also available.",Tallinn,"cars, parking, app",,2015,www.barking.city,EE,,,
TransferFast,https://www.eu-startups.com/directory/transferfast/,Estonia,"TransferFast help you get your money from one bank to another, and it instantly, regardless of the date and time. TransferFast moves your money from bank to bank in just a few moments - as fast as intra-bank payments. TransferFast is a licensed payment institution and supervised by the Financial Supervisory Authority. We do not care about bank holidays. TransferFast works round the clock as well as weekends and Christmas Eve.",Tallinn,"money, transfer, banks",,2015,transferfast.eu/en/,EE,,,
LeapIN,https://www.eu-startups.com/directory/leapin/,Estonia,"LeapIN is a solution to start and remotely run your location independent company online, in Estonia / Europe. We handle incorporation, banking, accounting, taxes and compliance. Powered by Estonian e-Residency. The ecosystem must take care of the support functionality so that you can focus on doing what you are good at. We use the best-of-breed components of the Estonian (the EU) ecosystem, glue them together with our magic, and create a self-service-based, highly automated company management solution that fits the needs of millions of thinkers, enthusiasts, and startuppers around the world.",Tallinn,"remotely, relocation, transfer",,2015,www.leapin.eu,EE,,,
Weps,https://www.eu-startups.com/directory/weps/,Estonia,"Weps is a website builder that uses a chatbot to make building a website more intuitive. This allows people with no web skills to get their website up and running in less than 30 min. Weps’ Chatbot builds websites by asking yes-or-no questions from the user. There’s zero coding. No drag’n’drop interface. Weps structures and designs the website and users only need to fill in the blanks with pictures and content. Hosting, unique domain and support is included in the 6 euros per month. Weps works on any device.",Tallinn,"Website Builder, Chatbot, SaaS, Web development",,2015,www.Getweps.com,EE,,,
Metatask,https://www.eu-startups.com/directory/metatask/,Estonia,"Metatask is a flexible BPM & Workflow Software that helps organizations to increase efficiency by streamlining and managing business processes, reducing chaos, eliminating errors and delays.",Tallinn,"Workflow, efficiency, process",,2015,https://metatask.io,EE,,,
Eternet,https://www.eu-startups.com/directory/eternet/,Estonia,"Eternet provides Building Management System & Connection Vehicle Automation solutions to organizations that utilize IoT technologies within those 2 verticals. 

We allow organizations to centralize thousands of devices, and have the ability to create an infinite number of automations across them.

Helping them manage all of their devices in a single portal, and achieving significant efficiencies by creating intelligent workflows. In the meantime leveraging our AI recommendation engine to extract insights for further improvements.

An analogy could be: Eternet is to IoT devices, what Zapier is to software services",Tallinn,"AI, IoT, workflow, engine, devices, automation, vehicle",,2015,http://eternet.com,EE,,,
Veriff,https://www.eu-startups.com/directory/veriff/,Estonia,"We help banks, marketplaces, and other online businesses start trusting relationships with customers. Veriff is global, works on every device, and fits your onboarding flow without hurting conversion rates. 

We’re hiring! Want to improve the lives of billions of trustworthy people and work on incredible technology? Veriff.com/careers is open for superstars, both current and future.",Tallinn,"ID, identity verification, Fraud Prevention, Veriff, Tallinn",,2015,https://www.veriff.com,EE,,,
Drops,https://www.eu-startups.com/directory/drops/,Estonia,"Drops is the new way to learn a language that is unlike anything you’ve seen. It has a cult following and become the fastest-growing language learning app on iOS and Android. The short, visual games make language learning a fun part of your daily routine and not a chore, making it easy to learn one or more of Drops’ 30 languages.",Tallinn,"edTech, Languages, Drops, Tallinn",,2015,https://languagedrops.com,EE,"Drops was founded in 2015 by Daniel Farkas and Mark Szulyovszky, language obsessives who were sick and tired of the old way language was learned and believed in finding a better solution. With the mission to enrich your life through language, Drops is the language app of choice for learners of all ages and all levels.
Drops is proudly boot-strapped and has grown organically through word of mouth.",,
Robot Muralist,https://www.eu-startups.com/directory/robot-muralist/,Estonia,"Robot Muralist makes it easy to create uplifting Art media murals with sprayprinting robots. We provide a 90% GM service solution with unprecedented size, speed, and access to outdoor media, public art, and decoration industries. We sell our products and services and are building a print-on-demand marketplace.",Tartu,"art, robotics, media",,2015,https://www.robotmuralist.com/,EE,,,
NEXD,https://www.eu-startups.com/directory/nexd/,Estonia,Nexd is a SaaS AdTech that offers a creative management tool to build engaging digital ad campaigns that are effective and efficient. Nexd is focused on producing lightweight hyper-engaging creative experiences through its intuitive platform offering.,Tallinn,"Ad Server, Advertising, Advertising Platforms, Information Technology, SaaS, Software",No funding announced yet,2015,https://nexd.com/,EE,,,
HUGO.legal,https://www.eu-startups.com/directory/hugo-legal/,Estonia,SaaS-enabled marketplace of lawyers powered by AI. An Uber for lawyers.,Tallinn,"legal, lawyer, marketplace, contracts, AI",,2015,www.hugo.legal,EE,"HUGO is an Artificial Intelligence that can help with simple question of law, HUGO can help draft a contract and even help to resolve complex disputes. With challenging inquiries, HUGO matches the client’s needs to a qualified legal expert in their jurisdiction. HUGO.legal allows lawyers to be hired quickly, easily and at half the average market price.",,
Hosting Facts,https://www.eu-startups.com/directory/hosting-facts/,Estonia,"We are focusing on helping web developers, designers and small to mid sized businesses find web hosting provider to their website. We analyse web hosting providers based on uptime (percentage), page load speed, customer support quality and price. We do our best to test & find the best performing web hosting companies.","Estonia, Tallinn.","web developers, designers, hosting",,2015,https://hostingfacts.com,EE,,,
Apifonica,https://www.eu-startups.com/directory/apifonica/,Estonia,"Apifonica is a high load cloud communications platform that allows companies to automate their relations with customers. With its voice- and text-based conversational bots, the platform automates B2C communications over the phone, SMS, and popular messaging apps in 150+ languages. A modern API interface facilitates platform integration with any software. We have offices in Estonia, Poland, and Latvia. Our servers are hosted on Amazon.",Tallinn,"PaaS, Sms Marketing, Operations Management, Communication Service, Marketing Automation, Sales Automation, Cloud Based, Telecommunication, Bots, Customer Acquisition",No funding announced yet,2015,https://www.apifonica.com,EE,,,
Terratra OÃ,https://www.eu-startups.com/directory/terratra-ou/,Estonia,Expand your business on a global scale,Maardu linn,"Translation,Subtitling,Voice Over,Localisation",No funding announced yet,2015,https://terratra.com/,EE,We offer all of our clients the best quality language and media services and at reasonable costs. Our goal is to provide large and small companies with high quality translations and to help break down language barriers around the globe.,,
Facelet,https://www.eu-startups.com/directory/facelet/,Estonia,"Facelet — touchscreen kiosk & digital signage software. Facelet helps: Engage visitors and convert it to customers Promote product and services, Build omnichannel experience, Sell more (Endless aisle), Create immersive experience, Empower personnel.

Our customer are: Retailers, Banks, Insurance companies, Hotels, Restaurants, Cinemas, Museums, Exhibitions, Zoos, Aquariums, Hospitals, Educational institutions.

Facelet brings kiosk and digital signage experience to physical locations quickly and easily using standard Apple hardware.",Tallinn,"touchscreen kiosk, digital signage software",No funding announced yet,2015,www.facelet.com,EE,,,
Brainbean Apps,https://www.eu-startups.com/directory/brainbean-apps-2/,Estonia,"Brainbean Apps is a full-cycle and full-stack mobile software development company. While creating applications for Android and iOS, IoT and wearables using various frameworks and approaches, we also take care of design, infrastructure, and quality assurance. Let us accompany your product from idea to publishing and warranty support.

We are experts in Home automation, Consumer Electronics, Automotive and IoT software development.",Tallinn,"software development, app development",No funding announced yet,2015,https://brainbeanapps.com/,EE,,,
TravelUnion,https://www.eu-startups.com/directory/travelunion/,Estonia,"Unthink Travel.

We're embarking on a journey that will redefine business travel. We welcome you to join us.",Tallinn,"travel, business travel, travel tech",,2015,www.travelunion.net,EE,,,
Insolvo,https://www.eu-startups.com/directory/insolvo/,Estonia,"Insolvo is a freelance marketplace platform with a strong emphasis on speed, security, and simplicity.

There are many different tasks and jobs, ranging from IT, design, and data analysis to writing texts/articles, photo processing, animations, and various simple tasks.

Every freelancer can find a task up to their skills and every task can be solved with a proper freelancer.",Talinn,"Freelancers, Platform, Freelance, AI",No funding announced yet,2015,https://insolvo.com,EE,,,
Teamscope,https://www.eu-startups.com/directory/teamscope/,Estonia,"The teamscope platform combines big data analytics withscientific testing to analyze teams and help team leaders make better hiring decisions. Our unique algorithm analyzes the values, personality characteristics, and core competencies of team members to first profile the existing team. Based on that, the platform recommends what characteristics to look for in a candidate and evaluates how well each candidate fits in with the role and the team. The platform then generates a detailed behavioral profile and interview guide for each candidate to help the hiring manager choose the best person for the team.","Tallinn, Harjumaa","Analytics, Artificial Intelligence, Big Data, Human Resources, Recruiting",Between €1 million-€ 2.5 million,2015,[email protected],EE,,,
Wolf3D,https://www.eu-startups.com/directory/wolf3d/,Estonia,"Wolf3D is on a mission to bring humanity into VR. They imagine a world where we can create authentic relationships and connections with friends, family and colleagues in virtual reality.",Tallinn,"3D Technology, Augmented Reality ,Gaming, Mobile, Virtual Reality",Between €2.5 million-5 million,2014,wolf3d.io/,EE,,,
Nordic Automation Systems,https://www.eu-startups.com/directory/nordic-automation-systems/,Estonia,"Customer Problem:
Utilities and users have tedious task of taking the water/gas/
heat/ electricity meter readings monthly. It is related to high
costs for Utilities and it is boring to customers. Existing
technologies are not suitable for dispersed settlement areas and smaller apartment buildings. Nordic Automation Systems solves this problem with its LoRa IoT devices and network equipment. Additionally, utilities get hourly usage data for analysis and optimisation.
Product/Services:
LoRa sensors, GW and platform services - full vertical. New LoRa technology is mature and vertical offering lowers cost and gives utilities jump-start for offering services to their customers. Our products save meter reading collection costs while giving consumption dynamics of the valuable resources. The proof of the success is hundreds of requests and trial orders from our website alone.
Target Market:
Currently we supply our products and services to all markets to build up the pipeline, while setting the focus to the specific markets within few months to meet the targets for 2017. Typical customer segments are Utilities, System integrators, ISP-s and Telcos.",Tallinn,"Utilities, IoT, Predictive Maintenance, Smart Cities",,2014,www.nasys.no,EE,"IoT LoRa full vertical solutions provider, manufacturer of Nodes, Gateways and Cloud backend.
Nordic Automation Systems is an industrial automation company. We believe in the world with precise data and less tedious repetitive manual tasks. We create sensor technologies, data analysis and monitoring solutions. LoRa® technology enables us to provide end-to- end LoRaWANTM - smart metering, smart monitoring, smart city and industrial IoT applications.",,
Jobbatical,https://www.eu-startups.com/directory/jobbatical/,Estonia,"Jobbatical connects top tech, creative, and business talent with businesses and governments building diverse, high-performing teams. The company's global user-base has 270,000+ experienced technology, business, and creative professionals. In addition to the seamless AI, there's also a dedicated sourcing team to ensure the quality of the candidates. Jobbatical also offers immigration and relocation services in 45+ countries.",Tallinn,"HR Tech, Screening Solution, Recruiting, AI",,2014,jobbatical.com,EE,,,
Peppertix,https://www.eu-startups.com/directory/peppertix/,Estonia,Booster for ticket-sales. We created a tool to amplify the social aspect of the event - we engage people to share the content by offering them a discount or another sort of a bonus,Tallinn,"ticket sales, events",No funding announced yet,2014,https://peppertix.com/,EE,,,
Tebo,https://www.eu-startups.com/directory/tebo/,Estonia,"Tebo – Teachers'​ Book – is an online platform where teachers can create interactive learning content as well as use resources created by other teachers. All of the learning materials, including interactive tests and exercises, can easily be shared with the students from the Tebo platform.
Tebo is a digital assistant teacher that gives you all of the necessary tools to spark students'​ interest, make your lessons even more engaging and get results.",Tallinn,"e-Learning, EdTech, Learning Content, Digital Teacher Assistant",,2014,www.tebo.me,EE,,,
Ampler Bikes,https://www.eu-startups.com/directory/ampler-bikes/,Estonia,"Ampler is a light electric bicycle for the urban commuter. Our light e-bike removes physical barriers, such as hills and wind from cycling, making it more accessible and enjoyable.",Tallinn,"bike, cycling, e-bike",,2014,https://amplerbikes.com/,EE,,,
Guaana,https://www.eu-startups.com/directory/guaana/,Estonia,"Guaana is a platform for running online challenges, managing the selection process for accelerators, and processing innovation within a company. Where ever information is submitted via a form and needs reviewing, wherever people are struggling with a spaghetti solution of Google Forms, Google Sheets, Typeform, Excel, and email, we can bring streamlined efficiency and great UX.",Tallinn,"Data Science, Selection Process, Spaghetti Solution",,2014,www.guaana.com,EE,,,
MRPEasy,https://www.eu-startups.com/directory/mrpeasy/,Estonia,"MRPeasy is cloud-based, affordable and user-friendly, self-service production planning software for small manufacturers (10-200 employees).",Tallinn,"Manufacturing Software, ERP, MRPEasy, Tallin",,2014,www.mrpeasy.com,EE,,,
Sorry As A Service,https://www.eu-startups.com/directory/sorry-as-a-service/,Estonia,"Sorry as a Service is one-of-a-kind platform that allows companies to up their customer experience game and send personalized delights to their customers right through the good ol’ post. All of this at a touch of a button with the help of our technology. In turn, they can minimize any damage from a faux-pas, and express their human side by making their customers happy. Everybody wins!

Sorry As A Service is the winner of Garage48 Pärnu 2014. Our team is based in London, Tallinn, Riga and Paris, and is simply passionate about creating more client success stories.",Tallinn,"Customer Service, Subscription, SaaS, Sorry As A Service, Tallinn",,2014,www.sorryasaservice.com,EE,,,
AddGoals,https://www.eu-startups.com/directory/addgoals/,Estonia,"- Explore fun ideas nearby or in planned destination
- Find the best locations to your favourite activities
- Keep your experiences in one place and share these with your friends
- Explore other like-minded people and join micro communities that are on your wavelength",Tallinn,"TravelTech, Adventure Planner, Social Media, Travel, AddGoals, Tallinn",,2014,www.addgoals.com,EE,,,
Fundwise,https://www.eu-startups.com/directory/fundwise/,Estonia,"Fundwise is a crowd investment platform for small to medium businesses in the CEE region. Funding hardware, consumer products, ICT, energy & clean tech and gaming projects. Brought to you by the people who built Hooandja – the CEE region’s first non-profit crowdfunding platform.",Tallinn,"Equity Crowdfunding, Funding, Invest, Fundwise, Tallinn,",,2014,www.fundwise.me,EE,,,
Pocopay,https://www.eu-startups.com/directory/pocopay/,Estonia,"Pocosys is building a banking as a service engine that allows launching banking products in 1–2 months with a cost of €1–2 per client. With us, you can issue white label cards, create modern payment solutions, harness a powerful loyalty program or even launch a neobank.",Tallinn,"FinTech, Banking, White label, Pocopay, Tallinn",,2014,www.pocopay.com,EE,,,
Folderit,https://www.eu-startups.com/directory/folderit/,Estonia,"Intuitive & Secure cloud-based document management system for small to medium businesses.
The easy way to Store, Share, Remind and Find digital documents with Metadata and Approval workflow. Low fixed price for the whole company -- no additional fees per user!",Tallinn,"Document Management, HR Tech, Data Protection",,2014,https://www.folderit.com,EE,,,
Turnit,https://www.eu-startups.com/directory/turnit/,Estonia,"Turnit is a travel technology business with over 20 years of experience in the field. Intercity travel industry stakeholders who use complex multi-leg route management, dynamic pricing, and cutting-edge sales methods benefit from our mission-critical software technology and consultancy. The platform, which is provided as a comprehensive service and includes off-the-shelf functionality, handles over 10 million seat reservations every year. Over 40 operators use our services throughout the world, including industry giants like Transdev, Nettbuss, and Lux Express.",Tartu,"Information Services, Information Technology, Public Transportation, Reservations, Ticketing, Transportation, Travel",Between €1 million-€ 2.5 million,2014,http://www.turnit.com,EE,,,
CoinsPaid,https://www.eu-startups.com/directory/coinspaid/,Estonia,"CoinsPaid is a crypto-financial ecosystem that includes a cryptocurrency wallet, payment processor, exchange with an OTC desk, and a business hot wallet system.
Pay and accept cryptocurrency payments.
Bitcoin and other digital currencies can be stored and exchanged here.
Our Mission: To make the world of crypto payments more enjoyable and simple.
Our mission is to offer secure cryptocurrency payment options that work in tandem with the existing economy.",Tallinn,"Bitcoin, Cryptocurrency, Financial Services, FinTech, Payments",No funding announced yet,2014,https://coinspaid.com/,EE,,,
TravelLine,https://www.eu-startups.com/directory/travelline/,Estonia,"TravelLine is a global software firm that develops cutting-edge management tools and beautiful websites for the hospitality industry.
With our unique cloud-based management systems, we've helped over 7000 hotels around the world optimise process and enhance online sales since 2008.
Our team of skilled developers has also created over 450 hotel websites, ensuring that our clients' online traffic and earnings are maximised.",Tallinn,"E-Commerce, Hotel, Internet, Online Portals, Travel",Between €100K-€500K,2014,https://travelline.pro,EE,,,
Funderbeam,https://www.eu-startups.com/directory/funderbeam/,Estonia,"Funderbeam serves investors from 129 countries and companies from Europe and Asia. Funderbeam Marketplace offers live and direct auto-match trading, allowing buyers and sellers to interact 24/7, 365 days a year. Trade settlement is revolutionised with a T+10 minutes cycle offered uninterruptedly.The company has investment firm licenses from the UK, Estonia (EEA) and Singapore; Singapore is additionally the home for its trading licences. 
Funderbeam was founded in 2013 and is led by Kaidi Ruusalepp, a former CEO of Nasdaq Tallinn Stock Exchange and Central Securities Depository. Funderbeam has offices in London, Singapore, Copenhagen, Tallinn and Zagreb.",Tallinn,"Investment Platform, Data Intelligence, FinTech, Investing, Trading",No funding announced yet,2013,https://www.funderbeam.com/,EE,,,
EstateGuru,https://www.eu-startups.com/directory/estateguru/,Estonia,EstateGuru is a cross-border marketplace for short- and mid term property loans in Continental Europe.The EG business model with mortgage-backed loans is an interesting way of investing in the real estate-related asset class.,Tallinn,"Commercial Real Estate, Crowdfunding, Finance",,2013,www.estateguru.co,EE,,,
Chaga Health,https://www.eu-startups.com/directory/chaga-health/,Estonia,"One of the founders of Organic Estonia NGO Siim Kabrits, who successfully exported Estonian wild berries to Asia, founded Chaga OÜ in 2014. Soon after, his aunt, former doctor of the ear-nose-throat Anu Adermann, who also ran a pharmaceutical company, joined the company.",Estonia,"Food Supplements, Healthcare, FoodTech",,2013,https://chagahealth.eu,EE,,,
