name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,country,linkedin
Invie Traditia Crafts,https://www.eu-startups.com/directory/invie-traditia-crafts/,Romania,"Invie Tradiția is a store of traditional Romanian products that have been in the homes of Romanians for hundreds of years: ceramics and clay, wood products, leather products, decorations and furniture, traditional clothing, and objects of worship for the soul.

It is said that people without traditions are people without a future. Many times, however, we forget it and let ourselves be stolen away by the modern world. Indeed, technology has many benefits: we live longer, faster, and more efficiently. But are we richer when we are further away from our loved ones?

This is how Invitia Tradiția appeared, a project that brings a little bit of the soul of every Romanian craftsman, the energy of the village, and our history and wealth into the hearts and homes of each of us. It is a project that does not want an online store but a popular fair reinterpreted to be accessible to anyone.",,"Bucuresti, Bucuresti","Crafts, E-Commerce, Marketplaces",No funding announced yet,2017,https://www.invietraditia.ro,,RO,
Monitask,https://www.eu-startups.com/directory/monitask/,Romania,https://www.eu-startups.com/directory/?wpbdp_view=submit_listing,https://www.eu-startups.com/directory/?wpbdp_view=submit_listing,Cluj-Napoca,time tracking,,2017,https://www.monitask.com/,,RO,
VECTOR BUSINESS APPS,https://www.eu-startups.com/directory/vector-business-apps/,Romania,"We are developing VR & XR apps, dedicated to B2B market covering 3 main areas: 
- Learning & Development / Wellbeing / 3D Management
Additionally, we offer Immersive Sales, Recruiting & Onboarding apps.
Moreover, we have developed 3 platforms hosting 177 digital apps covering over 12 management areas. 
Vector Business Apps is part of a group of 2 companies. The second company is Total Capabilities Center specialized in training & development programs.",,Brasov,"VR, XR, 2Dapps, learning, businessintelligence",No funding announced yet,2017,https://vector-app.com/,,RO,
Code of Talent,https://www.eu-startups.com/directory/code-of-talent/,Romania,Code of Talent is a microlearning platform for corporates and educational institutions. Make digital learning work. Instantly and profitably. Code of Talent is an award-winning microlearning platform that really works.,,Bucharest,"E-Learning, Education, Information Technology, Online Portals, Software, Training",Between €100K-€500K,2017,https://codeoftalent.com/,,RO,
Prokuria,https://www.eu-startups.com/directory/prokuria/,Romania,"Prokuria provides cloud-based sourcing and procurement solution that helps organizations automate procurement and achieve cost and time savings.
Unlike traditional never-ending emails and frustrating excels on one hand and very complex and expensive platforms on the other, Prokuria is fast to start, easy to use and cost-effective.","Prokuria provides cloud-based sourcing and procurement solution that helps organizations automate procurement and achieve cost and time savings.
Unlike traditional never-ending emails and frustrating excels on one hand and very complex and expensive platforms on the other, Prokuria is fast to start, easy to use and cost-effective.
RFIs, RFPs & RFQs, Sealed Bids
• Sourcing events without hassle
• Monitor in real-time your suppliers and their responses
• Powerful questionnaire
e-AUCTIONS
• Cut costs and save time. One-page set-up, real-time supplier tracking, audit trail, highly flexible set-up.
• Reverse, Forward, Dutch Auctions
• Advanced and innovative auctions: Dynamic Allocation Auction, Individual item bid, Custom parameters auction.
Purchase Requests / Purchase Orders
• Bring all your purchasing workflows online: automate, organize, audit and report.
• Custom approval flows to match your organization hierarchy
• Flexible set-up tailored to your organization process
SUPPLIERS MANAGEMENT
• Keep your suppliers engaged and happy
• Easy to manage & track your suppliers
• Supplier onboarding portal
All of us are unique, have different needs, and so do our companies. Prokuria is easy to customize to your special requirements like approval flows, auditing or custom user rights and fast to integrate with your website, email server and IT ecosystem.
Learn how fast and easy it is to automate your procurement by visiting www.prokuria.com",Bucharest,"Sourcing, Procurement, eProcurement, Consulting, RFQ, RFP, RFI, RFX, Auctions, e-Auctions, Purchase Request, Purchase Order, Approval Flows, Flexible Set-up,Dynamic Allocation, Individual Item bid, Customizable, Events, Real-Time Supplier Management, Supplier Networks, Supplier Platforms, Suppllier Onboarding, Supplier Engagement, Services Procurement, Cost Management, Supply  Chain, Outsourcing",,2016,https://www.prokuria.com/,,RO,
Postis,https://www.eu-startups.com/directory/postis/,Romania,"Established in 2016, Postis is the first Romanian LogTech startup to disrupt traditional ways of doing things in logistics, transportation and retail sectors through the use of IT technologies - open digital platforms, machine-learning algorithms, data analytics and process automation. 
Launched commercially in 2017, the Postis Platform connects at systems level retailers, eCommerce actors and 3rd party logistics suppliers with all significant distribution and delivery companies from Romania and Central and Eastern Europe. Through its technologies, Postis helps companies to optimize their supply-chains and achieve productivity growth, streamlined operations, cost optimizations, business model transformation, up-scaling, or fast territorial expansion. Postis Platform is currently used by more than 100 local companies and international enterprises, among which Auchan, Carturesti, Cora Hypermarche, Flanco,  Ikea, Intersport, KLG, Noriel, Secom, Schmitz-Cargobull, Vivre.","Postis is the first startup in Romania to create a digital solution to streamline the entire supply-chain processes for greater efficiency, full predictability and total transparency.
Starting 2016, the company built a platform that bridges ERP, WMS and TMS systems, e-commerce platforms and marketplaces, to seamlessly orchestrate data traffic up and downstream the supply-chain in order to optimize the transport planning and automate the allocation of best delivery option.
Based on data aggregated from all parties involved in the supply-chain, Postis Platform offers unique features that no siloed system can deliver by itself:
›	Carriers integration with automated best delivery option selection
›	Seamless integration for any type of carrier (couriers, transporters, own fleet), local or international
›	Supplier agnostic, real-time advanced delivery management
›	Real-time carriers’ performance analytics
›	Integrated track & trace and delivery management
›	Predictive, smart replenishment
›	Centralized last-mile distribution management
›	Returns (cash, refusals, returns, package recycling) management
›	Customer feedback & rating
›	Integrated analytics and dynamic optimization scenarios
›	Streamlined user experience, regardless the supplier
Around our platform, we developed an open ecosystem of retailers, logistics integrators, e-fulfillers, warehouse operators, transporters, couriers and technology providers, all integrated to accelerate the supply-chain digital transformation and generate industry best practices that make the shipment of goods from warehouses to homes simpler, faster, easier, less expensive, more eco-friendly for everybody. This way, Postis is a promoter of digital transformation of the entire supply-chain and helps the entire market grow.
Fueled by large data sets, data science and automation algorithms, Postis Platform generates fast results with long term impact:
›	Zero Euro entry cost - no capex, no consultancy fee, no integration cost, no scouting for logistics suppliers
›	Zero-day activation - turnkey access to 50+ delivery options in covered territory, up to 14 days for courier implementations in new geographies
›	-10% minimal reduction in delivery budget, up to -25% depending on supply-chain complexity and product catalogue, starting the first month after implementation
›	-20% average reduction in refusals on delivery
›	-25% reduction of deliveries outside the promised deadline, in some territories
›	-25% average reduction of call center calls for delivery details or complaints, starting the second month after implementation
›	+5-15% growth in operational efficiency along the entire logistics chain (less errors, no re-work, no manual data processing)
›	+25% growth in customer satisfaction, only from the best transport option allocation and improved related processes
Based on its success in Romania, Postis is currently accelerating its international expansion and is preparing a new Series A funding round.",Bucharest,"LogTech, Courier Aggregation, Delivery Management, Supply-Chain Optimization, Process Automation, Machine Learning",Between €1 million-€ 2.5 million,2016,www.postis.eu,,RO,
Traista App,https://www.eu-startups.com/directory/traista-app/,Romania,"Traista App is the place where everyone can post lost and found items, dogs, cars, girlfriends, dreams, etc. Since everyone loves saving money, we hope, we decided to add the ability to post shopping deals on your phone, on a map. This is social shopping done right.

We discussed with local businesses, who have had a hard time posting ads online, and on mobile platforms. Our solution gave them hope, and were thrilled how easy it was to post an ad using the app.

In a few clicks, your business and promo, is placed on the map, and ready to be shared with, and by everyone. If you have a team that manages your online profile, this is a great additional marketing channel for active shoppers already in the area. This is mapvertising.",,Bucharest,"Advertising, Marketplaces, Mobile, Social Media, Travel",No funding announced yet,2016,http://traista.com,,RO,
MissionCritical,https://www.eu-startups.com/directory/missioncritical/,Romania,"Mission Critical – Virtual WorkForce – RPA technology provider that offers the fastest implementation time. Think Robots off the Shelf. It just works! —– Mission Critical offers companies the opportunity to “recruit” a digital workforce in the form of reusable software robots, alongside their human resources. This technology, based on artificial intelligence, can quickly perform various repetitive processes that can be standardized and automated, in order to save time for employees and allow them to focus on more complex activities.",,Bucharest,"Services, Software, technology information",No funding announced yet,2016,http://www.missioncritical.ro,,RO,
SocialBee,https://www.eu-startups.com/directory/socialbee/,Romania,"Tools, Humans, and Bees – to Get You More Leads from Social Media.

n our previous startup, we used social media to grow our user base. But we needed to use multiple exiting tools that did not communicate with each other, along with internally built scripts, and a bit of manual work to get the best results.

We thought there must be a better way, but when we did not find one, we decided to build one ourselves.

SocialBee was born (in June 2016) from our need to share our growing library of evergreen content across all our social profiles, to grow our following, and to engage with them to convert them into leads.

This was SocialBee’s first office. A tiny room where we first built SocialBee.",,Cluj-napoca,Advertising Networking Online Marketing Social Media Software,No funding announced yet,2016,http://www.socialbee.io,,RO,
PayByFace,https://www.eu-startups.com/directory/paybyface/,Romania,"Carrying your debit and credit cards everywhere you go can easily be lost or stolen and the 4-digit PIN is not very secure. PayByFace is like an Uber app for making payments when you go shopping! You no longer need to carry your cards or cash, simply use our proprietary face recognition cardless payment app and just take a selfie to buy things at participating merchants around town.
PayByFace allows consumers to simply use their own face as a means to buy and sell goods and services. We can offer merchants an upgrade to use our cardless face recognition payment processing system that integrates into most current POS systems.",,Bucharest,"Financial, Mobile, Software",No funding announced yet,2016,http://www.paybyface.io,,RO,
NotoVox,https://www.eu-startups.com/directory/notovox/,Romania,"We have developed a novel way to improve the quality and cost of care with fast, intuitive and accurate medical coding.
NotoVox provide physicians with a one-stop solution for full medical documentation, leading to a simple, clear and cost-effective way of communicating information within the healthcare system through numbers (computer-recognizable codes). This translates into better care (outcomes and patient satisfaction), improved population health management, lower healthcare costs, and brings the joy of medicine back to physicians (Quadruple Aim).",,Bucharest,"Big Data, Health, Software",No funding announced yet,2016,http://www.notovox.com/,,RO,
Chili Piper,https://www.eu-startups.com/directory/chili-piper/,Romania,"Chili Piper helps businesses help their buyers, starting with our solution Web Concierge – typically, people interested in your business have to wait hours or days after filling out a form, but not anymore. Our intelligent assistant offers them a simple way to book a meeting, request a phone call or start a live chat immediately upon form submission.
Unlike the traditional method of inbound lead management, Chili Piper uses smart rules to qualify and distribute leads to the right reps in real time. Our software also allows companies to automate opportunity distribution from their SDR’s to their AE’s, and book meetings from their marketing campaigns and live events.
Companies like Square, Twilio, DiscoverOrg, SalesLoft, and SiriusDecisions use Chili Piper to create an amazing experience for their buyers, and in return experience higher conversions for their business.
Chili Piper is focused on helping Sellers help their Customers – building a new category we call Customer Tech.",,Bucharest,"Communications, Online Marketing, Services, Software",No funding announced yet,2016,http://www.chilipiper.com,,RO,
Eyeware,https://www.eu-startups.com/directory/eyeware/,Romania,"Eyeware offers solutions for using eye tracking information in real-world interactions, by capturing user attention, intention, and interest. Using patent-pending computer vision algorithms, Eyeware increases human-machine engagement.
Eyeware develops patent-pending 3D eye tracking software for depth sensing cameras, allowing gaze tracking in 3D remotely, using consumer 3D cameras. Our innovative 3D eye tracking enables real-world interactions, capturing user attention, intention, and interest.",,Bucharest,"3D Technology, Artificial Intelligence ,Automotive",No funding announced yet,2016,http://www.eyeware.tech,,RO,
iNERGY AGTECH,https://www.eu-startups.com/directory/inergy-agtech/,Romania,"iNERGY AGTECH was founded to tackle the challenges we are all facing in the cities we live in: lack of healthy food and natural ecosystems. With the aid of sensors, automation and predictive modelling and the latest innovations in the horticulture, IoT and manufacturing, our smart green infrastructure allow anyone to grow more(health) with less(resources), anywhere.
With a business model focused on delivering immediate benefits in terms of resource & time use, the hybrid hydroponic technologies we develop and implement are able to provide constant high yields, with an immersive and interactive experience based on education & awareness. For growers, it means more profit and less waste. For cities, it empowers ecologic and economic impact through nature, productive environments and increased life quality.
Furthermore, through our expert network of cleantech partners and academic specialists, we are engaging in a bottom-up innovation process, allowing us to build and implement custom solutions that maximise the benefits of productive systems, ecosystem services and any green initiative in cities and buildings.",,Bucharest,"waste, cities, IoT",No funding announced yet,2016,http://www.inergy-agtech.com/,,RO,
Airis Vision,https://www.eu-startups.com/directory/airis-vision/,Romania,"Airis created a technology that can recognize and localize objects and concepts in photos, videos and live streams. Their product is a Visual recognition Analytics Tools solution. It can recognize and classify objects in real time, using only one core of the CPU processor and also locate and track this objects.",,Iasi,"recognition, analytics, classify",,2016,http://www.airisvision.com/,,RO,
Planable,https://www.eu-startups.com/directory/planable/,Romania,"Planable helps agencies and marketing teams to plan, create, approve, and publish social media content, 6X faster. With Planable we support social media managers, content and communication teams to collaborate worldwide, without using countless spreadsheets and never-ending email threads. Every feature of our platform was carefully chosen to streamline the approval process and make team collaboration simple and visual.",,Bucharest,"Social media management software, collaboration tool, content management",Between €500K-€ 1 million,2016,https://planable.io/,,RO,
HBS Consultancy,https://www.eu-startups.com/directory/hbs-consultancy/,Bulgaria,"HBS Consultancy is the top international recruitment agency in India, Nepal, Bangladesh and Sri Lanka providing complete staffing solutions across the world. To be a global HR consultancy, it makes sure that candidates fulfill all the requirements first and clients demand too. HBS consultancy has a strong presence in Asian countries with a strong database of candidates mainly from India, Nepal, Bangladesh & Sri Lanka. We understand our clients commercial commitment towards successful deployment and aim to be well-satisfied with recruitment services or manpower services and by bearing the burden and sharing the risk.
Our recruitment process is finding and attracting the potential resources for filling up the vacant positions we receive from our clients. It sources the candidates with the abilities and attitude, which are required for achieving the objectives of an organization. After that the process of identifying the job vacancy, analyzing the job requirements, reviewing applications, screening, shortlisting and selecting the right candidate are followed by our team of experts/consultants. We are also responsible for candidate selection, visa processing, flight ticketing, insurance and other legal documentations and finally deployment of candidates towards their destination.
Basically, we source professional, skilled, semi-skilled and unskilled people from India, Nepal, Bangladesh, Sri Lanka & the Philippines as a top job consultancy in the global market. Our services are offered all over the world with an emphasis on countries like the Middle East, Far East, Europe.
We extend our manpower recruitment services to various industries such as –
Oil & Gas Recruitment
Hotel & Catering Recruitment
EPC Recruitment
Healthcare & Nursing Recruitment
Construction & Infrastructure Recruitment
Steel Industry Recruitment
Driver Recruitment
Retail & FMCG Recruitment
Logistics Recruitment
Security Guard Recruitment
Marine & Offshore Drilling Recruitment
Aviation Recruitment
Mining Recruitment
Hospitality Recruitment
Warehouse Worker Recruitment

If you are looking for blue or white-collar recruitment, then HBS is the best choice for clients.
Contact us any time for the life long partner from Asia!!!!!!!",,Sofia,"recruitment agency, employment agency",No funding announced yet,2016,http://www.hbsconsultancy.com,Active,BG,https://www.linkedin.com/company/hbs-consultancy
InnoPlanner,https://www.eu-startups.com/directory/innoplanner-2/,Romania,"InnoPlanner is an affordable professional interior design platform written using today's technology to make life easy for designers. It represents the modern-day alternative to the older technology KBB (Kitchen, Bathroom and Bedroom) design software packages that have been in the market for many years.",,Bucharest,"design, interior, software",,2016,https://www.innoplanner.com/,,RO,
Pago,https://www.eu-startups.com/directory/pago/,Romania,"Pago is the smart way to manage your bills: get them all in one app, organised by due date in one screen and pay them in a few seconds, anytime, anywhere.",,Bucharest,"FinTech, Online Payments, Bills Management",,2016,www.pago.app,,RO,
TalentBrowse,https://www.eu-startups.com/directory/talentbrowse/,Romania,"TalentBrowse is the online platform that provides employers with ready to hire IT candidates, vetted by recruitment agencies, while offering IT specialists the best career opportunities focused on their expectations.",,Bucharest,"talent, hr tech, hiring",,2016,http://www.talentbrowse.com/,,RO,
BOX2M,https://www.eu-startups.com/directory/box2m-engineering-s-r-l/,Romania,Industry 4.0 (Industrial IoT and cloud) technologies for energy & utilities vertical.,"BOX2M provides monitoring automation solutions for energy and utilities infrastructures, despite their usage (factory, multipurpose buildings, retail & warehouses, smart cities).
Solutions eliminates significantly manual intervention, reduce the costs with energy purchasing and decrease the maintenance CAPEX and OPEX.
We have currently a solid stock of proprietary equipment and can supply up to 8-10 factories, medium size.
Considering the economical situation, BOX2M discounts the necessary CAPEX for any new project with 35% and provides the possibility of moving costs to a recurrent model only, quarterly or yearly based.
For details drop a message at [email protected].",Bucharest,"industry 4.0, energy, utilities, IoT",No funding announced yet,2016,www.box2m.com,,RO,
EverToys,https://www.eu-startups.com/directory/evertoys/,Romania,"Evertoys is a game changer in the toy industry. Instead of buying toys, parents pay for a flat-fee subscription which gives them access to a library of toys, for a mere monthly cost. This way, if the children get bored by their playthings, they can just change them for something newer whenever they want. The Evertoys philosophy is aligned with the growing trend of the Sharing Economy, by which it is easy for every child to have the most relevant toy and game at the right time in their development.",,Bucharest,"EdTech, KidTech, Toys Subscription, EverToys, Bucharest",,2016,https://ever.toys,,RO,
Typing DNA,https://www.eu-startups.com/directory/typing-dna/,Romania,"Recognize people by the way they type. TypingDNA provides proprietary A.I. based typing biometrics technology (a.k.a. keystroke dynamics) to truly identify users by the way they type on their keyboards.

Customers choose TypingDNA because of the quick-to-integrate approach via API and outstanding typing pattern matching accuracy.",,Bucharest,"AI, Biometrics, Identity Validation, Typing DNA, Bucharest",,2016,https://www.typingdna.com,,RO,
Octavic PTS,https://www.eu-startups.com/directory/octavic-pts/,Romania,"Octavic's mission is to deliver the best decision-making framework in
the industry by offering real-time insights from manufacturing
processes. As a young and dynamic startup, our solution is quickly being
adopted by the pharmaceutical, automotive, and other manufacturing industries all around the world. To find out more about us, see https://octavic.dk",,Oradea,"Industry 4.0, IIoT",No funding announced yet,2016,https://octavic.io,,RO,
Digitap,https://www.eu-startups.com/directory/digitap/,Romania,"Digitap is a team of visionary and hard working web game veterans that came together under the same purpose: to create the next game store, using web technologies. The current mobile games market is saturated and dominated by a select number of giant publishers, with crushing advertising budgets and expensive tools.",,"Cluj-napoca, Cluj","Casual Games, eSports, Social Network",Between €100K-€500K,2016,https://digitap.eu,,RO,
CODA INTELLIGENCE,https://www.eu-startups.com/directory/coda-intelligence/,Romania,"CODA Footprint is an AI-based, cloud-agnostic cybersecurity platform for MSPs and SMBs that aims to minimise the cost and complexity of vulnerability management. Continuous Vulnerability ManagementTM and Contextual Risk ScoringTM provide actionable risk insights and remediation solutions, saving time and money while finding and mitigating published and zero-day vulnerabilities.",,Bucharest,Artificial Intelligence,Between €500K-€ 1 million,2016,https://www.codaintelligence.com,,RO,
Oneest,https://www.eu-startups.com/directory/oneest/,Romania,"Since 2015 we design and develop complex and scalable software to support businesses in delivering faster, improving responsiveness, and enhancing quality for customers.","Oneest is a software company available worldwide, headquartered in Chisinau, the Republic of Moldova, a country well-known for cost-effective offshore and nearshore solutions. For 6 years we’ve developed digital solutions that automate business processes for our clients and bring value, with a portfolio of over 50 projects in different regions and industries, such as Telecom, FinTech, Automotive, HR Tech, PropTech, Aviation, Retail/E-commerce, Sport Tech, IoT, Legal, Crypto, Accounting.",Chisinau,"digital solutions, software development",No funding announced yet,2015,https://oneest.com/,,RO,
ReduceriExpres.ro,https://www.eu-startups.com/directory/reduceriexpres-ro/,Romania,"Bridging Advertisers and Customers in the Fashion, Accessories & Beauty niches trough Tech & Content.
Providing valid coupon codes, vouchers and up-to-date deals for the major online stores in Romania.","Bridging Advertisers and Customers in the Fashion, Accessories & Beauty niches trough Tech & Content.
Providing valid coupon codes, vouchers and up-to-date deals for the major online stores in Romania.",Iasi,,,2015,https://www.reduceriexpres.ro/,,RO,
SymphoPay,https://www.eu-startups.com/directory/symphopay/,Romania,"SymphoPay is designed for retailers who want to integrate all partner banks into one single payment terminal (either fix or mobile) which, unlike other solutions, is connected to a central platform capable to integrate marketing and loyalty campaigns in real-time, allowing the merchant to control the system through the online Merchant Management Panel.
We believe technology has the power to create engagement with every single interaction and thus open up new ways to connect the world.",,Bucharest,"Information Technology, Marketing, Payments",Between €1 million-€ 2.5 million,2015,www.symphopay.com,,RO,
MEDIjobs,https://www.eu-startups.com/directory/medijobs-2/,Romania,"MEDIjobs’s mission is to increase retention of medical specialists in Romania and improve the quality of health services through increasing the efficiency of recruitment and improving the experience both for candidates and for companies on the medical market.
MEDIjobs only provides offers that are aligned with the candidates’ experience and expertise, shortening the time needed for finding a job and avoiding unsuitable applications. All services offered by MEDIjobs for candidates are free of charge.",,Bucharest,"Career Planning, Employment, Health Care, Marketplace, Recruiting",Between €500K-€ 1 million,2015,www.medijobs.ro/,,RO,
CargoPlanning,https://www.eu-startups.com/directory/cargoplanning/,Romania,"Digital marketplace for freight forwarding processes. We offer an online collaborative platform (SaaS) that helps factories and retailers to run their transport activity more efficiently together with their forwarders. CargoPlanning has two main roles:
- the management role (as an ERP) - a factiry can manage, centralize and monitor its activity regarding shipments, carriers, documents, bidding process etc.
- the marketplace role - where a producer/retailer can search and find carriers for their shipments, can invite their own group of carriers to collaborate and organize auctions/tenders.

The three modules of the platform (CargoTender - for tendering processes, CargoPlanning - for day to day freight execution, CargoSlot - online calendar for loading and unloading planning) aim to improve the planning of the entire transport process: tendering, orders allocation, execution, tracking, carriers & documents management, payments.",,Iasi,"collaborative platform, SaaS",No funding announced yet,2015,https://cargoplanning.com/en/,,RO,
Adapta Robotics,https://www.eu-startups.com/directory/adapta-robotics/,Romania,"Adapta Robotics responds to the need for high-standard automation while offering the advantage of adaptable, easy-to-integrate automation, where humans & software solutions are not enough. By addressing diverse automation scenarios and problems in industries and environments where automation is challenging to be brought and their use cases not addressed by common, existing solutions, Adapta aims to ""enhance human potential through robotic solutions"".","The Adapta team seeks to increase business capabilities through comprehensively designed automated tools that incorporate computer vision, AI & cutting-edge hardware while simplifying the transition to automated processes & letting customers focus on adding value to their businesses. By providing high-performance automation solutions that are accessible to businesses and people, human resources are relieved of repetitive tasks, giving them the possibility to focus on more complex endeavors. Mindless, monotonous, or dangerous tasks should be executed by robots while people get to perform duties that help them reach their full potential.
Currently, in Adapta’s portfolio, there are two product lines both supporting automation efforts.
MATT, the smart device testing robot, covers issues throughout the device testing process (with a focus on touch screens and/ or buttons but not only) that humans & software solutions can’t solve or can’t handle. Supporting diverse scenarios and devices, MATT is now being used in industries such as: Automotive, Medical, Consumer Electronics, Manufacturing, Phone Refurbishment, R&D, Aerospace & Avionics, Smart Home Appliances.
Recently launched at Euroshop Retail Trade Fair, ERIS, the effective retail intelligent scanner, is the robot for the retail industry, helping retailers in bringing aid to their in-store associates through minimizing useless workload and reforming in-store operations to a better more efficient form supported by robotic automation. Both MATT and ERIS have a worldwide presence and are contributing to the automation of processes that have traditionally been carried out by humans.
Adapta was founded in 2015 out of the desire to “Enhance human potential through robotic solutions”,  by a team of 3 engineers working together in their university robotics hub. MSC. Graduates & Ph.D. candidates with well-established academic backgrounds & over 100 prizes participating in robotics competitions, the 3 founders specialize in Robotics, Engineering, Hardware & Software development. Starting as a corporate robotics department it spun off into an independent scaleup in 2021.",Bucharest,"Robotics, Automation, AI, Hardware",Between €1-€100K,2015,https://adaptarobotics.com/,Active,RO,https://www.linkedin.com/company/adapta-robotics/
MEDIjobs,https://www.eu-startups.com/directory/medijobs/,Romania,"EDIjobs is a digital marketplace which works as an eBay for scarce professionals working in big&growing markets, like healthcare specialists. Basically, it's a platform where healthcare specialists are connected to relevant employers who are competing to send them the best job offer and interview requests. Now we connect employers like clinics and hospitals to candidates or pharma companies to medical REPs. Very soon we will launch the vertical network which connects doctors to doctors, nurses to nurses and so on, where they can ask each other for advice, share useful or interesting articles or research, recommend patients to each other.",,Bucharest,"marketplace, health, pharma, professionals",,2015,https://www.medijobs.ro,,RO,
TravelFuse,https://www.eu-startups.com/directory/travelfuse/,Romania,TravelFuse – the first AI and descriptive programming-based ecosystem for Travel Agencies,"As one of Romania’s leading travel software companies, TravelFuse plays an important role in creating a digitalized, fully automated booking experience, both for travel agencies and travel suppliers all over the world.
Industry
Information and Communication Technology (ICT);
Software Engineering;
Artificial Intelligence & Machine Learning;
Descriptive Programming, Data Processing, Travel.
TravelFuse is the first descriptive programming-based Reservations Ecosystem dedicated to Travel Agencies. It introduces the most complex integration system to date which streamlines communication between the three main actors – travel agencies, suppliers, and consumers, while significantly reducing operational costs.
Modules
TravelFuse eCommerce – fully digitalized online travel shop;
TravelFuse CRM – search, proposal, and online booking tool for fast bookings;
TravelFuse AIR – real-time flights directly in your online travel shop;
TravelFuse Dynamic - a dynamic packaging solution that easily creates accommodation & flights packages;
TravelFuse BackOffice – ERP, AI, and ML driven back office, processes, and procedures management at all levels.",Brasov,"travel technology, online store, travel agency software",No funding announced yet,2015,https://www.travelfuse.ro/,,RO,
Symphopay,https://www.eu-startups.com/directory/symphopay-2/,Romania,"SymphoPay is a solution designed for retailers who want to integrate all partner banks into one single payment terminal (either fix or mobile) which, unlike other solutions, is connected to a central platform capable to integrate marketing and loyalty campaigns in real-time, allowing the merchant to control the system through the online Merchant Management Panel.",,Bucharest,"FinTech, Retail, Payment Solutions, Merchant Management Panel",,2015,www.symphopay.ro,,RO,
Re.flex,https://www.eu-startups.com/directory/re-flex/,Romania,"Motion tracking sensors that enable your patients to finish their last stage of the physical rehabilitation at home, under your team's supervision.",,Bucharest,"eHealth, Disabilities, Physiotherapy, Wearable, Healthcare, Re.flex, Bucharest",,2015,https://www.reflex.help,,RO,
Blugento,https://www.eu-startups.com/directory/blugento/,Romania,"Blugento is a complete ecommerce solution, built on the solid foundation of Magento that offers all the functions needed for an online store in a robust and easy to use solution, starting at 59 Euro/month.",,"Cluj-Napoca, Romania","ecommerce, foundation, store",,2015,https://www.blugento.ro/,,RO,
SmartDreamers,https://www.eu-startups.com/directory/smartdreamers/,Romania,SmartDreamers is an enterprise SaaS (Software as a Service) Solution that provides users with a one-stop shop or an all in one platform designed for Recruitment Marketing Automation.,"Back in 2014, SmartDreamers started with a small team and a mission to provide a better alternative to old-school, expensive and inefficient recruitment solutions using new technologies to tackle the growing talent shortage worldwide, bridging the gap between top candidates and employers.
Today, SmartDreamers offers end-to-end Recruitment Marketing Automation Software to help global companies reach, engage and attract better candidates, accelerating their Talent Acquisition and Employer Branding efforts.
Their platform, using AI and RPA, integrated with the most powerful social media and online channels available allows employers to Attract, Engage, Convert and Measure, while boosting their employer brand and reducing time-to-hire and cost-per-hire
Global players like IBM, Genpact, Audi and unicorn status startup like UiPath or Crowdstrike are using SmartDreamers to Accelerate their Talent Acquisition and in just 3 years more than 12.000 campaigns, reaching 57M candidates across 6 continents were built via SmartDreamers.",Bucharest,"SaaS, Online Shopping, Marketplace",,2014,https://www.smartdreamers.com/,,RO,
Niftio,https://www.eu-startups.com/directory/niftio/,Romania,"While there are a lot of presentation tools available on the market, each of them helps the user mainly in one stage of the presentation process. Tools focused on slide creation, tools focused on delivery or tools focused on engagement. But why not together? 

Niftio focuses on a complete presenter experience. We offer our users a wide variety of resources to help them in all the stages of a presentation. Designer made templates, smart pointer, audience q&a and in-app analytics are just a few features that make Niftio a great go-to app when a person has to create and deliver a presentation.

Niftio - a whole presentation platform",,Cluj-Napoca,"presentation tool, design",No funding announced yet,2014,https://niftio.com,,RO,
Simfony Mobile,https://www.eu-startups.com/directory/simfony-mobile/,Romania,"We are a European-based company of engineers and professionals with decades of experience in top international companies and Simfony united us around a common goal: provide companies from all industries and of all sizes with an open framework for designing, building, testing and operating IoT projects.
Simfony Mobile has been founded in Bucharest, Romania, by veterans of the telecom industry.
Our mission is to develop the capabilities required for devices, people and the web to interact meaningfully.","Simfony Mobile provides a versatile and easy-to-use IoT Cloud Platform, powering a wide range of solutions in multiple industries. By choosing our platform, companies will be able to pick and choose the building blocks needed for their future IoT projects, from global connectivity to data analytics, all based on a cloud-cost model. Simfonys out-of-the-box solutions are designed to increase business efficiency and ROI.
We also provide global connectivity, service creation and execution environments that allow our customers to only build the applications important to them. Along the IoT enablers we also tackle important problems in other telco verticals such as secure communications services and parental control.",Bucharest,"Open Framework, IoT, Connectivity",,2014,http://simfonymobile.com/,,RO,
