name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,linkedin,country,companyStatus
Mayer Charter,https://www.eu-startups.com/directory/mayer-charter/,Croatia,Hire private boat services in Trogir? Mayer Charter is an online marketplace which offers rental services at affordable prices. Feel free to contact us on +385 91 2518222 to know more!,Hire private boat services in Trogir? Mayer Charter is an online marketplace which offers rental services at affordable prices. Feel free to contact us on +385 91 2518222 to know more!,"Rimski put 28G, Trogir, Split, Croatia","boats, charter, online marketplace",,2018,https://www.mayer-charter.com/,,HR,
Alpha Sagittarius,https://www.eu-startups.com/directory/alpha-sagittarius/,Croatia,Autonomous Unmanned Aerial Systems,,Split,"UAV, UAS, Robotics, Automation, Software, Engineering, Design",Between €1-€100K,2018,http://aero-navis.com/,,HR,
FloorNap,https://www.eu-startups.com/directory/floornap/,Croatia,"FloorNap is a web service that unites any kind of accommodation whose price does not exceed the limit of 15 euros per night for one person, covering safety and hygienic aspects with easy availability. FloorNap allows the traveler to book affordable accommodation in a way that is fast and simple. The plan is to embrace the floor sleeping culture (in sleeping bags) and enable more affordable accommodation with a better location. We are guided by the principle of seeing and experiencing more for as little money as possible which rules the young travel community.","Throughout the recent years, the lodging business has been in full swing.
As a result, tourist agencies are becoming less and less desired. Most of the
popular online platforms have situated themselves well, and lately no new
innovation has been presented. This is our chance to offer something new to
the market. FloorNap is a web application which enables the finding of
low-budget accommodation in a quick and easy way. The idea is to provide the
simplest method of accommodation yet, the extreme case being to sleep in a
sleeping bag. Our vision is to create a large community of low-budget travelers
and to promote the Just sleep concept/idea of traveling. To see and travel
more with as few expenses possible.
Many young people have the need to travel somewhere with their friends
and when trying to fulfill that need, the budget is often the limiting factor.
The organization of a trip with friends is often done at the last minute, and
the price to stay at a better location is high. However, if we could encourage
the culture of sleeping on the floor (in sleeping bags), it would free up a lot
of room to stay at some simpler places within such a location. We wouldnt
limit the types of accommodation, but the prices. We want to encourage the
travelers to be mobile in a way that they wouldnt stay in such a location for
too long, but to change multiple places and discover more. On the other
hand, it will enable renters to gain more often returns in smaller sums. We
expect from the accommodations to satisfy the minimum hygiene requirements like a clean floor and a toilet.",Zagreb,"Accomodation, Lodging, Travel",,2018,www.floornap.com,,HR,
Beyond Seen Screen,https://www.eu-startups.com/directory/beyond-seen-screen/,Croatia,"Like Shazam, but for video.",,Zagreb,"Video, Shazam, Recognition",,2018,www.exrey.tv,,HR,
ZUS BeeOtics,https://www.eu-startups.com/directory/zus-beeotics/,Croatia,"Beekeepers are facing yearly colony losses of up to 40%, while normal and acceptable loss rates are 15%. Our company wants to change this negative trend. Our product is comprised of bacterial strains isolated from the intestines of healthy bees and proven by numerous studies to be crucial for the normal functioning of their digestive system and immunity. By applying our product once per year just before the beginning of the foraging season the intestinal bacterial balance is restored so the health and performance of the bees improve. It makes bees healthier, more numerous and more productive (30% gain in honey yield.)",,Rijeka,"bees, beekeeping, honey",,2018,https://www.zus-biotech.com,,HR,
Authland,https://www.eu-startups.com/directory/authland/,Croatia,"Our business model is based on operating as a marketplace for rural tourism (exclusively) tours and activities such as wine, cheese or olive oil tastings, gastro tours, hiking, kayaking, rafting or trekking tours, fishing tourism activities, history and culture museums entrances etc, in Croatia and then Europe. Primary revenue stream is commission fee-based model of online transactions between tourists and service providers which allows us to extract value from both sides - 17% from overall value of the service sold (14% coming from service providers' side and 3% charged to end-consumers) and second one is fee-based intermediation between our service providers and media production professionals. In general, we are solving the problem of rural tourism tours and activities market liquidity and dynamics by consolidating these services, allowing them to valorise their resources and tourists to find authentic experiences more easily which is also done by allowing direct two-way communication between them and online payments as well. We are developing a custom web solution with the help of Google Cloud and using different technologies such as Java and Javascript, so the product can be later upgraded into a mobile app solution and be easily scalable. Alongside that, we are integrating other solutions into ours to enhance the customer journey and overall experiences, such as chat for communication purposes between service providers and end-consumers and payment gateway for seamless transaction conduction.",,Zadar,"marketplace, tourism, tours, gastro tours",,2018,https://authland.com/en,,HR,
ExRey,https://www.eu-startups.com/directory/exrey/,Croatia,"Based in Zagreb, Beyond Seen Screen’s app ExRey aims to be the “Shazam for video”. Its app allows users to scan videos such as movies and series on any screen to get more information related to that content. Just launched on Google Play in September 2018, ExRey is still in its early stages, but plans to offer advertisers the opportunity to integrate into its app, to create more interactive forms of marketing and personalised watching experiences.",,Zagreb,"Scan, Videos, Movies, Info",,2018,https://www.exrey.tv/,,HR,
AMPnet,https://www.eu-startups.com/directory/ampnet/,Croatia,"AMPnet is a set of white-label crowd investing platforms with a central P2P marketplace for renewable energy shares. With AMPnet, users get an investment & tokenization platform, integrated marketplace, and a multinational legal entity — at the click of a button.",,Zagreb,"Computer, Hardware",Between €500K-€ 1 million,2018,https://ampnet.io/,,HR,
MIRET,https://www.eu-startups.com/directory/miret/,Croatia,MIRET is an innovative ecological brand and development company for natural fibers with a focus on sustainable solutions for a super low impact on nature.,,Zagreb,"Consulting, Fashion, Green, Consumer Goods, Sustainability",Between €100K-€500K,2018,https://www.miret.co/,,HR,
Dynamic Division,https://www.eu-startups.com/directory/dynamic-division/,Croatia,Dynamic Division created an ecosystem for the compensation of robotics work and integrates blockchain technology. They provide reliable and affordable robotics that can save time and make humanity thrive.,,Zagreb,"Blockchain, Information Technology, Robotics, Sharing Economy",Between €100K-€500K,2018,http://dyndiv.io/,,HR,
REDAI,https://www.eu-startups.com/directory/redai/,Croatia,"The RedAI app is a product recognition solution for FMCG/CPG companies in Retail and HoReCa segment based on new technologies, using artificial intelligence and deep learning.
Snap a picture, let RedAI do the rest.
RedAI is also a web based app as well that permits other departments to access the collected data for better data analysis and compliance planning. Integration with other software’s is possible for a better insight and correlation with other relevant data.",,Zagreb,"Artificial Intelligence, Fast-Moving Consumer Goods, Information Technology, Machine Learning, Software",Between €1 million-€ 2.5 million,2018,https://theredai.com/,,HR,
Peekator,https://www.eu-startups.com/directory/peekator/,Croatia,"We don’t promise to be perfect; we’re transparent about our evolution and fully accountable – and that means the list of clients who trust us to deliver keeps growing.
1. You have questions - We’ll show you around our platform and help you build the perfect survey for your target audience.
2. We get answers - We’ll find your target audience among our consumer panels and launch your survey. Data collection typically takes 24-48 hours. 
3. You get results - Once the data is collected, our clever platform automates a report. With your questions answered, you’re ready to make some decisions.",,Zagreb,"Market Research, Software,Market Research",Between €1-€100K,2018,https://peekator.com/,,HR,
Scalable Global Solutions,https://www.eu-startups.com/directory/scalable-global-solutions/,Croatia,"Founded and based in Croatia, Scalable Global Solution has created a system that automates the implementation of remote business departments.

The SGS ONE allows small and medium-sized companies the optimal way to establish remote business departments and find and integrate the working staff without the need for employment in their company, significantly cutting out the time and costs of an otherwise lengthy process.  

 

With DaaS, our clients solve four key issues:​

• BUSSINES GROWTH
• REDUCE OPERATIONAL COSTS BY UP TO 50%
• FIND AND KEEP EMPLOYEES
• INCREASE OVERALL EFFICIENCY BY 15%
 
Company Highlights: 

• Backed up by 7 Angel Investors and a Family Office, with over €1,8M in funding.
• SGS is in the position to thrive in the Future of Work (FoW) – International Data Corporation (IDC) 
   forecasts investment in technologies supporting FoW initiatives will exceed $1T worldwide by 2024 with a 
   robust 17% CAGR over the five-year forecast period.
• €50K+ MRR, with a 12% revenue growth MoM and a total ARR of over €1M.
• 9 signed clients and 4 signed channel partners
• The company’s founder and CEO exited two companies (one to Juniper and one to Microsoft) and held 
   executive positions at Cisco, Juniper, Microsoft, Xerox, and ATI.","THE PROBLEM
SME companies have issues finding quality talent to expand, so their focus is shifting more and more towards hiring remote workers.
Remote work is possible but not optimal, as research indicates that human contact and interaction are the deciding factors in creating a healthy work environment and company success. 
Expanding to new regions and markets requires opening a subsidiary, which is costly and time-consuming. 
SME companies, in general, have a hard time accepting new technologies and software solutions which help their day-to-day activities. 
In numbers, SME companies are experiencing the following:
• 61% increase in operational costs since 2019
• 50% increased market shortage of competent and skilled employees in 2022
• 58% increase in employment cost in the last decade
• Lack of competent and skilled labour is the key challenge to 25% of small and medium businesses in 2020
  – the number will be close to 50% in 2022.
THE SOLUTION
We have created a system that automates the implementation of remote business departments.
The SGS ONE allows small and medium-sized companies the optimal way to establish remote business departments and find and integrate the working staff without the need for employment in their company, significantly cutting out the time and costs of an otherwise lengthy process.  
The solution is industry-agnostic, covering 8 core corporate segments each company has. 
WHY DaaS (Department as a Solution)?
• The only solution on the market that addresses the talent problem is creating office space and offering a
   simple-to-use software solution to create and manage remote teams.
• Retaining 100% control over your team.
• Employer of Record - quickly and compliantly commence your operations in Croatia without establishing an
   entity.
• Find the right talent for your organisation for business expansion.
• SGS ONE - a practical CRM solution built around the client's department.",Zagreb,"Department, HR, Software, Optimisation",Between €1 million-€ 2.5 million,2017,https://sgs-daas.com/,,HR,
Gideon Brothers,https://www.eu-startups.com/directory/gideon-brothers-3/,Croatia,"Gideon Brothers specializes in the flexible automation of horizontal and vertical material handling processes for logistics, warehousing, manufacturing, and retail businesses. 
Our self-driving robots are powered by our proprietary spatial AI and 3D vision technology, enabling our customers to automate and orchestrate the workflows of humans, robots, other equipment, and data sources in real-time to achieve higher throughput.","Our self-driving robots are powered by our proprietary spatial AI and 3D vision technology, enabling our customers to automate and orchestrate the workflows of humans, robots, other equipment, and data sources in real-time to achieve higher throughput. 
Gideon Brothers specializes in the flexible automation of horizontal and vertical material handling processes for logistics, warehousing, manufacturing, and retail businesses.
Our self-driving robots are powered by our proprietary spatial AI and 3D vision technology, enabling our customers to automate and orchestrate the workflows of humans, robots, other equipment, and data sources in real-time to achieve higher throughput.  We are one of a handful of AMR companies that focuses on stereo vision and 3D sensing to help our robots navigate. Being vision-centric, we do not only use LiDAR but instead focus on a stereoscopic camera solution. This means that our robots can map out an environment in a3D, not require any external infrastructure, and can use semantic modeling to understand the environment at the level of specific objects.",Zagreb,"autonomous mobile robots, material handling, 3D vision, AI",Between €2.5 million-5 million,2017,www.gideonbros.ai,,HR,
Robo.cash,https://www.eu-startups.com/directory/robo-cash/,Croatia,"Robo.cash is a fully automated investment platform operating within an international financial group comprising loan originators from Spain, Russia, Kazakhstan, the Philippines, Indonesia, Vietnam and India. The platform works according to the peer-to-portfolio model which involves an opportunity to invest in the loan portfolio of the affiliated lenders with higher returns and a complete buyback guarantee on assets.",,Zagreb,"Investment, Platform, Assets, Portfolio",,2017,https://robo.cash/,,HR,
HUBBIG,https://www.eu-startups.com/directory/hubbig/,Croatia,"Hubbig is innovating through 2 key sources/areas: technologically advanced solutions and a unique business model for the logistics and transportation sector on the global market.

Big data - Hubbig has developed a unique database that has the cost of transportation, route of transportation, client habits, the time needed for product delivery, giving us the ability to track customer needs and further optimize business processes in the future and technological development.

Business Model - The Hubbig platform is the only platform in the world that enables price transparency and reduces hidden costs, and offers customers the choice of first-handers, which reduces the cost of transportation to customers and avoids numerous commissions. The difference compared to the competition has been clarified earlier.",,Zagreb,"Logistics, Transportation, Big Data",,2017,https://hubbig.com,,HR,
Copperpot Interactive,https://www.eu-startups.com/directory/copperpot-interactive/,Croatia,"Innovative Learning Content for fast, simple and efficient knowledge distribution","Short sequences of entertaining content that incorporate learning through active engagement  more than just simple reading of endless text or watching boring video tutorials:
Instructional simulations: The most efficient learning through method of trials and errors in virtual environment, without any consequences in reak environment.
Interactive micoreducation: Focused learning in the workplace. It offers relevant information in real time to create knowledgable employees",Zagreb,"content, learning, knowledge, engagement",,2017,www.copperpot.eu,,HR,
Trakbar,https://www.eu-startups.com/directory/trakbar/,Croatia,"Trakbar provides smart business intelligence solutions for hospitality SME. Big data insights, analytics and predictions enables SME’s in hospitality to optimize their business and help with decision-making.",,Zagreb,"Hospitality, Business Intelligence, AI predictions",,2016,www.trakbar.com,,HR,
Stemi,https://www.eu-startups.com/directory/stemi/,Croatia,"Stemi is an ed-tech company that aims to accelerate high-tech workforce development by radically reducing the time needed to transfer relevant skills and industry knowledge into educational systems.

We help middle schools and high schools around the world to transform their classrooms into innovation labs where students can experience hands-on projects emulating real-world practices.

With our first bio-inspired robotics program, students will learn important industry technical skills like 3D modeling, mobile app development, and embedded programming. They will also develop crucial 21st-century competencies like creativity, critical thinking, collaboration, communication, and life long learning.

We are committed to creating a legacy for future generations because education is the most powerful weapon which we can use to change the world.",,Zagreb,"EdTech, E-learning, Robotics, 3D, Stemi, Zagreb",,2016,https://www.stemi.education,,HR,
TalentLyft,https://www.eu-startups.com/directory/talentlyft/,Croatia,Recruiting Software That Makes Hiring Easy,"Easy to use recruitment marketing and Applicant Tracking System tool to help you find, attract and hire best candidates.",Zagreb,"recruitment, marketing, applicant, tracking",,2016,https://www.talentlyft.com/en,,HR,
Touchmoon Messenger,https://www.eu-startups.com/directory/touchmoon-messenger/,Croatia,"Touchmoon is a messenger of the new generation. Fast, secure, simple and free.
Stay connected and message your friends and family one-on-one or in groups. Touchmoon puts a strong accent on emotions in chat and offers rich message type you have never seen before. Did you know that 256M people holding hands can touch the Moon? Get on Touchmoon now and enjoy in real connectivity between people.",,Zagreb,"messaging, emotions, chat",,2015,http://www.touchmoon.com,,HR,
Parklio,https://www.eu-startups.com/directory/parklio/,Croatia,Parklio is a smartphone-controlled and solar powered parking barrier that prevents unauthorized parking and enables key sharing among the users.,"Parklio Smart Parking Barrier can be controlled remotely with the smartphone via Bluetooth on the distance of up to 50 m. Parklio barriers are solar powered and dont require any external charging as they have rechargeable batteries which can last up to 6 months on one charge.
Parklio mobile application allows you to share digital keys with your visitors, friends and family. The owner of the barrier can specify the time interval in which the other user can control his parking barrier and park on his parking place.
Parklio barriers are 100% green. Parklio is the only barrier on the market with rechargeable, li-ion, eco-friendly batteries which can last up to 6 months on one battery charge. In addition, Parklios solar panel constantly charges its batteries using the Suns energy.",Split,"parking, smart, solar",,2015,https://parklio.com/,,HR,
The Skibook,https://www.eu-startups.com/directory/the-skibook/,Croatia,"The Skibook is an application that allows simple, efficient and accurate organization of skiing and snowboarding trips with your friends. Providing you with all the data you need, from resort information and driving directions to price calculation and weather forecast, the SkiBook is a great tool to define your skiing or snowboarding trips, invite your friends to tag along, and share a wonderful experience.",,Zagreb,"application, skiing, snowboard",,2015,http://www.theskibook.com,,HR,
Pointers Travel,https://www.eu-startups.com/directory/pointers-travel/,Croatia,"Pointers Travel is an online travel guide and app for tourist destinations in Croatia, Germany, South Africa, and the US. It has in-depth local information about Croatia’s cities and island getaways, featuring beaches, caves, castles, as well as restaurants, nightlife, events, shopping, and accomodations.",,Osijek,"Travel, Travel Tech, Lifestyle",,2015,http://pointerstravel.com/,,HR,
Nanodiy,https://www.eu-startups.com/directory/nanodiy/,Croatia,"Nano-diy has designed a printing innovation which drastically reduces the price of printing patterns on textiles, by using a standard home printer and a thermal press. The printing technology enables the binding of dye to cotton materials with a very high percentage of adhesion, realizing a more cost-effective production. The startup received an investment from the Croatian business angels associations and was a Croatian nominee for the Central European startup awards in the category Newcomer.",,Koprivnica,"Printing Innovation, Print Tech, Cost-effective Production",,2015,www.nano-diy.com,,HR,
Sentinel Marine Solutions,https://www.eu-startups.com/directory/sentinel-marine-solutions/,Croatia,"Sentinel's mission is to connect every boater in the world with their boat and the boating community to help keep the cost of ownership low while maximizing comfort and security.

Sentinel Marine solutions is the leader in the connected boat technology market and a recognized enabler for digital services in the boating industry. We develop and manufacture software and hardware for monitoring and remote control of modern boat systems. For OEMs looking into solving connectivity, data acquisition, and application development, we can offer a turn-key solution or become a custom development partner.",,Zagreb,"Boat Monitoring, Online Boats, Smart Security Solutions",,2015,www.sentinelmarine.net,,HR,
Pleema,https://www.eu-startups.com/directory/pleema/,Croatia,"Pleema.com is an online boating community that eases booking boats online. We help private boat owners and travellers get in direct contact with one another, to facilitate safe online bookings.
Pleema.com was founded with a mission to give private boat owners a place where they can independently grow as hosts, and to give travellers access to diverse offers, affordable prices and most importantly, genuine adventures at sea. Above all, we are a community where members communicate with one another and co-create unique experiences.","Pleema acts as a promotional and booking platform for private boats. Boat owners set up
their boats for booking by uploading photos, descriptions, availability and rates. The platform allows boat owners to have complete control over their boat’s rentals and an easy overview of their reservations.
Travelers visit the website and browse through different boat offers by filtering dates, destinations and trip types. Once they see an offer they like, travelers can get in direct contact with the boat owners for more information or simply book their trip.
Both travelers and boat owners are able to review each other’s services/behavior; raising the overall quality of the experience provided. By also including a Blog section, where users can exchange information and experiences, we give them an opportunity to co-create their own boating experience.",Dubrovnik,,,2015,www.pleema.com,,HR,
Udonis,https://www.eu-startups.com/directory/udonis/,Croatia,Udonis is a marketing agency specialized in mobile apps and games.,,Osijek,"Advertising, App Marketing, Digital Marketing, Marketing, Marketing Automation, Social Media Advertising, Social Media Marketing",Between €1 million-€ 2.5 million,2015,https://udonis.co/,,HR,
Uniqcast,https://www.eu-startups.com/directory/uniqcast/,Croatia,"Proud and passionate about the things we do, striving for excellence in creating turnkey IPTV/OTT/DVB solutions while providing our global clients continuous support to help them grow a successful TV service.

We act as a vendor and a system integrator. We provide a single point of contact and full, end-to-end responsibility guaranteeing on-time project delivery and a successful launch of TV service.

With Uniqcast, not only do you get all aspects of the solution covered but we also transfer our knowledge to your team while using our extensive experience in the industry to help you overcome any challenges you might have in your project.",,"Zagrebacka zupanija, Zagreb","Android, Video, Platform, Telecom, Telecommunication, Telecommunications, Mobile, Mobile Enterprise",No funding announced yet,2014,https://www.uniqcast.com,,HR,
Pointme,https://www.eu-startups.com/directory/pointme/,Croatia,Pointme is Marketing tool that helps you create your marketing campaign. At Pointme we make sure your online marketing gets results. Find out whats happening on all social networks by using keywords and hashtags. Engage and reward the audience by creating prize contests. Create posts for all social networks from one platform.,,Rijeka,"marketing, social, online",,2014,www.pointme.co,,HR,
Naviself,https://www.eu-startups.com/directory/naviself/,Croatia,"Naviself is a technology that brings high accuracy in determining device position without the use of GPS satellites. Works perfectly on any road and even in urban areas, tunnels, and in bad weather. It is an innovative and patentable advanced algorithm with the use of smart phone sensors and other undisclosed methods of determining the exact device position, up to a centimeter.",,Rijeka,"gps, algorithm, urban",,2014,www.naviself.com,,HR,
Mediatoolkit,https://www.eu-startups.com/directory/mediatoolkit/,Croatia,Mediatoolkit is a media monitoring tool that tracks relevant mentions of your brand across the web and social media in real time. You can use it to get notified immediately when you are mentioned anywhere online and to discover meaningful insights behind every mention.,,Zagreb,"Press, Media, Big Data, Digital",,2014,https://www.mediatoolkit.com/,,HR,
Rentlio,https://www.eu-startups.com/directory/rentlio/,Croatia,"Rentlio is a cloud-based app tailor-made for vacation rentals owners, hostels and small hotels. Channel manager synchronization with Booking.com, Expedia, AirBnB and many others, ligthspeed check-in with real-time ID cards & passport scanning feature, invoicing, statistics, guest profiles... Save time on administration, get rid of errors and stress. Focus more on sales and planning. Focus more on guests.",,Zadar,"vacation rental management, channel management, guest engagement, revenue management, and SaaS",,2014,https://rentl.io/,,HR,
Sentinel Marine Solutions,https://www.eu-startups.com/directory/sentinel-marine-solutions-2/,Croatia,"Sentinel's objective, which began in 2015, is to connect every boater in the globe with their boat and the boating community in order to reduce the cost of ownership while maximising comfort and security.
For vehicles and homes, there are thousands of smart solutions, but the marine industry is severely lacking in connectivity and ""smartness."" We believe that in our digital age, keeping up with global technology developments and utilising them in many industries is essential. This means that boats are growing smarter, and we are completely committed to making that happen.",,Zagreb,"Consumer Electronics, Security, Software",Between €500K-€ 1 million,2014,https://www.sentinelmarine.net/,,HR,
Crystal Idea,https://www.eu-startups.com/directory/crystal-idea/,Croatia,"Kristalna Ideja osnovana je 2013. s ciljem istraživanja, razvoja i primjene tehnologija radi stvaranja pametnih i AI vođenih metoda pročišćavanja vode, zraka i okoliša, uz postizanje održivog sklada između ekologije, zdravlja i industrije.
Sa stručnim timom koji zajedno zbraja biše od 20 godina iskustva, Crystal Idea svakodnevno svojim tehnologijama stvara nove proizvode pomoću kojih direktno smanjuje ugljični otisak svakog stanovnika te razvija riješenja za goruće probleme onečišćenja zraka u urbanim sredinama.","Crystal Idea njeguje i podržava kombinaciju tehničkih, tehnoloških, inženjerskih aktivnosti s ukljčenom  umjetnom inteligencijom i pametnim nano te biomimetskim materijalima.
Točnije, Crystal Idea stvara i kombinira tehnologije koje najmanje zagađuju okoliš te koje doprinose sprječavanju ekoloških i zdravstvenih katastrofa zahvaljujući sustavu pročišćavanja zraka te  nadzora nad zagađivačima.
U cilju rješenja zdravstvenih i ekoloških problema zatvorenih prostora, Kristalna Ideja je 2018. godine nagrađena za najbolju europsku i svjetsku inovaciju, sasvim novi, dokazani i funkcionalni sustav pročišćivanja zraka unutarnjih prostora – iTherapyVision®.
iTherapyVision® je ekološko-tehnološki sustav s integriranom smart  tehnologijom i AI upravljanjem a sadržava elemente koji se mogu integrirati pojedinačno ili u cijelosti u druge sustave kontrole/pročišćavanja zraka. Zahvaljujući navedenim komponentama, uspješno se rješavaju i ublažuju i zdravstveni problemi koji su rezultat zagađenosti zraka poput astme, alergija, prehlade, glavobolje i drugih. Kombinirajući navedene tehnologije, Kristalna Ideja razvila je različite vrste inovativnih proizvoda namijenjenih pročišćavanju unutarnjeg zraka u različitim vrstama prostora sa različitim vrstama i porijeklom onečistača zraka.",Split,"innovation, production, air purification, health and breathing, AI controlling proces",No funding announced yet,2013,wwe. crystal-idea.com,,HR,
Greyp,https://www.eu-startups.com/directory/greyp/,Croatia,"Greyp Bikes, a sister company of Rimac Automobili, is a tech company that produces electric bicycles. We design, engineer and produce high-end electric bicycles with amazing technology and performance.",,Sveta Nedelja,"Mobility, Electric Bicycles, Innovative Transportation",,2013,www.greyp.com,,HR,
Amodo,https://www.eu-startups.com/directory/amodo/,Croatia,Amodo provides Smartphone Based Connected Insurance Platform to Insurance players entering the Usage and Behavior Age!,,Zagreb,"Insurance Telematics, Information Technology, Business Consulting, Project Management",,2013,http://www.amodo.eu/,,HR,
Orange & Green,https://www.eu-startups.com/directory/orange-green-2/,Croatia,"Our philosophy and vision have the fundamental determination of our constant desire to do good. In time, this desire has grown into a need, and therefore we strive every day, steadily and directly, wanting to do good for others.  Our products are the expression of this desire and effort.The frame of our desire has been shaped in the concept of our Orange & Green Lifestyle, which uniquely combines all the positive concepts we believe in, such as:  health, beauty, happiness, positive vibrations and good habits.

We believe that doing good is never too late, that is, it is never early enough to start making changes for the better. That is why every day is precious and convenient. This reflection on the timeline we expressed with our slogan Today is a good day. 

Our innovation company Orange & Green Ltd has circled the whole production which is performed in Croatia. We have our own laboratory in Zagreb, machines for fine grinding the herbs, machines for preparing the mixture/formula, machines for creating the tablets (pills), sales department and marketing.",,Zagreb,,,2013,http://orange-green-lifestyle.com/,,HR,
Oradian,https://www.eu-startups.com/directory/oradian/,Croatia,"Oradian provides cloud banking software that enables financial institutions to know and control their portfolios with real-time data. We enable institutions to transform risks into opportunities,  inefficiencies into operational excellence and stagnancy into growth. Oradian is the SaaS solution for the marginalised, excluded financial institutions that are ready to scale up and serve mass markets of unbanked clients. Join the Oradian community of financial inclusion experts and visionary financial institutions.",,Zagreb,"Cloud Banking, FinTech, Risk Management",,2011,https://oradian.com/,,HR,
Entrio,https://www.eu-startups.com/directory/entrio/,Croatia,"Entrio is the only fully automated, self-service ticketing platform in the region, offering both quick and digital ticket sales, but also a network of soon over 80 physical, partner outlets enabling each and every person on the market to easily buy a ticket for their favorite event. Meaning everything through the same central platform, providing total control and maximum responsiveness to event organizers.",,Zagreb,"EventTech, Registration Platform, Ticketing Platform",,2011,www.entrio.hr,,HR,
Gamersbook,https://www.eu-startups.com/directory/gamersbook/,Croatia,"Think of everything related to games and the gaming industry grasped within a single website. Whether it be reading news and latest updates on all of your favourite games or following tournaments and important events throughout the world, you can find it all there. That's Gamersbook.",,Split,"Online Media, Gaming Industry, Gaming Events",,2010,www.gamersbook.com,,HR,
Megabit d.o.o.,https://www.eu-startups.com/directory/megabit-d-o-o/,Croatia,"We are a software company that builds and manage an open-source component library for Blazor, named Blazorise.","We are a software company that builds and manage an open-source component library for Blazor, named Blazorise. Blazorise is currently one of the most used and popular UI component libraries in the Blazor ecosystem, with over 80 different components to choose from.",Dugopolje,"megabit,blazorise,open-source,blazor,components",No funding announced yet,2010,https://blazorise.com/,,HR,
Lemax d.o.o.,https://www.eu-startups.com/directory/lemax-d-o-o/,Croatia,"Lemax is a software development company that specializes in solutions for travel companies and tour operator businesses. We're one of the fastest growing tech companies in central Europe, which won us a great deal of awards and acknowledgements. 
Our primary product is the iTravel software - a Cloud solution for a complete management of travel agencies and tour operator companies. We have over one hundred clients worldwide, and are constantly growing and evolving both our product and our company.",,Zagreb,"Software Development, TravelTech, Agency Management",,2004,http://www.itravelsoftware.com,,HR,
