name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,country,linkedin,longBusinessDescription
OceanEx,https://www.eu-startups.com/directory/oceanex/,Luxembourg,"The AI Powered Digital Assets Exchange Ecosystem
Providing the best trading experience with uncompromising protection of your digital asset.Bank-level SSL security technology with advanced machine learning algorithms to actively detect attacks and safeguard your assets and transactions.We have branches across the world,including North America, Europe and Asia, providing all timezone supports.OceanEX is THE next generation AI-powered intelligent digital asset exchange. We are also closely connected with and empowering the VeChain ecosystem. 
Join us as we share insights on the blockchain industry and as we dive deep into conversations surrounding crypto currencies and the endless possibilities of the future of cryptocurrency.",Luxembourg,"Cryptocurrency, Financial Services",No funding announced yet,2018,https://oceanex.pro/en/,,LU,,
nexten.io,https://www.eu-startups.com/directory/nexten-io/,Luxembourg,"Connecting passionate tech talent with inspiring companies is one of those stories, because to us, the future lies in the hand of innovative minds who use technology to improve everyone's lives. With everything we do, we aim to contribute to this cause. Having been close to this industry for many years, we chose to do something about it and created nexten.io – a job marketplace connecting tech candidates directly with CTOs and Tech Leads to enable a more efficient recruitment process. The matchmaking platform for CTOs hiring developers and tech experts.",Strassen,"Human Resources, Internet, Recruiting, Software",Between €1 million-€ 2.5 million,2018,https://nexten.io,,LU,,
Haven Cyber Technologies,https://www.eu-startups.com/directory/haven-cyber-technologies/,Luxembourg,Haven Cyber Technologies is an industrial holding. Which is focused on creating a European champion in Managed Security Solution Providers. Haven Cyber Technologies was set up to achieve the vision created by the founder of C5 Capital – a technology investment firm with focus on high growth cyber security companies – to build the leading pure play cyber security provider in Europe.,Luxembourg,"Cyber Security, Information Technology, Cyber Technologies",Between €5 million-€10 million,2018,https://www.havencyber.com,,LU,,
LUXHUB,https://www.eu-startups.com/directory/luxhub/,Luxembourg,"LUXHUB is a Open Banking API Platform. LuxHub claims it has assisted around 40 financial service providers with meeting PSD2 regulatory requirements. By combining firm banking foundations with innovation and sector-leading technical expertise, LUXHUB has rapidly emerged as a key driver of the European financial sector's evolution towards Open Banking.",Strassen,"Banking, Financial Services, FinTech",Between €5 million-€10 million,2018,https://luxhub.com/,,LU,,
Financeplus,https://www.eu-startups.com/directory/financeplus/,Luxembourg,"Finance Token BSC Network token to chain Assets Management and Donation With Blockchain Accounting Technology in WEB 3.0.
Financeplus operates as a digital and investment company, that aggregates funds for investment in Cryptocurrency. We are here to help the World Achieve Financial Freedom and Stability.",Luxembourg,"Financial Services, FinTech, Payments",Above €25 million,2018,https://financeplus.io,,LU,,
Morfin,https://www.eu-startups.com/directory/morfin/,Luxembourg,"Gamified Token-Issuing for Loyalty and Engagement. (Engagement as a Service.)
Deploy your custom enterprise-grade engagement program for employees, customers, students or community members. User retention and monetization has never been easier.
Define user journey, add game mechanics, add payments and tokenization.
Morfin is an engagement-as-a-service platform (EaaS). The solution combines advanced gamification mechanisms with token management programs. Corporate clients can use the Morfin platform to improve organizational performance through wider employee engagement.",Luxembourg,"Banking, Blockchain, Communities, SaaS",Between €100K-€500K,2018,https://morfin.io/,,LU,,
SustainCERT,https://www.eu-startups.com/directory/sustaincert/,Luxembourg,SustainCERT is the leading global carbon emissions accounting and verification platform for carbon markets and corporate value chains. SustainCERT is a spin off from the Gold Standard Foundation and was created in 2018 with one ambition: to mainstream credible climate and SDG impact accounting and certification. Mainstreaming best practice impact certification is essential to accelerate progress towards our collective climate and sustainability goals. It is no longer sufficient to claim to do good.,Luxembourg,"Innovation Management, Product Design, Retail Technology",Between €5 million-€10 million,2018,https://www.sustain-cert.com/,,LU,,
UFODRIVE,https://www.eu-startups.com/directory/ufodrive/,Luxembourg,"UFODRIVE is the world’s fastest and easiest car rental experience, using a 100% electric fleet. Leading the electric revolution, UFODRIVE now also provides the all-in-one eMobility platform to those who are shifting to electric fleets.",Capellen,"Electric Vehicle, Information Technology, Internet, Rental, Travel",Between €5 million-€10 million,2018,https://www.ufodrive.com/en/,,LU,,
Digits Solutions,https://www.eu-startups.com/directory/digits-solutions-2/,Luxembourg,"Digits Solutions is a company based in Luxembourg active in the accounting domain as well as education. Digits Solutions focused on company management related to:
- leader education related to digital: data management, open data and esignature
- Accounting and management
- Advisory related to digital",Luxembourg,"Accounting, esignature, education",No funding announced yet,2017,https://digits.solutions,,LU,,
Stampify,https://www.eu-startups.com/directory/stampify/,Luxembourg,"Imagine the world is hit with an unknown virus and we all have to work from home due to quarantine. Here we realise that all the company governance was running on papers and enacted with hand-written signatures. Then how are you going to lead the company governance through the crisis?
And obviously, traditional documentation workflow is unsecured and ineffective in time and cost. 
To solve these problems, companies need to digitalise their governance, automate the meeting workflows and engagements, and legalize the document signing workflow. All these are possible with Stampify solution. 
Particularly, our platform allows a company:
- to digitalise a shareholder registry and its management;
- to aggregate the essential governance duties and history in personal and company's dashboards;
- to create and manage general and swift meetings, automating agenda, documentation, engagement, and voting  workflows;
- and importantly, to enact the decisions by signing the resolutions, board packs and any other documents in a legally-binding way. 
Our Governance Framework aims to empower boards, executives and shareholders with three technological pillars: 
1/ Online platform accessible from anywhere; 
2/ Digital Identity including both advanced and qualified signatures; 
3/ Blockchain technology ensuring a proper audit trail.",Luxembourg,"corporate governance; e-signature, blockchain",,2017,http://www.stampify.me/,,LU,,
IBISA,https://www.eu-startups.com/directory/ibisa/,Luxembourg,"IBISA aims to enable agriculture insurance for agricultural entrepreneurs, everywhere and in an easy manner. Through its platform, IBISA offers Crop Protection for Smallholder Farmers. Inclusive mutual risk sharing solution with low fees and fast assessment and payment.",Luxembourg,"InsurTech, insurance, agriculture insurance",Between €100K-€500K,2017,http://ibisa.network/,,LU,,
HitBlu,https://www.eu-startups.com/directory/hitblu/,Luxembourg,"HitBlu is an Airbnb for private jets, a global marketplace to connect final users with private jet operators worldwide. They are consolidating every live operator and charter broker feed into one global search, providing you immediate choice and connection to those you choose.",Luxembourg,"Booking, Airplanes, Jet",No funding announced yet,2017,https://hitblu.com/,,LU,,
ASETS-LUX,https://www.eu-startups.com/directory/asets-lux/,Luxembourg,"ASETS-LUX helps customers around the world with access to web-based product designs giving intelligent 3D model , automated reports and drawings . To add to this , a predictive model for all your future designs.",Luxembourg,"3D model, SaaS, Subscription, Industrial Steel, Concrete Structures",,2017,www.asetslux.com,,LU,,
Black Swan,https://www.eu-startups.com/directory/black-swan/,Luxembourg,"Blackswan is a high-tech spin-off of the University of Luxembourg, active in the field of predictive analytics and anomaly detection. Following more than 10 years of academic research in the field, the founders have developed a state-of-the-art algorithm that allows real time analytics of continuous biometric sensor data, processed locally, on wearable devices. No more need for tedious post factum analysis of statistics, as is the case with existing solutions. Instead, Black Swan Lux allows on the fly analysis of personal biometric data including automatic status recognition and alerts based on pattern and anomaly detection. The goal of the company is to develop tailored anomaly detection solutions for people in high risk situations, such as rescue workers, elderly people living at home, extreme sportsmen and women.",Luxembourg,"Predictive Analytics, Biometric Data, Detection Solutions, Healthcare",,2017,www.safeliveapp.com,,LU,,
Clickbye,https://www.eu-startups.com/directory/clickbye/,Luxembourg,Clickbye is the platform for everyone who loves travel. It helps you find your next destinations with only 1 click! Enter your budget and your dates and find new destinations to travel to by plane. You can even filter according to your wishes.,Luxembourg,"TravelTech, Budget Travelling, Trip Planning",,2017,www.clickbye.com,,LU,,
DataThings,https://www.eu-startups.com/directory/datathings/,Luxembourg,DataThings mission is to develop intelligent software systems to transform your data into actionable and valuable insights to support you in taking the best operational decisions – even in live.,Luxembourg,"AI, Machine Learning, Software Engineering, Big Data",,2017,www.datathings.com,,LU,,
Kleos Space,https://www.eu-startups.com/directory/kleos-space/,Luxembourg,"Kleos offer a unique maritime security data set delivered by our own Satellites to help disrupt illegal fishing,  smuggling, trafficking and border challenges and to deliver enhanced situational awareness. The Kleos data and analytics will be provided ‘as-a-service’ helping shine a light on the 30% currently hidden maritime activity across the globe.",Luxembourg,"Maritime, SpaceTech, Satellites, Security Data",,2017,www.kleos.space,,LU,,
Apla,https://www.eu-startups.com/directory/apla/,Luxembourg,Apla is an award-winning blockchain technology provider for business and governments. Resident of Luxembourg House of Financial Technology,Luxembourg,"Blockchain, Marketplace, Smart Contract",,2017,http://apla.io/,,LU,,
Tokeny Solutions,https://www.eu-startups.com/directory/tokeny-solutions/,Luxembourg,"Tokeny Solutions is the Compliant Tokenization Platform. We enable mid-cap companies, investment banks, funds, asset managers and distributors to dematerialize assets on the blockchain, allowing them to reach a global audience, enforce compliance obligations, enable automation and increase operational efficiency.

The Luxembourg-based FinTech company is the market-leader in delivering an institutional grade, modular end-to-end platform, allowing for the issuance, transfer and servicing management of tradable digital assets/security tokens, such as tokenized loans, structured notes, equity and funds. Tokeny Solutions has issued multiple tokenized offerings across five continents with further security offerings imminent.",Luxembourg,"blockchain, fintech, Tokenization",,2017,https://tokeny.com/,,LU,,
Keymitt,https://www.eu-startups.com/directory/keymitt/,Luxembourg,"Want to try a smart-lock in your home but don't want to replace your current lock? Keymitt gives your lock a new life! It's a smartlock retrofitting device that you put on top of your key and lock from the inside of your home. Once in place you will be able to open the door using your smartphone. Keymitt comes with a friendly but feature-packed app which makes it ideal in dealing with home access routines like letting in family & friends, contractors and BnB guests. Giving access to someone is as easy as sending an email and you can specify the time and the duration of the given access. Keymitt offers all of this and also lets you keep your trusted old lock and door intact.",Luxembourg,"smartlock, IoT, security, home",,2017,https://www.keymitt.com/,,LU,,
Ziggu,https://www.eu-startups.com/directory/ziggu-2/,Luxembourg,Ziggu is a proptech company that offers real estate professionals digital tools to manage construction and inform and engage homebuyers.,Luxembourg,"Computer, Software",Between €1 million-€ 2.5 million,2017,http://ziggu.io/,,LU,,
Global Fintech Solutions,https://www.eu-startups.com/directory/global-fintech-solutions/,Luxembourg,"We transfer tech to transfer value
Enterprises are looking to ‘go digital’ and enjoy all the benefits that go with it. These include: increased efficiency and increased profitability; and higher levels of customer acquisition and satisfaction. GFS’ portfolio has an innovative solution for every digital challenge enterprises face.  GFS is a ‘one stop shop’ for enterprises looking to affect digital transformation. The solutions are complementary, which means that they can be combined to produce a bespoke end to end, digital solution. The solutions cover all aspects of digital transformation, from on-boarding and acquisition, to cyber security and AI.",Luxembourg,"Data Integration, FinTech, Information Technology, Software, Web Development",Between €10 million-€25 million,2017,https://gfs-technologies.com/,,LU,,
Yotako,https://www.eu-startups.com/directory/yotako/,Luxembourg,"Yotako is the perfect solution for seamlessly integrating design and engineering teams. Designers continue to use their favorite tools like Adobe XD, Sketch, or Photoshop among others while Yotako translates their designs into multiple programming languages with a quick click of your mouse. Developers can work on whatever frameworks they’re already using without having to change anything as you export through our plug-in into any file format or stack framework!

Creative and technical teams can now work more cohesively to build interfaces that are functional, beautiful, and flexible.",Luxembourg,Seamless transition from design to code,Between €500K-€ 1 million,2016,https://www.yotako.io/,,LU,,
FUNDSQ,https://www.eu-startups.com/directory/fundsq/,Luxembourg,FundsQ is the specialist for 3rd Party Risk Management for the fund management industry.,Livange,"fund, fintech, regulatory compliance, due diligence",No funding announced yet,2016,https://fundsq.com/,,LU,,"FundsQ is a powerful online solution to simplify and standardize the due diligence process of your
providers.
Use our questionnaires, create your questions, analyse the answers and assess the risks of your
providers.
The integrated workflow management, document management and task management tools ensure
that you have a complete control on the management of your Due Diligences. And because it is
important to evidence your controls, all supporting documents are securely stored."
APS card,https://www.eu-startups.com/directory/aps-card/,Luxembourg,"APS (Activation Power System) card is today’s safest and smartest payment card
 
Using activation system, APS fundamentally prevents card fraud, saving issuer fraud management costs and providing users with profound security. APS provides multi-level of security authentications, activation and OTP system.

When a card is not in use, all card-holder information such as card number, name, expiration date, and CVC/CVV does not appear on the screen. APS card can be used only when it is authenticated by the right holder. It is possible to have dynamic CVC, thus, every time you activate your card CVC changes.",Foetz,"FinTech, Activation Power System, Bank Services, Smart Card",,2016,www.apscard.lu,,LU,,
CarPay-Diem,https://www.eu-startups.com/directory/carpay-diem/,Luxembourg,"CarPay-Diem is the missing link between fuel networks and their clients. Our service integrates into existing mobile apps or connected vehicles and allow them to activate any fuel pumps whilst managing the payment transaction. The platform also allows fuel retailers to send personalized offers to the drivers' device ahead of or during the transaction. CPD ensures a great user experience, enable more sales for the fuel station and offer monetization of the community accessing the service.",Luxembourg,"FinTech, Connected Cars, Car Pay",,2016,www.carpay-diem.com,,LU,,
8minyoga,https://www.eu-startups.com/directory/8minyoga/,Luxembourg,"8minyoga is an online marketplace for yoga practitioners and yogis, where they can easily book yoga classes and events in real time, and make their own profiles to connect with like-minded peers, events, classes, and yoga knowledge. Users also participate in online yoga, and access multiple yoga apps for €7.99 per month through the platform. 8minyoga works with more than 300 yoga instructors and businesses on its platform, where they can promote their offers, post events, and engage with potential customers.",Luxembourg,"EdTech, Yoga, Wellness, Social Network",,2016,www.yoganect.com,,LU,,
Algoreg,https://www.eu-startups.com/directory/algoreg/,Luxembourg,We are a global RegTech: we contribute to the digital transformation of businesses in compliance with regulatory requirements.,Luxembourg,"Fraud, Digital, Risk, Fintech",,2016,https://www.algoreg.com/,,LU,,
Swipe,https://www.eu-startups.com/directory/swipe/,Luxembourg,"Swipe is a team of multidisciplinary experts focused on human-centered design, user research, interface design, and front-end development. We extend design, development and marketing departments of every types of businesses.",Luxembourg,"UX / UI, User Research, Digital Transformation, Mobile Design",,2016,www.swipe.lu,,LU,,
Aiva Technologies,https://www.eu-startups.com/directory/aiva-technologies/,Luxembourg,"Aiva Technologies SARL designs and develops AIVA, the Artificial Intelligence who composes music for movies, commercials, games and tv shows. Aiva is not your average classical Composer as she is not a human but an Artificial Intelligence (A.I.). Even amongst her kind, she is quite special, as opposed to the A.I. systems that we use in our daily lives (search engines, voice-over assistants, auto-pilots) Aiva is able to write beautiful and emotional music, a deed that is considered to be very human.",Luxembourg,"AI, artificial intelligence, music",No funding announced yet,2016,https://www.aiva.ai/,,LU,,
Travelsify,https://www.eu-startups.com/directory/travelsify/,Luxembourg,"Travelsify, the world's first Travel Product DNA content platform, powers conversational commerce and next-generation online and on-site personalization thanks to its database of Hotel DNA™ and Restaurant DNA™. The young copmany delivers its exclusive suite of Travel Product DNA data to online booking platforms, hotel groups, technology providers, and targeted advertising platforms. Travelsify Product DNA data are platform, software, and device agnostic. It's privately held company with offices in Luxembourg, New York City, and Singapore.",Luxembourg,"content, hotels, restaurants, booking platform",,2016,https://www.travelsify.com/en/,,LU,,
Algroreg,https://www.eu-startups.com/directory/algroreg/,Luxembourg,"Algoreg is a RegTech startup which contributes to the digital transformation of businesses in compliance with regulatory requirements. With their proprietary solutions, we transform the way that banks, investment funds, payment companies or insurance firms are on-boarding their customers and conduct the KYC journey. Algoreg's products enable a fast and compliant onboarding, decrease operational KYC and reduce negative impacts on customers.

Products/Services: Video on-boarding, photo on-boarding, filtering (sanctions & PEP), risk scoring, fraud management, advisory, BPO

Forecast: Global RegTech actor that significantly contributes to the digital transformation of regulated firms in full compliance with regulatory requirements.",Luxembourg,"regtech, KYC, video",,2016,https://www.algoreg.com/,,LU,,
Salonkee,https://www.eu-startups.com/directory/salonkee/,Luxembourg,"Salonkee brings the simplicity and joy of online beauty-appointment bookings to the tip of your fingers. Salonkee intends to foster the time gaining, easy and secure possibility of our all-digital era to give you more time to focus on the important things in life: your personal beauty being one of them.

Tired of spending hours looking for that very special beauty salon, the best haircut or the fanciest barber? Salonkee got you covered: user-friendly, fast, few-clicks reservation and the ability to search for the service or salon you actually need right when you need them! 24/7 booking right in the palm of your hands. Activate your personal E-Mail and SMS service right from your account and stay in control of your precious time: automated appointment reminders and summaries, editing and rescheduling - simple, fast and secure",Luxembourg,"beauty, hair salon, scheduling",,2016,https://salonkee.com/,,LU,,
Salonkee,https://www.eu-startups.com/directory/salonkee-2/,Luxembourg,"Salonkee, founded in Luxembourg in 2016, delivers the convenience and fun of online beauty appointment reservations to your fingertips. Salonkee aims to promote the time-saving, simple, and secure possibilities of our all-digital era in order to offer you more time to focus on the important things in life, one of which is your own beauty.
Tired of scouring the internet for that one-of-a-kind beauty salon, the greatest haircut, or the most opulent barber? Salonkee has you covered: easy-to-use, quick reservations with only a few clicks, and the option to search for the service or salon you need, just when you need it! Booking is available 24 hours a day, 7 days a week, directly in the palm of your hand.",Luxembourg,"E-Commerce, Fashion, Health Care, Lifestyle",Between €500K-€ 1 million,2016,https://pro.salonkee.com/,,LU,,
UFT,https://www.eu-startups.com/directory/uft/,Luxembourg,"We drive the future by inventing and realising innovative ideas for mobility and beyond.
At Cube 4T8 we improve mobility in Luxembourg by developing new mobility solutions and cooperations with established players, institutions and start-ups.",Luxembourg,"Enterprise Software, Mobile Apps, Public Transportation, Ride Sharing, SaaS, Software, Transportation, Travel",Between €1 million-€ 2.5 million,2016,https://www.cube4t8.lu,,LU,,
Passbolt,https://www.eu-startups.com/directory/passbolt/,Luxembourg,"Passbolt is an open-source password manager created with Agile and DevOps teams in mind. It's superior because it's more collaborative, interoperable (Open API), open-source, and standards-based (PGP). For maximum data ownership, Passbolt can be utilised in the cloud or on-premise.",Esch-sur-alzette,"Open Source, Service Industry",Between €500K-€ 1 million,2016,https://www.passbolt.com,,LU,,
Data Essential,https://www.eu-startups.com/directory/data-essential/,Luxembourg,"At Data Essential, our mission is to enable customers to build a new class of applications, leveraging big and fast data, and cloud native infrastructure. We strongly believe that making complex data analytics open for every enterprise will make our life better by bringing more smart products and innovative services.",Luxembourg,"Big Data, Analytics, AI, Cloud Native Computing",,2015,www.data-essential.com,,LU,,
INTANGIBLE CAPITAL VALUE agency,https://www.eu-startups.com/wpbdp_listing/intangible-capital-value-agency/,Luxembourg,"Our valuation algorithm integrates intangible capital into its scoring. This intangible capital, which includes assets such as intellectual property, brand and reputation, is often overlooked when valuing a company. Our 
algorithm allows it to be taken into account precisely and reliably. Our algorithm is based on a database of more than 2,500 practical cases and 884 criteria updated in real time. It is therefore one of the most efficient and precise on the market. In addition, our algorithm meets accounting requirements and allows companies to position themselves on the Business Intelligence market in France and Europe.",Luxembourg,"Capital Immaterial, Intangible Capital, Startup, Intellectual Propriety",No funding announced yet,2015,www.icv-finance.com,Active,LU,,"Our valuation algorithm is unique in its kind because it takes into account the intangible capital of companies. Intangible capital, which includes assets such as intellectual property, brand and reputation, is often overlooked when valuing a company. Our algorithm allows it to be taken into account precisely and reliably. Our algorithm is based on a database of more than 2,500 practical cases and 884 criteria updated in real time. It is therefore one of the most efficient and precise on the market. In addition, our algorithm meets accounting requirements and allows companies to position themselves on the Business Intelligence market in France and Europe. We have also developed a mobile application, ICV App, which allows
companies to monitor their valuation in real time. Our algorithm addresses three recurring problems:
• Qualitative valuation: our algorithm takes into account qualitative factors such as the reputation and notoriety of the company.
• Valuation of intellectual property: our algorithm makes it possible to valorise intangible assets such as patents, trademarks and copyrights.
• Dynamic valuation: our algorithm takes into account changes in the market and competition.
Our algorithm is a powerful tool that allows companies to value their intangible capital precisely and reliably. It is an essential asset for companies wishing to develop and improve their performance."
Birdee,https://www.eu-startups.com/directory/birdee/,Luxembourg,"You want to put your money to work, but you don’t know anything about investing in stocks? Save yourself the trouble of listening to your banker’s financial lingo and leave it all up to Birdee. Birdeeing is a new way of investing. You Birdee as you wish, when you wish and where you wish. 

• It’s easy: we give you advice and support, and some TLC.
• It’s quick: you create your account in only a few minutes, and stay informed of what’s going on, but without spending hours and hours a day.
• It’s accessible to all: no need to be a million-dollar (wo)man to start birdeeing your first euro!",Luxembourg,"fintech, investing, finance",,2015,https://birdee.co/en/?country=eu,,LU,,
UJET,https://www.eu-startups.com/directory/ujet/,Luxembourg,UJET focuses on integrated engineering of hardware and software for smart and innovative electric mobility platforms.,Luxembourg,"Automotive, Electronics",Between €2.5 million-5 million,2015,http://www.ujet.com/,,LU,,
Probiotic Group,https://www.eu-startups.com/directory/probiotic-group/,Luxembourg,"Probiotic Group has the ambition to become one of the leading brands in the field of cleaning, hygiene and care. We stand for innovative environmentally friendly products by adding helpful microorganisms also called probiotics. Ensuring that consumers experience a better sense of well-being and safety.

Our field of expertise is large as our R&D developed interesting microorganisms (biobank) useful for detergents, bioremediation, care, cosmetics and hygiene. We focus mainly on built and outdoor environments.",Beiler,"probiotics, biotechnology, cleaning, healthcare",Between €2.5 million-5 million,2014,www.probiotic-group.com,,LU,,"Our mission
To provide verified high-quality, natural and eco-friendly products that protect living beings from various infections. Tiny warriors, also called probiotics, are since earth has been built our best assets to fight against the strongest microbes. We’re aiming to grow our business while reducing our environmental footprint; the company will make a healthy profit for its owners and provide a rewarding work climate for its employees.
Our vision
To help people be healthy. The company enables this vision with their natural and evidence-based products which are, basically, protecting living beings from various infections. We have ambitious plans for sustainable growth and desire to revolutionize the way the world deals with microbes.
Numbers
Strong in R&D with RDI funds of our government of up-to 6,3 Mio EUR.
Founded in 2014 in The Netherlands and now since end of 2016 in Luxembourg.
Over 20 talented experts in house, over seven (7) languages covered to deal with international clients and partners.
Sales & Production HQ based in Beiler and R&D Laboratory based in Esch (Belval) at HoBH."
Probiotic Group,https://www.eu-startups.com/directory/probiotic-group-2/,Luxembourg,"Probiotic Group provides sustainable and natural microorganism-based cleaning products. Their products include cleaning products for pets, deep cleaning for houses, paramedical areas, public institutions, probiotic-based solutions for septic tanks, aquatic environments, and industries.",Beiler,"Probiotic, Cleaning, Health",Between €2.5 million-5 million,2014,https://www.probiotic-group.com/en/home/,,LU,,
Wizata,https://www.eu-startups.com/directory/wizata/,Luxembourg,"Wizata was created in 2014 by Jean-Philippe Hugo, a young entrepreneur of 26 years old who was already passionate about data analytics. Rapidly encountering industrial challenges of the metal manufacturing sector and the complexity around it, he decided to develop solutions to improve production processes and bring concrete solutions to the metal market.

As main domains of expertize, Wizata counts today the Manufacturing (Industry 4.0), Insurance, Energy, Healthcare sectors and e-commerce for predictive management and process optimisation.
By embedding themselves in your business and synergising with your teams, WIZATA’s data scientists uncover hidden gems within your data, whether internal or external to your organisation.
Wizata main vission is to empower companies to innovate fast, easily and produce better by introducing Artificial Intelligence in their production processes. ROI and cost reduction are the final goals aimed by Wizata - the orchestrator platform - and its solutions.",Capellen,"Optimisation, Industrial challenges , Artificial intelligence",,2014,http://www.wizata.com/,,LU,,
CAPITAL4CAST,https://www.eu-startups.com/directory/capital4cast/,Luxembourg,CAPITAL4CAST (C4C) is an intelligent platform made in Luxembourg that automatically simulates financial portfolio offering the best investment solution.,Livange,"investment, digitalisation, automatisation, fintech",No funding announced yet,2014,https://capital4cast.com/,,LU,,"Securities account or life-insurance?
Capital4Cast is the perfect tool to find the best investment for your client.
Thanks to C4C:
1️⃣ Kick-off your simulation using your client's data;
2️⃣ Fine-tune your simulation:  iterate as many times as you need, and benefit from continuous improvement;
3️⃣ Generate your personalised dashboard;
4️⃣ Tailor your simulator by upgrading the features (Local legislation, new comparison criteria…)."
artevie,https://www.eu-startups.com/directory/artevie/,Luxembourg,"artevie SARL is a specialized solution provider in the field of IT, business intelligence and digital expertise. Our mission is to provide the best knowledge and resources to our global clients across all industries: fast, flexible and reliable. We help them to improve decision-making, manage their projects successfully and drive their businesses forward. Through our unique database and global network of specialized IT experts and digital professionals our clients have valuable access to best in class know-how, hands-on consultancy and expert resources on a freelance or permanent basis.",Luxembourg,"HR Tech, Digital Transformation, Recruiting, Talent Management",,2014,www.artevie.lu,,LU,,
BSI CLEANING,https://www.eu-startups.com/directory/bsi-cleaning/,Luxembourg,"BSI CLEANING (prev. BS Innoclean) is the leading company for analysing, identifying and implementing the most appropriate surface cleaning solution for your application.",Foetz,"Cleaning Tech, Cleaning Solution, Manufacturing",,2014,www.bs-innoclean.lu,,LU,,
Clubee (Sport50),https://www.eu-startups.com/directory/clubee-sport50/,Luxembourg,"Sport50 is an innovative online network for sports organizations which offers sports-specific digital services to sports clubs and leagues. We allow amateur sports organizations to get access to resources comparable to professional sports organizations. We are working on the vision of a fully automated sports organization in terms of management, marketing, communications, sponsorships and others through artificial intelligence and fully automated processes.",Foetz,"Social Network, Sports Organisations Automation, Sport Activities Funding, AI",,2014,www.clubee.com,,LU,,
ExoAtlet,https://www.eu-startups.com/directory/exoatlet/,Luxembourg,"ExoAtlet is an international company that develops and manufactures exoskeletons, creates new and effective methods of medical and social rehabilitation.",Luxembourg,"MedTech, Rehabilitation, Wellness, Robotics, AI",,2014,www.exoatlet.com,,LU,,
LEKO Labs,https://www.eu-startups.com/directory/leko-labs/,Luxembourg,"Founded in 2017 by Francois Cordier, LEKO Labs’ vision is to accelerate the adoption of sustainable building materials in the built environment. The startup has developed a solution using sustainably-sourced wood-based materials to replace up to 75% of concrete and steel used in a single building, dramatically reducing carbon footprint during construction. In incorporating engineered wood and a fully circular manufacturing process, the system provides not only a sustainable approach to building but also superior insulation properties with thinner walls. This enables up to 10% more floor space for a given building – a game-changer in the construction space. 

LEKO Labs’s software platform calculates and optimises thermal, acoustic and static properties of the buildings, resolving moisture and noise problems typically associated with wooden buildings. Further, the robotics-driven approach means that buildings can be manufactured faster, and with greater quality. This of course benefits construction companies and workers.",Foetz,"sustainable, building, circular manufacturing",Between €10 million-€25 million,2014,https://www.lekolabs.com/,,LU,,
Governance.com,https://www.eu-startups.com/directory/governance-com/,Luxembourg,"Governance.com provides simple, efficient and technology-enabled governance solutions. We help regulated businesses achieve sustainable business success by understanding critical process information, enabling you to identify and deal with exceptions while recording every action in a perfect audit trail.

Connect data across organisational silos and make it available in simple views and easy-to-understand dashboards. Create automated workflows and ensure that every step of each process is followed as designed, while increasing efficiency and eliminating repetitive tasks.

Governance.com gives you real-time business intelligence, at your fingertips, whenever you need and wherever you are.",Luxembourg,"RegTech, BI, Governance Solutions, Governance.com, Luxembourg",,2014,https://www.governance.com,,LU,,
Koosmik,https://www.eu-startups.com/directory/koosmik/,Luxembourg,"Koosmik is a Luxembourg-based company that develops mobile financial services, currently active in Europe and Western Africa.  The startup provides a free platform that allows both individuals and SMEs users to hold and manage an electronic account, transfer money instantly, process any type of payment, access a large network service points; a distinctive Mobile Banking experience from any connected device. Koosmik is building the next generation mobile wallet for Africa.",Luxembourg,"fintech, mobile wallet, payments",,2014,https://www.koosmik.com/,,LU,,
Yonderbound,https://www.eu-startups.com/directory/yonderbound/,Luxembourg,"Yonderbound is building the world's largest collection of bookable travel stories, written and curated by real travelers. We are bringing you their travel stories, the memories they built traveling the world, the hidden gems they discovered, their little secrets. Every time someone books an item from one of your travel stories, you get 70% of the sale profit.",Luxembourg,"travel, content, bookings",,2014,https://www.yonderbound.com/,,LU,,
skeeled,https://www.eu-startups.com/directory/skeeled/,Luxembourg,"skeeled aims to provide the Ultimate Recruitment Software for a Unique Hiring Process. This includes ATS, Video Interviews & Personality Tests.

skeeled is an all-in-one hiring solution designed to support recruiters and HR departments with a disruptive approach to digitalise and automate the entire first steps of the recruitment process.

With skeeled, you save a large amount of time, improve quality of hire, create a great candidate experience, facilitate collaborative hiring, gain deeper candidate insights, and strengthen employer branding.

The skeeled solution is modular and flexible according to your needs, making it a highly user-friendly platform that enhances the recruitment process for both recruiters and candidates. Hire the best people faster with artificial intelligence based recruitment software",Luxembourg,"HR, Recruiting, Jobs",,2014,https://www.skeeled.com/,,LU,,
Job Today,https://www.eu-startups.com/directory/job-today/,Luxembourg,"JOB TODAY is the #1 app for jobs in restaurants, hotels, shops and more. We use mobile technology to help millions of people find a job in 24 hours. Our easy to use platform empowers employers to take ownership of their hiring and connect with jobseekers in the fastest and most efficient way possible.

With over 65 million job applications made on our platform since our launch in 2015, we are reducing barriers, and connecting people to jobs making opportunities available for everyone.

Backed by one of the world’s leading venture capital firms, we've built a growing team of over sixty people as diverse as our users. From product development to customer service, we believe that different backgrounds help us provide our users with the best experience.",Luxembourg,"HR, Recruiting, Jobs",,2014,https://jobtoday.com/,,LU,,
